Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider
11175 VArgentina,DVB-S42003/4,,(feeds),,,,,,J Rector 2150807,DVB-S,4200.0,3/4,11175 V,,,,,,,,,False,
11179 VArgentina,DVB-S31003/4,,(feeds),,,,,,J Rector 2150807,DVB-S,3100.0,3/4,11179 V,,,,,,,,,False,
11540 HArgentina,DVB-S33303/4,,(feeds),,,,,,J Rector 2150807,DVB-S,3330.0,3/4,11540 H,,,,,,,,,False,
11544 HArgentina,DVB-S6660,,(feeds),,,,,,J Rector 2150807,DVB-S,3330.0,3/4,11544 H,,,,,,,,,False,
11552 HArgentina,DVB-S25913/4,,(feeds),,,,,,J Rector 2150807,DVB-S,2591.0,3/4,11552 H,,,,,,,,,False,
11555 HArgentina,DVB-S1904,,(feeds),,,,,,J Rector 2150807,DVB-S,2591.0,3/4,11555 H,,,,,,,,,False,
11564 HArgentina,DVB-S32003/4,,(feeds),,,,,,J Rector 2150807,DVB-S,3200.0,3/4,11564 H,,,,,,,,,False,
11568 HArgentina,DVB-S33503/4,,(feeds),,,,,,J Rector 2150807,DVB-S,3350.0,3/4,11568 H,,,,,,,,,False,
11573 HArgentina,DVB-S33333/4,,(feeds),,,,,,J Rector 2150807,DVB-S,3333.0,3/4,11573 H,,,,,,,,,False,
11577 HArgentina,DVB-S33333/4,,(feeds),,,,,,J Rector 2150807,DVB-S,3333.0,3/4,11577 H,,,,,,,,,False,
11581 HArgentina,DVB-S13253/4,,(feeds),,,,,,J Rector 2150807,DVB-S,1325.0,3/4,11581 H,,,,,,,,,False,
11584 HArgentina,DVB-S26557/8,,(feeds),,,,,,J Rector 2150807,DVB-S,2655.0,7/8,11584 H,,,,,,,,,False,
11595 HArgentina,DVB-S19047/8,,(feeds),,,,,,J Rector 2150807,DVB-S,1904.0,7/8,11595 H,,,,,,,,,False,
11598 HArgentina,DVB-S25003/4,,(feeds),,,,,,J Rector 2150807,DVB-S,2500.0,3/4,11598 H,,,,,,,,,False,
11651 VArgentina,DVB-S19047/8,,(feeds),,,,,,J Rector 2150807,DVB-S,1904.0,7/8,11651 V,,,,,,,,,False,
11657 HArgentina,DVB-S19047/8,,(feeds),,,,,,J Rector 2150807,DVB-S,1904.0,7/8,11657 H,,,,,,,,,False,
11660 HArgentina,DVB-S28PSK2500,,(feeds),,,,,,J Rector 2150807,DVB-S2,2500.0,7/8,11660 H,,,,,,,,,False,
11667 HArgentina,DVB-S2QPSK66653/4,,(feeds),,,,,,J Rector 2150807,DVB-S2,6665.0,3/4,11667 H,,,,,,,,,False,
11675 HArgentina,DVB-S19043/4,,(feeds),,,,,,J Rector 2150807,DVB-S,1904.0,3/4,11675 H,,,,,,,,,False,
11678 HArgentina,DVB-S19043/4,,(feeds),,,,,,J Rector 2150807,DVB-S,1904.0,3/4,11678 H,,,,,,,,,False,
11686 VArgentina,DVB-S22223/4,,(feeds),,,,,,J Rector 2150807,DVB-S,2222.0,3/4,11686 V,,,,,,,,,False,
11708 HArgentina,DVB-S28PSK66603/4,,(feeds),,,,,,J Rector 2150807,DVB-S2,6660.0,3/4,11708 H,,,,,,,,,False,
11718 HArgentina,DVB-S28PSK66601/2,,(feeds),,,,,,J Rector 2150807,DVB-S2,6660.0,1/2,11718 H,,,,,,,,,False,
11718 VArgentina,DVB-S28PSK66603/4,,(feeds),,,,,,J Rector 2150807,DVB-S2,6660.0,3/4,11718 V,,,,,,,,,False,
11728 VArgentina,DVB-S33003/4,,(feeds),,,,,,J Rector 2150807,DVB-S,3300.0,3/4,11728 V,,,,,,,,,False,
