Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
3760 Rtp LAMRDLatin America,DVB-S28PSK75675/6,,,,,,9.4,,Edinho fta220502,DVB-S2,7567.0,5/6,3760 R,tp LAMRD,,,,,,False,
3768 Rtp LAMRDLatin America,DVB-S28PSK59805/6,,,,,,9.4,,Edinho fta220501,DVB-S2,5980.0,5/6,3768 R,tp LAMRD,,,,,,False,
3760 Rtp LAMRDLatin America,DVB-S28PSK75675/6,,Rede Internacional de TV,,MPEG-4/HD,102.0,103 Por,,,DVB-S2,7567.0,5/6,3760 R,tp LAMRD,,,,Rede Internacional de TV,https://www.lyngsat.com/tvchannels/br/Rede-Internacional-de-TV.html,False,
3760 Rtp LAMRDLatin America,DVB-S28PSK75675/6,,Rede Internacional de TV,,MPEG-4/HD,102.0,103 Por,,,DVB-S2,7567.0,5/6,3760 R,tp LAMRD,,,,Rede Internacional de TV,https://www.lyngsat.com/tvchannels/br/Rede-Internacional-de-TV.html,False,
3760 Rtp LAMRDLatin America,DVB-S28PSK75675/6,,Rede Internacional de TV,,MPEG-4/HD,102.0,103 Por,,,DVB-S2,7567.0,5/6,3760 R,tp LAMRD,,,,Rede Internacional de TV,https://www.lyngsat.com/tvchannels/br/Rede-Internacional-de-TV.html,False,
3760 Rtp LAMRDLatin America,DVB-S28PSK75675/6,,Rede Internacional de TV,,MPEG-4/HD,102.0,103 Por,,,DVB-S2,7567.0,5/6,3760 R,tp LAMRD,,,,Rede Internacional de TV,https://www.lyngsat.com/tvchannels/br/Rede-Internacional-de-TV.html,False,
3760 Rtp LAMRDLatin America,DVB-S28PSK75675/6,,Rede Internacional de TV,,MPEG-4/HD,102.0,103 Por,,,DVB-S2,7567.0,5/6,3760 R,tp LAMRD,,,,Rede Internacional de TV,https://www.lyngsat.com/tvchannels/br/Rede-Internacional-de-TV.html,False,
3760 Rtp LAMRDLatin America,DVB-S28PSK75675/6,,Rede Internacional de TV,,MPEG-4/HD,102.0,103 Por,,,DVB-S2,7567.0,5/6,3760 R,tp LAMRD,,,,Rede Internacional de TV,https://www.lyngsat.com/tvchannels/br/Rede-Internacional-de-TV.html,False,
3760 Rtp LAMRDLatin America,DVB-S28PSK75675/6,,Rede Internacional de TV,,MPEG-4/SD,152.0,153 Por,,,DVB-S2,7567.0,5/6,3760 R,tp LAMRD,,,,Rede Internacional de TV,https://www.lyngsat.com/tvchannels/br/Rede-Internacional-de-TV.html,False,
3760 Rtp LAMRDLatin America,DVB-S28PSK75675/6,,Rede Internacional de TV,,MPEG-4/SD,152.0,153 Por,,,DVB-S2,7567.0,5/6,3760 R,tp LAMRD,,,,Rede Internacional de TV,https://www.lyngsat.com/tvchannels/br/Rede-Internacional-de-TV.html,False,
3760 Rtp LAMRDLatin America,DVB-S28PSK75675/6,,Rede Internacional de TV,,MPEG-4/SD,152.0,153 Por,,,DVB-S2,7567.0,5/6,3760 R,tp LAMRD,,,,Rede Internacional de TV,https://www.lyngsat.com/tvchannels/br/Rede-Internacional-de-TV.html,False,
3760 Rtp LAMRDLatin America,DVB-S28PSK75675/6,,Rede Internacional de TV,,MPEG-4/SD,152.0,153 Por,,,DVB-S2,7567.0,5/6,3760 R,tp LAMRD,,,,Rede Internacional de TV,https://www.lyngsat.com/tvchannels/br/Rede-Internacional-de-TV.html,False,
