Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
11472 Vtp 8Coherent,Digicipher 2292705/6,,Kazakh mux,,,,,Digicipher,N Stanislav240328,Digicipher 2,29270.0,5/6,11472 V,tp 8,,Digicipher,,,,False,
11494 Vtp 9TV,DVB-S28PSK56008/9,,Kazakh mux,,,,10.7,IrdetoVideoguard,N Stanislav220902,DVB-S2,5600.0,8/9,11494 V,tp 9,,"Irdeto,Videoguard",,,,False,
11503 Vtp 9TV,DVB-S28PSK94008/9,,Kazakh mux,,,,10.7,IrdetoVideoguard,DX Bozóth240312,DVB-S2,9400.0,8/9,11503 V,tp 9,,"Irdeto,Videoguard",,,,False,
11662 Vtp 15TV,DVB-S28PSK59009/10,,Kazakh mux,,,,11.0,IrdetoVideoguard,DX Bozóth240402,DVB-S2,5900.0,9/10,11662 V,tp 15,,"Irdeto,Videoguard",,,,False,
11472 Vtp 8Coherent,Digicipher 2292705/6,,KTK,,,101.0,Rus,Digicipher,,Digicipher 2,29270.0,5/6,11472 V,tp 8,,Digicipher,,KTK,https://www.lyngsat.com/tvchannels/kz/KTK.html,False,
11472 Vtp 8Coherent,Digicipher 2292705/6,,KTK,,,101.0,Rus,Digicipher,,Digicipher 2,29270.0,5/6,11472 V,tp 8,,Digicipher,,KTK,https://www.lyngsat.com/tvchannels/kz/KTK.html,False,
11472 Vtp 8Coherent,Digicipher 2292705/6,,KTK,,,101.0,Rus,Digicipher,,Digicipher 2,29270.0,5/6,11472 V,tp 8,,Digicipher,,KTK,https://www.lyngsat.com/tvchannels/kz/KTK.html,False,
11494 Vtp 9TV,DVB-S28PSK56008/9,101.0,KTK,,MPEG-4/SD,257.0,258 Rus,IrdetoVideoguard,,DVB-S2,5600.0,8/9,11494 V,tp 9,,"Irdeto,Videoguard",,KTK,https://www.lyngsat.com/tvchannels/kz/KTK.html,False,
11494 Vtp 9TV,DVB-S28PSK56008/9,101.0,KTK,,MPEG-4/SD,257.0,258 Rus,IrdetoVideoguard,,DVB-S2,5600.0,8/9,11494 V,tp 9,,"Irdeto,Videoguard",,KTK,https://www.lyngsat.com/tvchannels/kz/KTK.html,False,
11494 Vtp 9TV,DVB-S28PSK56008/9,101.0,KTK,,MPEG-4/SD,257.0,258 Rus,IrdetoVideoguard,,DVB-S2,5600.0,8/9,11494 V,tp 9,,"Irdeto,Videoguard",,KTK,https://www.lyngsat.com/tvchannels/kz/KTK.html,False,
11662 Vtp 15TV,DVB-S28PSK59009/10,101.0,KTK,,MPEG-4/SD,257.0,258 Rus,IrdetoVideoguard,new,DVB-S2,5900.0,9/10,11662 V,tp 15,,"Irdeto,Videoguard",,KTK,https://www.lyngsat.com/tvchannels/kz/KTK.html,False,
11662 Vtp 15TV,DVB-S28PSK59009/10,101.0,KTK,,MPEG-4/SD,257.0,258 Rus,IrdetoVideoguard,new,DVB-S2,5900.0,9/10,11662 V,tp 15,,"Irdeto,Videoguard",,KTK,https://www.lyngsat.com/tvchannels/kz/KTK.html,False,
11662 Vtp 15TV,DVB-S28PSK59009/10,101.0,KTK,,MPEG-4/SD,257.0,258 Rus,IrdetoVideoguard,new,DVB-S2,5900.0,9/10,11662 V,tp 15,,"Irdeto,Videoguard",,KTK,https://www.lyngsat.com/tvchannels/kz/KTK.html,False,
11472 Vtp 8Coherent,Digicipher 2292705/6,,Perviy kanal Eurasia,,,102.0,Rus,Digicipher,,Digicipher 2,29270.0,5/6,11472 V,tp 8,,Digicipher,,Perviy kanal Eurasia,https://www.lyngsat.com/tvchannels/ru/Perviy-kanal-Eurasia.html,False,
11472 Vtp 8Coherent,Digicipher 2292705/6,,Perviy kanal Eurasia,,,102.0,Rus,Digicipher,,Digicipher 2,29270.0,5/6,11472 V,tp 8,,Digicipher,,Perviy kanal Eurasia,https://www.lyngsat.com/tvchannels/ru/Perviy-kanal-Eurasia.html,False,
11472 Vtp 8Coherent,Digicipher 2292705/6,,Perviy kanal Eurasia,,,102.0,Rus,Digicipher,,Digicipher 2,29270.0,5/6,11472 V,tp 8,,Digicipher,,Perviy kanal Eurasia,https://www.lyngsat.com/tvchannels/ru/Perviy-kanal-Eurasia.html,False,
11472 Vtp 8Coherent,Digicipher 2292705/6,,Perviy kanal Eurasia,,,102.0,Rus,Digicipher,,Digicipher 2,29270.0,5/6,11472 V,tp 8,,Digicipher,,Perviy kanal Eurasia,https://www.lyngsat.com/tvchannels/ru/Perviy-kanal-Eurasia.html,False,
11472 Vtp 8Coherent,Digicipher 2292705/6,,Perviy kanal Eurasia,,,102.0,Rus,Digicipher,,Digicipher 2,29270.0,5/6,11472 V,tp 8,,Digicipher,,Perviy kanal Eurasia,https://www.lyngsat.com/tvchannels/ru/Perviy-kanal-Eurasia.html,False,
11472 Vtp 8Coherent,Digicipher 2292705/6,,Perviy kanal Eurasia,,,102.0,Rus,Digicipher,,Digicipher 2,29270.0,5/6,11472 V,tp 8,,Digicipher,,Perviy kanal Eurasia,https://www.lyngsat.com/tvchannels/ru/Perviy-kanal-Eurasia.html,False,
11494 Vtp 9TV,DVB-S28PSK56008/9,102.0,Perviy kanal Eurasia,,MPEG-4/SD,273.0,274 Rus,IrdetoVideoguard,,DVB-S2,5600.0,8/9,11494 V,tp 9,,"Irdeto,Videoguard",,Perviy kanal Eurasia,https://www.lyngsat.com/tvchannels/ru/Perviy-kanal-Eurasia.html,False,
11494 Vtp 9TV,DVB-S28PSK56008/9,102.0,Perviy kanal Eurasia,,MPEG-4/SD,273.0,274 Rus,IrdetoVideoguard,,DVB-S2,5600.0,8/9,11494 V,tp 9,,"Irdeto,Videoguard",,Perviy kanal Eurasia,https://www.lyngsat.com/tvchannels/ru/Perviy-kanal-Eurasia.html,False,
11494 Vtp 9TV,DVB-S28PSK56008/9,102.0,Perviy kanal Eurasia,,MPEG-4/SD,273.0,274 Rus,IrdetoVideoguard,,DVB-S2,5600.0,8/9,11494 V,tp 9,,"Irdeto,Videoguard",,Perviy kanal Eurasia,https://www.lyngsat.com/tvchannels/ru/Perviy-kanal-Eurasia.html,False,
11494 Vtp 9TV,DVB-S28PSK56008/9,102.0,Perviy kanal Eurasia,,MPEG-4/SD,273.0,274 Rus,IrdetoVideoguard,,DVB-S2,5600.0,8/9,11494 V,tp 9,,"Irdeto,Videoguard",,Perviy kanal Eurasia,https://www.lyngsat.com/tvchannels/ru/Perviy-kanal-Eurasia.html,False,
11494 Vtp 9TV,DVB-S28PSK56008/9,102.0,Perviy kanal Eurasia,,MPEG-4/SD,273.0,274 Rus,IrdetoVideoguard,,DVB-S2,5600.0,8/9,11494 V,tp 9,,"Irdeto,Videoguard",,Perviy kanal Eurasia,https://www.lyngsat.com/tvchannels/ru/Perviy-kanal-Eurasia.html,False,
11494 Vtp 9TV,DVB-S28PSK56008/9,102.0,Perviy kanal Eurasia,,MPEG-4/SD,273.0,274 Rus,IrdetoVideoguard,,DVB-S2,5600.0,8/9,11494 V,tp 9,,"Irdeto,Videoguard",,Perviy kanal Eurasia,https://www.lyngsat.com/tvchannels/ru/Perviy-kanal-Eurasia.html,False,
11662 Vtp 15TV,DVB-S28PSK59009/10,102.0,Perviy kanal Eurasia,,MPEG-4/SD,273.0,274 Rus,IrdetoVideoguard,new,DVB-S2,5900.0,9/10,11662 V,tp 15,,"Irdeto,Videoguard",,Perviy kanal Eurasia,https://www.lyngsat.com/tvchannels/ru/Perviy-kanal-Eurasia.html,False,
11662 Vtp 15TV,DVB-S28PSK59009/10,102.0,Perviy kanal Eurasia,,MPEG-4/SD,273.0,274 Rus,IrdetoVideoguard,new,DVB-S2,5900.0,9/10,11662 V,tp 15,,"Irdeto,Videoguard",,Perviy kanal Eurasia,https://www.lyngsat.com/tvchannels/ru/Perviy-kanal-Eurasia.html,False,
