Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider
10732 Vtp 1VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-501,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10732 V,tp 1VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10732 Vtp 1VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-501,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10732 V,tp 1VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10732 Vtp 1VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-501,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10732 V,tp 1VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10732 Vtp 1VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-501,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10732 V,tp 1VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10732 Vtp 1VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-501,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10732 V,tp 1VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10732 Vtp 1VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-501,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10732 V,tp 1VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10732 Vtp 1VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-501,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10732 V,tp 1VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10732 Vtp 1VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-501,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10732 V,tp 1VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10732 Vtp 1VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-501,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10732 V,tp 1VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10732 Vtp 1VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-501,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10732 V,tp 1VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10732 Vtp 1VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-501,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10732 V,tp 1VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10732 Vtp 1VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-501,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10732 V,tp 1VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10732 Vtp 1VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-501,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10732 V,tp 1VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10732 Vtp 1VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-501,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10732 V,tp 1VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10732 Vtp 1VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-501,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10732 V,tp 1VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10732 Vtp 1VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-501,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10732 V,tp 1VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10772 Vtp 2VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-502,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10772 V,tp 2VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10772 Vtp 2VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-502,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10772 V,tp 2VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10772 Vtp 2VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-502,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10772 V,tp 2VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10772 Vtp 2VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-502,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10772 V,tp 2VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10772 Vtp 2VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-502,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10772 V,tp 2VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10772 Vtp 2VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-502,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10772 V,tp 2VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10772 Vtp 2VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-502,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10772 V,tp 2VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10772 Vtp 2VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-502,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10772 V,tp 2VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10772 Vtp 2VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-502,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10772 V,tp 2VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10772 Vtp 2VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-502,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10772 V,tp 2VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
10772 Vtp 2VBMalaysia0,DVB-S28PSK300005/6,,Astro,,2176-502,,9.4,Videoguard,Josh240401,DVB-S2,30000,5/6,10772 V,tp 2VB,0.0,Videoguard,,,,Astro,https://www.lyngsat.com/packages/Astro.html,False,
