Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
11465 Htp 203Europe & North Africa,DVB-S28PSK96003/4,,(feeds),,,,,,Roli231210,DVB-S2,9600,3/4,11465 H,tp 203,,,,,,False,
11473 Htp 203Europe & North Africa,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli221231,DVB-S2,7200,3/4,11473 H,tp 203,,,,,,False,
11481 Vtp 199Europe & North Africa,DVB-S236003/4,,(feeds),,,,,,Stanley_cassidy211129,DVB-S2,3600,3/4,11481 V,tp 199,,,,,,False,
11497 Htp 203Europe & North Africa,DVB-S28PSK72003/4,,(feeds),,,,,,Roli240127,DVB-S2,7200,3/4,11497 H,tp 203,,,,,,False,
11516 Vtp 199Europe & North Africa,DVB-S28PSK48753/4,,(feeds),,,,,,Roli240204,DVB-S2,4875,3/4,11516 V,tp 199,,,,,,False,
11525 Htp 204Europe & North Africa,DVB-S28PSK96003/4,,(feeds),,,,,,Roli230225,DVB-S2,9600,3/4,11525 H,tp 204,,,,,,False,
11537 Htp 204Europe & North Africa,DVB-S28PSK96003/4,,(feeds),,,,,,Roli230225,DVB-S2,9600,3/4,11537 H,tp 204,,,,,,False,
11539 Vtp 199Europe & North Africa,DVB-S28PSK72003/4,,(feeds),,,,,,Roli191228,DVB-S2,7200,3/4,11539 V,tp 199,,,,,,False,
11544 Vtp 199Europe & North Africa,DVB-S28PSK48002/3,,(feeds),,,,,,Roli191222,DVB-S2,4800,2/3,11544 V,tp 199,,,,,,False,
11546 Htp 204Europe & North Africa,DVB-S28PSK50003/4,,(feeds),,,,,,Roli191222,DVB-S2,5000,3/4,11546 H,tp 204,,,,,,False,
11547 Vtp 199Europe & North Africa,DVB-S28PSK36003/4,,(feeds),,,,,,M Sixx191223,DVB-S2,3600,3/4,11547 V,tp 199,,,,,,False,
11552 Htp 204Europe & North Africa,DVB-S28PSK50003/4,,(feeds),,,,,,Roli191222,DVB-S2,5000,3/4,11552 H,tp 204,,,,,,False,
11561 Vtp 200Europe & North Africa,DVB-S28PSK36003/4,,(feeds),,,,,,Roli191222,DVB-S2,3600,3/4,11561 V,tp 200,,,,,,False,
11567 Htp 204Europe & North Africa,DVB-S28PSK96003/4,,(feeds),,,,,,Roli240302,DVB-S2,9600,3/4,11567 H,tp 204,,,,,,False,
11570 Vtp 200Europe & North Africa,DVB-S28PSK36003/4,,(feeds),,,,,,Roli191222,DVB-S2,3600,3/4,11570 V,tp 200,,,,,,False,
11575 Vtp 200Europe & North Africa,DVB-S28PSK36003/4,,(feeds),,,,,,Roli191222,DVB-S2,3600,3/4,11575 V,tp 200,,,,,,False,
11580 Vtp 200Europe & North Africa,DVB-S28PSK36003/4,,(feeds),,,,,,Roli191222,DVB-S2,3600,3/4,11580 V,tp 200,,,,,,False,
11585 Htp 205Europe & North Africa,DVB-S28PSK75003/4,,(feeds),,,,,,Roli210315,DVB-S2,7500,3/4,11585 H,tp 205,,,,,,False,
11586 Vtp 200Europe & North Africa,DVB-S28PSK45003/4,,(feeds),,,,,,Roli191227,DVB-S2,4500,3/4,11586 V,tp 200,,,,,,False,
