Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
10723 Vtp A2Wide47,DVB-S2QPSK321151/2,,Warner Bros. Discovery,,1-1,,1.0,Viaccess,M Al-Taie230817,DVB-S2,32115.0,1/2,10723 V,tp A2,47.0,Viaccess,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,True,Warner Bros. Discovery
10723 Vtp A2Wide47,DVB-S2QPSK321151/2,4000,Discovery Channel Central Europe,,MPEG-4/SD,4011.0,4021 Eng4022 Rus,Viaccess,,DVB-S2,32115.0,1/2,10723 V,tp A2,47.0,Viaccess,,Discovery Channel Central Europe,https://www.lyngsat.com/tvchannels/us/Discovery-Channel-Central-Europe.html,False,Warner Bros. Discovery
10723 Vtp A2Wide47,DVB-S2QPSK321151/2,4100,Animal Planet Rossiya,,MPEG-4/SD,4111.0,4121 Rus4122 Eng,Viaccess,,DVB-S2,32115.0,1/2,10723 V,tp A2,47.0,Viaccess,,Animal Planet Rossiya,https://www.lyngsat.com/tvchannels/us/Animal-Planet-Rossiya.html,False,Warner Bros. Discovery
10723 Vtp A2Wide47,DVB-S2QPSK321151/2,4200,Investigation Discovery Rossiya,,MPEG-4/SD,4211.0,4221 Rus4222 Eng,Viaccess,,DVB-S2,32115.0,1/2,10723 V,tp A2,47.0,Viaccess,,Investigation Discovery Rossiya,https://www.lyngsat.com/tvchannels/us/Investigation-Discovery-Rossiya.html,False,Warner Bros. Discovery
10723 Vtp A2Wide47,DVB-S2QPSK321151/2,4300,TLC Rossiya,,MPEG-4/SD,4311.0,4321 Rus4322 Eng,Viaccess,,DVB-S2,32115.0,1/2,10723 V,tp A2,47.0,Viaccess,,TLC Rossiya,https://www.lyngsat.com/tvchannels/us/TLC-Rossiya.html,False,Warner Bros. Discovery
10723 Vtp A2Wide47,DVB-S2QPSK321151/2,4400,Cartoon Network Russia & South East Europe,,MPEG-4/SD,4411.0,4421 Rus4422 Bul4423 Eng4424 Slv4425 Srp4426 Hrv,Viaccess,,DVB-S2,32115.0,1/2,10723 V,tp A2,47.0,Viaccess,,Cartoon Network Russia & South East Europe,https://www.lyngsat.com/tvchannels/us/Cartoon-Network-Russia-and-South-East-Europe.html,False,Warner Bros. Discovery
10723 Vtp A2Wide47,DVB-S2QPSK321151/2,4500,Cartoonito Central & Eastern Europe,,MPEG-4/SD,4511.0,4521 Pol4522 Eng4523 Hun4524 Rum4525 Rus4526 Cze,Viaccess,,DVB-S2,32115.0,1/2,10723 V,tp A2,47.0,Viaccess,,Cartoonito Central & Eastern Europe,https://www.lyngsat.com/tvchannels/us/Cartoonito-Central-and-Eastern-Europe.html,False,Warner Bros. Discovery
10723 Vtp A2Wide47,DVB-S2QPSK321151/2,4600,Eurosport 1 Rossiya,,MPEG-4/HD,4611.0,4621 Rus4622 Eng,Viaccess,,DVB-S2,32115.0,1/2,10723 V,tp A2,47.0,Viaccess,,Eurosport 1 Rossiya,https://www.lyngsat.com/tvchannels/fr/Eurosport-1-Rossiya.html,False,Warner Bros. Discovery
10723 Vtp A2Wide47,DVB-S2QPSK321151/2,4700,Eurosport 2 Rossiya,,MPEG-4/HD,4711.0,4721 Rus4722 Eng,Viaccess,,DVB-S2,32115.0,1/2,10723 V,tp A2,47.0,Viaccess,,Eurosport 2 Rossiya,https://www.lyngsat.com/tvchannels/fr/Eurosport-2-Rossiya.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,,Chinese mux,,0-2,,1.0,TopwellVisionCrypt,M Al-Taie231227,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,,,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,51,CCTV 1,,HEVC/HD,1201.0,1301 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,CCTV 1,https://www.lyngsat.com/tvchannels/cn/CCTV-1.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,51,CCTV 1,,HEVC/HD,1201.0,1301 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,CCTV 1,https://www.lyngsat.com/tvchannels/cn/CCTV-1.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,52,CCTV 2,,HEVC/HD,1202.0,1302 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,CCTV 2,https://www.lyngsat.com/tvchannels/cn/CCTV-2.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,52,CCTV 2,,HEVC/HD,1202.0,1302 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,CCTV 2,https://www.lyngsat.com/tvchannels/cn/CCTV-2.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,53,CCTV 3,,HEVC/HD,1203.0,1303 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,CCTV 3,https://www.lyngsat.com/tvchannels/cn/CCTV-3.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,53,CCTV 3,,HEVC/HD,1203.0,1303 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,CCTV 3,https://www.lyngsat.com/tvchannels/cn/CCTV-3.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,54,CCTV 4 Asia,,HEVC/HD,1204.0,1304 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,CCTV 4 Asia,https://www.lyngsat.com/tvchannels/cn/CCTV-4-Asia.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,54,CCTV 4 Asia,,HEVC/HD,1204.0,1304 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,CCTV 4 Asia,https://www.lyngsat.com/tvchannels/cn/CCTV-4-Asia.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,55,CCTV 5,,HEVC/HD,1205.0,1305 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,CCTV 5,https://www.lyngsat.com/tvchannels/cn/CCTV-5.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,56,CHC HD Movies,,HEVC/HD,1206.0,1306 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,CHC HD Movies,https://www.lyngsat.com/tvchannels/cn/CHC-HD-Movies.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,57,CCTV 5+,,HEVC/HD,1207.0,1307 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,CCTV 5+,https://www.lyngsat.com/tvchannels/cn/CCTV-5-.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,58,CCTV 8,,HEVC/HD,1208.0,1308 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,CCTV 8,https://www.lyngsat.com/tvchannels/cn/CCTV-8.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,58,CCTV 8,,HEVC/HD,1208.0,1308 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,CCTV 8,https://www.lyngsat.com/tvchannels/cn/CCTV-8.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,59,CCTV 7,,HEVC/HD,1209.0,1309 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,CCTV 7,https://www.lyngsat.com/tvchannels/cn/CCTV-7.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,59,CCTV 7,,HEVC/HD,1209.0,1309 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,CCTV 7,https://www.lyngsat.com/tvchannels/cn/CCTV-7.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,60,CCTV 13,,HEVC/HD,1210.0,1310 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,CCTV 13,https://www.lyngsat.com/tvchannels/cn/CCTV-13.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,60,CCTV 13,,HEVC/HD,1210.0,1310 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,CCTV 13,https://www.lyngsat.com/tvchannels/cn/CCTV-13.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,61,Beijing TV Kaku,,HEVC/HD,1211.0,1311 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,Beijing TV Kaku,https://www.lyngsat.com/tvchannels/cn/Beijing-TV-Kaku.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,62,Magic Channel,,HEVC/HD,1212.0,1312 Rus,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,Magic Channel,https://www.lyngsat.com/tvchannels/--/Magic-Channel.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,63,Beijing TV,,HEVC/HD,1213.0,1313 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,Beijing TV,https://www.lyngsat.com/tvchannels/cn/Beijing-TV.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,64,Dragon TV International,,HEVC/HD,1214.0,1314 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,Dragon TV International,https://www.lyngsat.com/tvchannels/cn/Dragon-TV-International.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,65,Hunan TV International,,HEVC/HD,1215.0,1315 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,Hunan TV International,https://www.lyngsat.com/tvchannels/cn/Hunan-TV-International.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,65,Hunan TV International,,HEVC/HD,1215.0,1315 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,Hunan TV International,https://www.lyngsat.com/tvchannels/cn/Hunan-TV-International.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,66,Jiangsu Satellite TV,,HEVC/HD,1216.0,1316 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,Jiangsu Satellite TV,https://www.lyngsat.com/tvchannels/cn/Jiangsu-Satellite-TV.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,67,Zhejiang Satellite TV,,HEVC/HD,1217.0,1317 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,Zhejiang Satellite TV,https://www.lyngsat.com/tvchannels/cn/Zhejiang-Satellite-TV.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,68,Anhui Satellite TV,,HEVC/HD,1218.0,1318 Chi,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,Anhui Satellite TV,https://www.lyngsat.com/tvchannels/cn/Anhui-Satellite-TV.html,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,69,[test card],,HEVC/HD,1219.0,1319,TopwellVisionCrypt,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,,,False,Warner Bros. Discovery
11627 Vtp DE8Eastern,DVB-S28PSK144003/5T2-MIPLP 0,1500,[test card],,HEVC/HD,1510.0,1520,,,DVB-S2,2500.0,5/6,11627 V,tp DE8,,,,,,False,Warner Bros. Discovery
11627 Vtp DE8Eastern,DVB-S28PSK144003/5T2-MIPLP 0,1600,[test card],,HEVC/HD,1610.0,1620,,,DVB-S2,2500.0,5/6,11627 V,tp DE8,,,,,,False,Warner Bros. Discovery
10856 Vtp A6Wide47,DVB-S2QPSK300001/2,70,Phoenix InfoNews Channel,,HEVC/HD,1220.0,1320 Chi,,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,,,Phoenix InfoNews Channel,https://www.lyngsat.com/tvchannels/hk/Phoenix-InfoNews-Channel.html,False,Warner Bros. Discovery
10953 Htp BM1Wide,DVB-S22003/4,,(feeds),,,,,,Jamie A190619,DVB-S,2200.0,3/4,10953 H,tp BM1,,,,,,False,Warner Bros. Discovery
10960 Htp BM1Wide,DVB-S33003/4,,(feeds),,,,,,Roli180102,DVB-S,3300.0,3/4,10960 H,tp BM1,,,,,,False,Warner Bros. Discovery
10966 Htp BM1Wide,DVB-S25903/4,,(feeds),,,,,,Serdar 22140809,DVB-S,2590.0,3/4,10966 H,tp BM1,,,,,,False,Warner Bros. Discovery
10969 Vtp BM2Wide,DVB-S28PSK75003/4,,(feeds),,,,,,Marcel 2150927,DVB-S2,7500.0,3/4,10969 V,tp BM2,,,,,,False,Warner Bros. Discovery
10975 Htp BM1Wide,DVB-S28PSK22005/6,,(feeds),,,,,,Roli130503,DVB-S2,2200.0,5/6,10975 H,tp BM1,,,,,,False,Warner Bros. Discovery
10985 Htp BM1Wide,DVB-S2QPSK32143/4,,(feeds),,,,,,Jamie A200908,DVB-S2,3214.0,3/4,10985 H,tp BM1,,,,,,False,Warner Bros. Discovery
10988 Htp BM1Wide,DVB-S2300,,(feeds),,,,,,F Kocsis200105,DVB-S,3214.0,3/4,10988 H,tp BM1,,,,,,False,Warner Bros. Discovery
10990 Vtp BM2Wide,DVB-S28PSK100003/4,,(feeds),,,,,,Jamie A151018,DVB-S2,10000.0,3/4,10990 V,tp BM2,,,,,,False,Warner Bros. Discovery
10995 Htp BM1Wide,DVB-S28PSK58323/4,,(feeds),,,,,,Jamie A231104,DVB-S2,5832.0,3/4,10995 H,tp BM1,,,,,,False,Warner Bros. Discovery
11002 Htp BM1Wide,DVB-S28PSK58323/4,,(feeds),,,,,,Jamie A231104,DVB-S2,5832.0,3/4,11002 H,tp BM1,,,,,,False,Warner Bros. Discovery
11003 Vtp BM2Wide,DVB-S28PSK100003/4,,(feeds),,,,,,Marcel 2151031,DVB-S2,10000.0,3/4,11003 V,tp BM2,,,,,,False,Warner Bros. Discovery
11009 Htp BM1Wide,DVB-S28PSK58323/4,,(feeds),,,,,,Jamie A231104,DVB-S2,5832.0,3/4,11009 H,tp BM1,,,,,,False,Warner Bros. Discovery
11013 Vtp BM2Wide,DVB-S13333/4,,(feeds),,,,,,Marcel 2180105,DVB-S,1333.0,3/4,11013 V,tp BM2,,,,,,False,Warner Bros. Discovery
11021 Vtp BM2Wide,DVB-S20003/4,,(feeds),,,,,,Roli151030,DVB-S,2000.0,3/4,11021 V,tp BM2,,,,,,False,Warner Bros. Discovery
11023 Htp BM1Wide,DVB-S28PSK75003/4,,(feeds),,,,,,Jamie A240120,DVB-S2,7500.0,3/4,11023 H,tp BM1,,,,,,False,Warner Bros. Discovery
11030 Htp BM1Wide,DVB-S18005/6,,(feeds),,,,,,Roli230606,DVB-S,1800.0,5/6,11030 H,tp BM1,,,,,,False,Warner Bros. Discovery
11036 Htp BM1Wide,DVB-S21003/4,,(feeds),,,,,,Roli140104,DVB-S,2100.0,3/4,11036 H,tp BM1,,,,,,False,Warner Bros. Discovery
11038 Vtp BM2Wide,DVB-S20003/4,,(feeds),,,,,,Roli150225,DVB-S,2000.0,3/4,11038 V,tp BM2,,,,,,False,Warner Bros. Discovery
11044 Htp BM3Western,DVB-S272003/4,,(feeds),,,,,,Roli230913,DVB-S2,7200.0,3/4,11044 H,tp BM3,,,,,,False,Warner Bros. Discovery
11053 Htp BM3Western,DVB-S272003/4,,(feeds),,,,,,Roli230913,DVB-S2,7200.0,3/4,11053 H,tp BM3,,,,,,False,Warner Bros. Discovery
11054 Htp BE3Eastern,DVB-S2QPSK21703/4,,(feeds),,,,,,N Stanislav240127,DVB-S2,2170.0,3/4,11054 H,tp BE3,,,,,,False,Warner Bros. Discovery
11059 Htp BM3Western,DVB-S2QPSK33333/4,,(feeds),,,,,,Roli240107,DVB-S2,3333.0,3/4,11059 H,tp BM3,,,,,,False,Warner Bros. Discovery
11061 Vtp BM4Wide,DVB-S20003/4,,(feeds),,,,,,Jamie A150427,DVB-S,2000.0,3/4,11061 V,tp BM4,,,,,,False,Warner Bros. Discovery
11082 Vtp BM4Wide,DVB-S28PSK74002/3,,(feeds),,,,,,Roli140511,DVB-S2,7400.0,2/3,11082 V,tp BM4,,,,,,False,Warner Bros. Discovery
11087 Htp BW3Western,DVB-S2QPSK74303/4,,(feeds),,,,,,Marcel 2170208,DVB-S2,7430.0,3/4,11087 H,tp BW3,,,,,,False,Warner Bros. Discovery
11093 Vtp BM4Wide,DVB-S28PSK100003/4,,(feeds),,,,,,Serdar 22140809,DVB-S2,10000.0,3/4,11093 V,tp BM4,,,,,,False,Warner Bros. Discovery
11109 Htp BW3Western,DVB-S210932/3,,(feeds),,,,,,Stanley_cassidy240316,DVB-S2,1093.0,2/3,11109 H,tp BW3,,,,,,False,Warner Bros. Discovery
11124 Vtp BW6Western,DVB-S36003/4,,(feeds),,,,,,Jamie A190519,DVB-S,3600.0,3/4,11124 V,tp BW6,,,,,,False,Warner Bros. Discovery
11126 Htp BW5Western,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy210904,DVB-S2,7200.0,3/4,11126 H,tp BW5,,,,,,False,Warner Bros. Discovery
11126 Vtp BE6Eastern,DVB-S28PSK50002/3,,(feeds),,,,,,N Stanislav220520,DVB-S2,5000.0,2/3,11126 V,tp BE6,,,,,,False,Warner Bros. Discovery
11135 Htp BW5Western,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy210904,DVB-S2,7200.0,3/4,11135 H,tp BW5,,,,,,False,Warner Bros. Discovery
11144 Htp BW5Western,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy210904,DVB-S2,7200.0,3/4,11144 H,tp BW5,,,,,,False,Warner Bros. Discovery
11144 Vtp BE6Eastern,DVB-S28PSK50002/3,,(feeds),,,,,,N Stanislav220520,DVB-S2,5000.0,2/3,11144 V,tp BE6,,,,,,False,Warner Bros. Discovery
11156 Vtp BW6Western,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy210428,DVB-S2,7200.0,3/4,11156 V,tp BW6,,,,,,False,Warner Bros. Discovery
11165 Vtp BW6Western,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy210428,DVB-S2,7200.0,3/4,11165 V,tp BW6,,,,,,False,Warner Bros. Discovery
11171 Vtp BW6Western,DVB-S28PSK10582/3,,(feeds),,,,,,Jamie A190215,DVB-S2,1058.0,2/3,11171 V,tp BW6,,,,,,False,Warner Bros. Discovery
11172 Htp BW5Western,DVB-S28PSK72003/4,,(feeds),,,,,,Roli230415,DVB-S2,7200.0,3/4,11172 H,tp BW5,,,,,,False,Warner Bros. Discovery
