Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider
3975 H,DVB-S28PSK342843/4,,Medianet,,,,7.9,Tongfang,N Stanislav240330,DVB-S2,34284,3/4,3975 H,,,Tongfang,,,,Medianet,https://www.lyngsat.com/packages/Medianet.html,False,
3975 H,DVB-S28PSK342843/4,,Medianet,,,,7.9,Tongfang,N Stanislav240330,DVB-S2,34284,3/4,3975 H,,,Tongfang,,,,Medianet,https://www.lyngsat.com/packages/Medianet.html,False,
3975 H,DVB-S28PSK342843/4,,Medianet,,,,7.9,Tongfang,N Stanislav240330,DVB-S2,34284,3/4,3975 H,,,Tongfang,,,,Medianet,https://www.lyngsat.com/packages/Medianet.html,False,
3975 H,DVB-S28PSK342843/4,,Medianet,,,,7.9,Tongfang,N Stanislav240330,DVB-S2,34284,3/4,3975 H,,,Tongfang,,,,Medianet,https://www.lyngsat.com/packages/Medianet.html,False,
3975 V,DVB-S28PSK342843/4,,Medianet,,,,7.9,Tongfang,N Stanislav240323,DVB-S2,34284,3/4,3975 V,,,Tongfang,,,,Medianet,https://www.lyngsat.com/packages/Medianet.html,False,
3975 V,DVB-S28PSK342843/4,,Medianet,,,,7.9,Tongfang,N Stanislav240323,DVB-S2,34284,3/4,3975 V,,,Tongfang,,,,Medianet,https://www.lyngsat.com/packages/Medianet.html,False,
3975 V,DVB-S28PSK342843/4,,Medianet,,,,7.9,Tongfang,N Stanislav240323,DVB-S2,34284,3/4,3975 V,,,Tongfang,,,,Medianet,https://www.lyngsat.com/packages/Medianet.html,False,
3975 V,DVB-S28PSK342843/4,,Medianet,,,,7.9,Tongfang,N Stanislav240323,DVB-S2,34284,3/4,3975 V,,,Tongfang,,,,Medianet,https://www.lyngsat.com/packages/Medianet.html,False,
3975 H,DVB-S28PSK342843/4,17042.0,Al Quran,,HEVC/SD,806.0,807.0,,new,DVB-S2,34284,3/4,3975 H,,,,,Al Quran,https://www.lyngsat.com/tvchannels/mv/Al-Quran.html,,,False,
3975 H,DVB-S28PSK342843/4,17093.0,SSTV,,HEVC,634.0,635.0,,new,DVB-S2,34284,3/4,3975 H,,,,,SSTV,https://www.lyngsat.com/tvchannels/mv/SSTV.html,,,False,
3975 H,DVB-S28PSK342843/4,17093.0,SSTV,,HEVC,634.0,635.0,,new,DVB-S2,34284,3/4,3975 H,,,,,SSTV,https://www.lyngsat.com/tvchannels/mv/SSTV.html,,,False,
3975 V,DVB-S28PSK342843/4,17014.0,VFM 99,,,,82.0,,,DVB-S2,34284,3/4,3975 V,,,,,VFM 99,https://www.lyngsat.com/radiochannels/mv/VFM-99.html,,,False,
11596 V,DVB-S16007/8,,(feeds),,,,,,Bulek Sps201213,DVB-S,1600,7/8,11596 V,,,,,,,,,False,
11600 V,DVB-S16007/8,,(feeds),,,,,,Bulek Sps201211,DVB-S,1600,7/8,11600 V,,,,,,,,,False,
11658 V,DVB-S28PSK24005/6,,(feeds),,,,,,Bulek Sps201214,DVB-S2,2400,5/6,11658 V,,,,,,,,,False,
