Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,,BFBS,,19-5,,6.6,Irdeto,J RobinsonM Al-Taie220630,DVB-S2,9583.0,2/3,3775 L,tp EHL2,,Irdeto,https://www.lyngsat.com/providers/uk/BFBS.html,,,True,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,,BFBS,,19-5,,6.6,Irdeto,J RobinsonM Al-Taie220630,DVB-S2,9583.0,2/3,3775 L,tp EHL2,,Irdeto,https://www.lyngsat.com/providers/uk/BFBS.html,,,True,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,,BFBS,,17-3,,2.2,Irdeto,M Al-Taie240113,DVB-S2,19167.0,3/5,3798 R,tp WHR3,39-40,Irdeto,https://www.lyngsat.com/providers/uk/BFBS.html,,,True,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,,BFBS,,17-3,,2.2,Irdeto,M Al-Taie240113,DVB-S2,19167.0,3/5,3798 R,tp WHR3,39-40,Irdeto,https://www.lyngsat.com/providers/uk/BFBS.html,,,True,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8305.0,Sky Sports Main Event UK,,MPEG-4/SD,105.0,405 Eng,Irdeto,,DVB-S2,9583.0,2/3,3775 L,tp EHL2,,Irdeto,,Sky Sports Main Event UK,https://www.lyngsat.com/tvchannels/uk/Sky-Sports-Main-Event-UK.html,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8305.0,Sky Sports Main Event UK,,MPEG-4/SD,105.0,405 Eng,Irdeto,,DVB-S2,9583.0,2/3,3775 L,tp EHL2,,Irdeto,,Sky Sports Main Event UK,https://www.lyngsat.com/tvchannels/uk/Sky-Sports-Main-Event-UK.html,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8105.0,Sky Sports Main Event UK,,MPEG-4/SD,105.0,405 Eng,Irdeto,,DVB-S2,19167.0,3/5,3798 R,tp WHR3,39-40,Irdeto,,Sky Sports Main Event UK,https://www.lyngsat.com/tvchannels/uk/Sky-Sports-Main-Event-UK.html,False,BFBS
3798 Rtp WHR3West hemi39-40,DVB-S2QPSK191673/5,8105.0,Sky Sports Main Event UK,,MPEG-4/SD,105.0,405 Eng,Irdeto,,DVB-S2,19167.0,3/5,3798 R,tp WHR3,39-40,Irdeto,,Sky Sports Main Event UK,https://www.lyngsat.com/tvchannels/uk/Sky-Sports-Main-Event-UK.html,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8306.0,TNT Sports 1,,MPEG-4/SD,106.0,406 Eng,Irdeto,,DVB-S2,9583.0,2/3,3775 L,tp EHL2,,Irdeto,,TNT Sports 1,https://www.lyngsat.com/tvchannels/us/TNT-Sports-1.html,False,BFBS
3775 Ltp EHL2East hemi,DVB-S28PSK95832/3,8306.0,TNT Sports 1,,MPEG-4/SD,106.0,406 Eng,Irdeto,,DVB-S2,9583.0,2/3,3775 L,tp EHL2,,Irdeto,,TNT Sports 1,https://www.lyngsat.com/tvchannels/us/TNT-Sports-1.html,False,BFBS
