Provider/Channel,Sattelite_Name,freq_alt,encryption_alt
Discovery HD World India,Intelsat 20,3739 H,PowerVu
Discovery Kids India,Intelsat 20,3739 H,PowerVu
TLC HD India,Intelsat 20,3739 H,PowerVu
Animal Planet HD World India,Intelsat 20,3739 H,PowerVu
Pogo,Intelsat 20,3739 H,Conax
Cartoon Network India,Intelsat 20,3739 H,Conax
J Movie,Intelsat 20,3788 V,Irdeto
Jan TV Plus,Intelsat 20,3828 V,Irdeto
Colors Marathi,Intelsat 20,3850 V,Irdeto
Colors Bangla,Intelsat 20,3850 V,Irdeto
Colors Kannada,Intelsat 20,3850 V,Irdeto
Colors Super,Intelsat 20,3850 V,Irdeto
Comedy Central India,Intelsat 20,3850 V,Irdeto
MTV Beats,Intelsat 20,3850 V,Irdeto
Sony Sports Ten 1,Intelsat 20,3868 H,Videoguard
Sony Sports Ten 2,Intelsat 20,3868 H,Videoguard
Sony Sports Ten 2,Intelsat 20,3930 H,Videoguard
Sony Sports Ten 3,Intelsat 20,3868 H,Videoguard
Sony Sports Ten 3,Intelsat 20,3930 H,Videoguard
Sony Marathi,Intelsat 20,3868 H,Videoguard
Sony Sports Ten 4,Intelsat 20,3868 H,Videoguard
ANC Global,Intelsat 20,3868 V,PowerVu
TFC Asia-Pacific,Intelsat 20,3868 V,PowerVu
Cinema One Global,Intelsat 20,3868 V,PowerVu
Myx USA,Intelsat 20,3868 V,PowerVu
Cine Mo! Global,Intelsat 20,3868 V,PowerVu
DWPM Radyo 630,Intelsat 20,3868 V,PowerVu
MOR Philippines,Intelsat 20,3868 V,PowerVu
Sony SAB India,Intelsat 20,3900 H,PowerVu
Sony SAB India,Intelsat 20,3900 H,Videoguard
Sony Pix,Intelsat 20,3900 H,PowerVu
Sony Pix,Intelsat 20,3900 H,Videoguard
Sony Aath,Intelsat 20,3900 H,PowerVu
Sony Aath,Intelsat 20,3900 H,Videoguard
Sony Sports Ten 5,Intelsat 20,3900 H,PowerVu
Sony Sports Ten 5,Intelsat 20,3900 H,Videoguard
Sony Sports Ten 5,Intelsat 20,3930 H,Videoguard
Sony Pal,Intelsat 20,3900 H,PowerVu
Sony Pal,Intelsat 20,3900 H,Videoguard
Sony Wah,Intelsat 20,3900 H,PowerVu
Sony Wah,Intelsat 20,3900 H,Videoguard
Sony Max India,Intelsat 20,3900 H,PowerVu
Sony Max India,Intelsat 20,3900 H,Videoguard
Sony Max 2,Intelsat 20,3900 H,PowerVu
Sony Max 2,Intelsat 20,3900 H,Videoguard
SET India,Intelsat 20,3900 H,PowerVu
SET India,Intelsat 20,3900 H,Videoguard
KBS World,Intelsat 20,3913 V,Xcrypt
Ten Cricket,Intelsat 20,3930 H,Videoguard
Times Now,Intelsat 20,3974 H,Irdeto
Zoom ,Intelsat 20,3974 H,Irdeto
ET Now,Intelsat 20,3974 H,Irdeto
Movies Now,Intelsat 20,3974 H,Irdeto
Movies Now +,Intelsat 20,3974 H,Irdeto
Romedy Now,Intelsat 20,3974 H,Irdeto
Mirror Now,Intelsat 20,3974 H,Irdeto
Times Now World,Intelsat 20,3974 H,Irdeto
MNX,Intelsat 20,3974 H,Irdeto
ET Now Swadesh,Intelsat 20,3974 H,Irdeto
Times Now Navbharat,Intelsat 20,3974 H,Irdeto
Zee Talkies,Intelsat 20,3974 V,Conax
Zee Bangla,Intelsat 20,3974 V,Conax
Zee Tamil,Intelsat 20,3974 V,Conax
Zee Keralam,Intelsat 20,3974 V,Conax
Zee Cinemalu,Intelsat 20,3974 V,Conax
Zee Chitramandir,Intelsat 20,3974 V,Conax
Colors Rishtey Asia,Intelsat 20,3993 H,Irdeto
Colors Rishtey Asia,Intelsat 20,4034 H,Irdeto
Colors Asia Pacific,Intelsat 20,3993 H,Irdeto
MTV India,Intelsat 20,3993 H,Irdeto
MTV India,Intelsat 20,4034 H,Irdeto
CNBC TV 18,Intelsat 20,3995 V,Irdeto
CNBC Awaaz,Intelsat 20,3995 V,Irdeto
News 18 Lokmat,Intelsat 20,3995 V,Irdeto
CNBC Bajar,Intelsat 20,3995 V,Irdeto
CNBC TV 18 Prime HD,Intelsat 20,3995 V,Irdeto
& TV Middle East,Intelsat 20,4000 H,Conax
Colors,Intelsat 20,4034 H,Irdeto
Colors Cineplex Superhits,Intelsat 20,4034 H,Irdeto
Nick Jr India,Intelsat 20,4034 H,Irdeto
Colors Kannada Cinema,Intelsat 20,4034 H,Irdeto
Colors Tamil,Intelsat 20,4034 H,Irdeto
Colors Cineplex,Intelsat 20,4034 H,Irdeto
Colors Cineplex Bollywood,Intelsat 20,4034 H,Irdeto
Sports 18 Hindi,Intelsat 20,4034 H,Irdeto
Nickelodeon India,Intelsat 20,4034 H,Irdeto
History TV 18,Intelsat 20,4034 V,Irdeto
News 18 Malayalam,Intelsat 20,4034 V,Irdeto
Sonic Nickelodeon,Intelsat 20,4034 V,Irdeto
News 18 Tamil,Intelsat 20,4034 V,Irdeto
News 18 Assam & North-East,Intelsat 20,4034 V,Irdeto
News 18 India,Intelsat 20,4034 V,Irdeto
MTV HD+,Intelsat 20,4034 V,Irdeto
Sports 18 1,Intelsat 20,4034 V,Irdeto
Sports 18 Khel,Intelsat 20,4034 V,Irdeto
Sports 18 2,Intelsat 20,4034 V,Irdeto
Sports 18 Tamil,Intelsat 20,4034 V,Irdeto
CNBC Asia-Pacific,Intelsat 20,4064 H,Director
ABC Australia Asia,Intelsat 20,4064 H,Irdeto
BBC News South Asia,Intelsat 20,4064 H,PowerVu
Travelxp HD,Intelsat 20,4090 H,Irdeto
Travelxp Tamil,Intelsat 20,4090 H,Irdeto
Woman,Intelsat 20,4090 H,Irdeto
Foodxp,Intelsat 20,4090 H,Irdeto
CNN News 18,Intelsat 20,4103 H,Irdeto
News 18,Intelsat 20,4103 H,Irdeto
News 18 UK,Intelsat 20,4103 H,Irdeto
Zee News,Intelsat 20,4103 V,Conax
NHK World Premium,Intelsat 20,4128 H,Conax
Jaya Plus,Intelsat 20,4130 V,Irdeto
Jaya TV ,Intelsat 20,4130 V,Irdeto
Jaya Max,Intelsat 20,4130 V,Irdeto
Urdu 1 Middle East,Intelsat 20,4150 H,Irdeto
Zee Cinema Asia,Intelsat 20,4155 V,Conax
Zee TV India,Intelsat 20,4155 V,Conax
Zee Anmol,Intelsat 20,4155 V,Conax
& pictures,Intelsat 20,4155 V,Conax
Zee Marathi,Intelsat 20,4155 V,Conax
Zee Telugu,Intelsat 20,4155 V,Conax
Zee Kannada,Intelsat 20,4155 V,Conax
WION,Intelsat 20,4163 H,Conax
Aaj Tak,Intelsat 20,4182 H,Irdeto
India Today,Intelsat 20,4182 H,Irdeto
Good News Today,Intelsat 20,4182 H,Irdeto
Aaj Tak International,Intelsat 20,4182 H,Irdeto
India Today International,Intelsat 20,4182 H,Irdeto
Aaj Tak UK,Intelsat 20,4182 H,Irdeto
Sky News International,Intelsat 20,4195 H,PowerVu
E TV,Intelsat 20,11474 V,Nagravision
E TV,Intelsat 20,11514 V,Nagravision
E Extra,Intelsat 20,11474 V,Nagravision
E Movies,Intelsat 20,11474 V,Nagravision
E Toonz,Intelsat 20,11474 V,Nagravision
SABC Lehae,Intelsat 20,11514 V,Nagravision
SABC 1,Intelsat 20,11514 V,Nagravision
SABC 1,Intelsat 20,11514 V,Videoguard
SABC 2,Intelsat 20,11514 V,Nagravision
SABC 2,Intelsat 20,11514 V,Videoguard
SABC 3,Intelsat 20,11514 V,Nagravision
SABC 3,Intelsat 20,11514 V,Videoguard
SABC Sport,Intelsat 20,11514 V,Nagravision
SABC Sport,Intelsat 20,11514 V,Videoguard
Parliament TV ,Intelsat 20,11514 V,Nagravision
SABC Festive,Intelsat 20,11514 V,Nagravision
Soweto TV,Intelsat 20,11514 V,Nagravision
Cape Town TV,Intelsat 20,11514 V,Nagravision
TV5Monde Pacifique,Intelsat 17,3836 H,PowerVu
TV5Monde Asie,Intelsat 17,3836 H,PowerVu
TV5Monde Style,Intelsat 17,3836 H,PowerVu
Kalaignar TV,Intelsat 17,3845 V,Irdeto
Kalaignar Seithigal,Intelsat 17,3845 V,Irdeto
Isai Aruvi,Intelsat 17,3845 V,Irdeto
Sirippoli,Intelsat 17,3845 V,Irdeto
Kalaignar Murasu TV,Intelsat 17,3845 V,Irdeto
Sun TV ,Intelsat 17,3885 V,Irdeto
Sun TV ,Intelsat 17,3925 V,Irdeto
KTV ,Intelsat 17,3885 V,Irdeto
KTV ,Intelsat 17,3925 V,Irdeto
Sun News ,Intelsat 17,3885 V,Irdeto
Sun Music,Intelsat 17,3885 V,Irdeto
Sun Music,Intelsat 17,3925 V,Irdeto
Gemini TV,Intelsat 17,3885 V,Irdeto
Gemini TV,Intelsat 17,3925 V,Irdeto
Gemini Movies,Intelsat 17,3885 V,Irdeto
Gemini Comedy,Intelsat 17,3885 V,Irdeto
Udaya TV,Intelsat 17,3885 V,Irdeto
Udaya Movies,Intelsat 17,3885 V,Irdeto
Surya TV,Intelsat 17,3885 V,Irdeto
Chutti TV,Intelsat 17,3885 V,Irdeto
Kochu TV,Intelsat 17,3885 V,Irdeto
Gemini Music,Intelsat 17,3885 V,Irdeto
Surya Movies,Intelsat 17,3885 V,Irdeto
Sun Bangla,Intelsat 17,3885 V,Irdeto
Sun Bangla,Intelsat 17,3925 V,Irdeto
Sun Marathi,Intelsat 17,3885 V,Irdeto
Sun Marathi,Intelsat 17,3925 V,Irdeto
Sun Neo,Intelsat 17,3885 V,Irdeto
NDTV 24x7,Intelsat 17,3914 H,Irdeto
NDTV India,Intelsat 17,3914 H,Irdeto
NDTV Profit,Intelsat 17,3914 H,Irdeto
NDTV Good Times,Intelsat 17,3914 H,Irdeto
Kushi TV,Intelsat 17,3925 V,Irdeto
Udaya Music,Intelsat 17,3925 V,Irdeto
Chintu TV,Intelsat 17,3925 V,Irdeto
Adithya TV,Intelsat 17,3925 V,Irdeto
Udaya Comedy,Intelsat 17,3925 V,Irdeto
Surya Comedy,Intelsat 17,3925 V,Irdeto
Surya Music,Intelsat 17,3925 V,Irdeto
Sun Life,Intelsat 17,3925 V,Irdeto
Gemini Life,Intelsat 17,3925 V,Irdeto
Colors MENA,Intelsat 17,3984 H,Irdeto
Vijay TV,Intelsat 17,4024 H,Nagravision
Vijay TV,Intelsat 17,4024 H,Videoguard
Flowers TV,Intelsat 17,4024 H,Conax
Sky Sports Main Event UK,NSS 12,3775 L,Irdeto
Sky Sports Main Event UK,NSS 12,3798 R,Irdeto
TNT Sports 1,NSS 12,3775 L,Irdeto
TNT Sports 1,NSS 12,3798 R,Irdeto
BFBS Sport,NSS 12,3775 L,Irdeto
BFBS Sport,NSS 12,3798 R,Irdeto
Sky News UK,NSS 12,3775 L,Irdeto
Sky News UK,NSS 12,3798 R,Irdeto
BBC One Delay,NSS 12,3775 L,Irdeto
BBC Two Delay,NSS 12,3775 L,Irdeto
ITV 1 Delay,NSS 12,3775 L,Irdeto
BFBS Extra Delay,NSS 12,3775 L,Irdeto
Sky Cinema Delay,NSS 12,3775 L,Irdeto
Sky Cinema Delay,NSS 12,3798 R,Irdeto
NTV National,NSS 12,3775 L,Irdeto
NTV National,NSS 12,3798 R,Irdeto
BFBS Radio 2,NSS 12,3775 L,Irdeto
BFBS Radio 2,NSS 12,3798 R,Irdeto
BFBS Germany,NSS 12,3775 L,Irdeto
BBC One,NSS 12,3798 R,Irdeto
CBBC ,NSS 12,3798 R,Irdeto
BBC Two ,NSS 12,3798 R,Irdeto
ITV 1 London,NSS 12,3798 R,Irdeto
BFBS Extra,NSS 12,3798 R,Irdeto
Channel 4 London,NSS 12,3798 R,Irdeto
Channel 5 ,NSS 12,3798 R,Irdeto
AFN Prime Atlantic,NSS 12,4095 L,PowerVu
AFN Prime Atlantic,NSS 12,4095 L,Verimatrix
AFN News,NSS 12,4095 L,PowerVu
AFN News,NSS 12,4095 L,Verimatrix
AFN Sports,NSS 12,4095 L,PowerVu
AFN Sports,NSS 12,4095 L,Verimatrix
AFN Sports 2,NSS 12,4095 L,PowerVu
AFN Sports 2,NSS 12,4095 L,Verimatrix
AFN The Eagle Atlantic,NSS 12,4095 L,PowerVu
AFN The Eagle Atlantic,NSS 12,4095 L,Verimatrix
AFN The Voice,NSS 12,4095 L,PowerVu
AFN The Voice,NSS 12,4095 L,Verimatrix
AFN Music Service 1,NSS 12,4095 L,PowerVu
AFN Music Service 1,NSS 12,4095 L,Verimatrix
AFN Music Service 2,NSS 12,4095 L,PowerVu
AFN Music Service 2,NSS 12,4095 L,Verimatrix
MTN Special Events,NSS 12,4095 R,PowerVu
MSNBC International,NSS 12,4095 R,PowerVu
Fox News Channel,NSS 12,4095 R,PowerVu
CNBC US,NSS 12,4095 R,PowerVu
Sky News International,NSS 12,4095 R,PowerVu
BBC News,NSS 12,4095 R,PowerVu
Prime Journey,NSS 12,4095 R,PowerVu
Sky Sports News UK,NSS 12,4095 R,PowerVu
Sport 24,NSS 12,4095 R,PowerVu
Prime One,NSS 12,4095 R,PowerVu
Sport 24 Extra,NSS 12,4095 R,PowerVu
RTL Deutschland,NSS 12,4095 R,PowerVu
Sky News Australia,NSS 12,4095 R,PowerVu
TFC Middle East,NSS 12,4095 R,PowerVu
Prime Favorites,NSS 12,4095 R,PowerVu
BBC HD,NSS 12,4095 R,PowerVu
TVE Internacional Europa,NSS 12,4095 R,PowerVu
Canal 24 Horas,NSS 12,4095 R,PowerVu
Australian Comedy & Drama Channel,NSS 12,4095 R,PowerVu
ABC News ,NSS 12,4095 R,PowerVu
Food Network East,NSS 12,4095 R,PowerVu
HGTV East,NSS 12,4095 R,PowerVu
Travel Channel East,NSS 12,4095 R,PowerVu
France 24 Français,NSS 12,4095 R,PowerVu
Mediaset Italia,NSS 12,4095 R,PowerVu
Hunan TV,NSS 12,4095 R,PowerVu
CCTV 6,NSS 12,4095 R,PowerVu
CCTV Entertainment,NSS 12,4095 R,PowerVu
CCTV 4 America,NSS 12,4095 R,PowerVu
National Geographic UK,NSS 12,4095 R,PowerVu
Varzish TV,NSS 12,11585 H,BISS
Zor TV,NSS 12,11610 H,Verimatrix (B)
MY 5,NSS 12,11610 H,Verimatrix (B)
Sevimli TV,NSS 12,11610 H,Verimatrix (B)
FTV Telekanali,NSS 12,11610 H,Verimatrix (B)
Milliy TV,NSS 12,11610 H,Verimatrix (B)
O'zbekiston Tarixi,NSS 12,11610 H,Verimatrix (B)
BetBoom,Yamal 402,11345 V,BISS
STS ,Yamal 402,11345 V,BISS
STS Love ,Yamal 402,11385 H,BISS
Che! ,Yamal 402,11385 H,BISS
Perviy kanal ,Express AM6 (Eutelsat 53A),10713 V,GoSTcrypt
Perviy kanal ,Express AM6 (Eutelsat 53A),10718 H,GoSTcrypt
Perviy kanal ,Express AM6 (Eutelsat 53A),10840 V,GoSTcrypt
Perviy kanal ,Express AM6 (Eutelsat 53A),10937 V,GoSTcrypt
Rossiya 1 Krim,Express AM6 (Eutelsat 53A),10713 V,GoSTcrypt
Match!,Express AM6 (Eutelsat 53A),10713 V,GoSTcrypt
Match!,Express AM6 (Eutelsat 53A),10718 H,GoSTcrypt
Match!,Express AM6 (Eutelsat 53A),10840 V,GoSTcrypt
Match!,Express AM6 (Eutelsat 53A),10937 V,GoSTcrypt
Rossiya 1,Express AM6 (Eutelsat 53A),10718 H,GoSTcrypt
Rossiya 1,Express AM6 (Eutelsat 53A),10840 V,GoSTcrypt
Rossiya 1,Express AM6 (Eutelsat 53A),10853 V,GoSTcrypt
Rossiya 1,Express AM6 (Eutelsat 53A),10937 V,GoSTcrypt
Varzish TV,Al Yah 1,11785 H,BISS
Futbol,Al Yah 1,11785 H,BISS
DocuBox HD,Al Yah 1,12054 H,Conax
FilmBox Africa,Al Yah 1,12054 H,Conax
FilmBox Arthouse Africa & Turkey & Middle East,Al Yah 1,12054 H,Conax
FightBox HD,Al Yah 1,12054 H,Conax
Fast & FunBox HD,Al Yah 1,12054 H,Conax
Dizi,Al Yah 1,12054 H,Conax
Gametoon,Al Yah 1,12054 H,Conax
FilmBox Family,Al Yah 1,12054 H,Conax
FilmBox Action,Al Yah 1,12054 H,Conax
Star World Middle East,Al Yah 1,12169 H,Irdeto
Star Movies Middle East,Al Yah 1,12169 H,Irdeto
Baby TV Europe,Al Yah 1,12169 H,Irdeto
Star Films,Al Yah 1,12169 H,Irdeto
Star Series,Al Yah 1,12169 H,Irdeto
Star Action,Al Yah 1,12169 H,Irdeto
Star Life Middle East,Al Yah 1,12169 H,Irdeto
National Geographic Middle East,Al Yah 1,12169 H,Irdeto
National Geographic Wild Middle East,Al Yah 1,12169 H,Irdeto
Disney Channel Middle East,Al Yah 1,12169 H,Irdeto
Disney Junior Middle East,Al Yah 1,12169 H,Irdeto
AWE International,TurkmenÄlem/MonacoSat,12437 H,Conax
Nautical Channel,TurkmenÄlem/MonacoSat,12437 H,Conax
Duck TV SD,TurkmenÄlem/MonacoSat,12437 H,Conax
Fight Network,TurkmenÄlem/MonacoSat,12437 H,Conax
Gulli Bil Arabie,TurkmenÄlem/MonacoSat,12437 H,Conax
Reel PX Action,TurkmenÄlem/MonacoSat,12437 H,Conax
Reel PX Cinema,TurkmenÄlem/MonacoSat,12437 H,Conax
Reel PX Comedy,TurkmenÄlem/MonacoSat,12437 H,Conax
Reel PX Family,TurkmenÄlem/MonacoSat,12437 H,Conax
Reel PX Crime,TurkmenÄlem/MonacoSat,12437 H,Conax
Reel PX Unlimited,TurkmenÄlem/MonacoSat,12437 H,Conax
Stereo Always More Music,TurkmenÄlem/MonacoSat,12437 H,Conax
Laab wa Jad,TurkmenÄlem/MonacoSat,12437 H,Conax
Documentary Bil Arabie,TurkmenÄlem/MonacoSat,12437 H,Conax
Toon Goggles WW,TurkmenÄlem/MonacoSat,12437 H,Conax
Planet Earth,TurkmenÄlem/MonacoSat,12476 H,Conax
Woman,TurkmenÄlem/MonacoSat,12476 H,Conax
ZooMoo EMEA,TurkmenÄlem/MonacoSat,12476 H,Conax
Stereo Siempre Mas Musica,TurkmenÄlem/MonacoSat,12476 H,Conax
Trace Sport Stars,TurkmenÄlem/MonacoSat,12476 H,Conax
Trace Urban,TurkmenÄlem/MonacoSat,12476 H,Conax
Motorvision+,TurkmenÄlem/MonacoSat,12476 H,Conax
TG Junior,TurkmenÄlem/MonacoSat,12476 H,Conax
CBS Reality Africa,TurkmenÄlem/MonacoSat,12476 H,Conax
WildEarth,TurkmenÄlem/MonacoSat,12476 H,Conax
Sky News International,TurkmenÄlem/MonacoSat,12476 H,Conax
Discovery Channel Middle East,TurkmenÄlem/MonacoSat,12476 H,Conax
Investigation Discovery Europe,TurkmenÄlem/MonacoSat,12476 H,Conax
Belarus mux,Belintersat 1 (ChinaSat 15),11350 H,DRECrypt
Belarus 1,Belintersat 1 (ChinaSat 15),11350 H,DRECrypt
ONT,Belintersat 1 (ChinaSat 15),11350 H,DRECrypt
Stolicnoe TV,Belintersat 1 (ChinaSat 15),11350 H,DRECrypt
Mir,Belintersat 1 (ChinaSat 15),11350 H,DRECrypt
RTR Belarus,Belintersat 1 (ChinaSat 15),11350 H,DRECrypt
NTV Belarus,Belintersat 1 (ChinaSat 15),11350 H,DRECrypt
Belarus 2,Belintersat 1 (ChinaSat 15),11350 H,DRECrypt
Belarus 3,Belintersat 1 (ChinaSat 15),11350 H,DRECrypt
Belarus 5,Belintersat 1 (ChinaSat 15),11350 H,DRECrypt
Rossiya 1 ,Yamal 601,3594 R,GoSTcrypt
Rossiya 1 ,Yamal 601,3621 R,GoSTcrypt
Rossiya 1 ,Yamal 601,3628 R,GoSTcrypt
Rossiya 1 ,Yamal 601,3857 R,GoSTcrypt
Rossiya 1 ,Yamal 601,3921 R,GoSTcrypt
Rossiya 1,Yamal 601,3595 L,GoSTcrypt
Rossiya 1,Yamal 601,3803 L,GoSTcrypt
Rossiya 1,Yamal 601,3822 L,GoSTcrypt
Perviy kanal,Yamal 601,3627 L,GoSTcrypt
Perviy kanal,Yamal 601,3643 R,GoSTcrypt
Perviy kanal,Yamal 601,3704 L,GoSTcrypt
Perviy kanal,Yamal 601,3977 L,GoSTcrypt
Match!,Yamal 601,3627 L,GoSTcrypt
Match!,Yamal 601,3643 R,GoSTcrypt
Match!,Yamal 601,3704 L,GoSTcrypt
Match!,Yamal 601,3977 L,GoSTcrypt
Rossiya 1 ,Yamal 601,3627 L,GoSTcrypt
Rossiya 1 ,Yamal 601,3643 R,GoSTcrypt
Rossiya 1 ,Yamal 601,3695 R,GoSTcrypt
Rossiya 1 ,Yamal 601,3704 R,GoSTcrypt
Rossiya 1 ,Yamal 601,3704 L,GoSTcrypt
Rossiya 1 ,Yamal 601,3858 L,GoSTcrypt
Rossiya 1 ,Yamal 601,3864 R,GoSTcrypt
Rossiya 1 ,Yamal 601,3977 L,GoSTcrypt
Rossiya 1 ,Yamal 601,4018 L,GoSTcrypt
GTRK Perm,Yamal 601,3881 R,GoSTcrypt
Rossiya 1 ,Yamal 601,3964 L,GoSTcrypt
Misli TV,Azerspace 1,11135 H,BISS
Perviy kanal Europa,Azerspace 2/Intelsat 38,11469 H,Irdeto
Bober International,Azerspace 2/Intelsat 38,11469 H,Irdeto
Dom Kino Premium International,Azerspace 2/Intelsat 38,11469 H,Irdeto
Dom Kino International,Azerspace 2/Intelsat 38,11469 H,Irdeto
Karusel International,Azerspace 2/Intelsat 38,11469 H,Irdeto
Muzika Pervogo International,Azerspace 2/Intelsat 38,11469 H,Irdeto
Telekanal O! International,Azerspace 2/Intelsat 38,11469 H,Irdeto
Perviy kanal CIS,Azerspace 2/Intelsat 38,11469 H,Irdeto
Pobeda International,Azerspace 2/Intelsat 38,11469 H,Irdeto
Poehali! International,Azerspace 2/Intelsat 38,11469 H,Irdeto
Telecafé International,Azerspace 2/Intelsat 38,11469 H,Irdeto
Vremya International,Azerspace 2/Intelsat 38,11469 H,Irdeto
Lapki Live International,Azerspace 2/Intelsat 38,11469 H,Irdeto
Perviy kanal,Cosmos 2520,3720 L,GoSTcrypt
Match!,Cosmos 2520,3720 L,GoSTcrypt
Rossiya 1,Cosmos 2520,3720 L,GoSTcrypt
(TRT feeds),Türksat 3A,10967 V,BISS
(TRT Spor feeds),Türksat 3A,10967 V,BISS
(TRT Haber feeds),Türksat 3A,10967 V,BISS
TRT 2,Türksat 3A,10967 V,BISS
National Geographic Wild Türkiye,Türksat 4A,12196 H,Irdeto
National Geographic Wild Türkiye,Türksat 4A,12196 H,Videoguard
National Geographic Türkiye,Türksat 4A,12196 H,Irdeto
National Geographic Türkiye,Türksat 4A,12196 H,Videoguard
FX Türkiye,Türksat 4A,12196 H,Irdeto
FX Türkiye,Türksat 4A,12196 H,Videoguard
Disney Junior Türkiye & Polska,Türksat 4A,12196 H,Irdeto
Disney Junior Türkiye & Polska,Türksat 4A,12196 H,Videoguard
TRT Avaz Rossiya,Türksat 4A,12422 H,BISS
Rossiya 1,Express AM7,3608 L,GoSTcrypt
Rossiya 1,Express AM7,3615 L,GoSTcrypt
Rossiya 1,Express AM7,3622 L,GoSTcrypt
Rossiya 1,Express AM7,3628 L,GoSTcrypt
Rossiya 1,Express AM7,3635 L,GoSTcrypt
Rossiya 1,Express AM7,3643 L,GoSTcrypt
Rossiya 1,Express AM7,3665 L,GoSTcrypt
Rossiya 1,Express AM7,3709 L,GoSTcrypt
Rossiya 1,Express AM7,3715 L,GoSTcrypt
Rossiya 1,Express AM7,3722 L,GoSTcrypt
Rossiya 1,Express AM7,3728 L,GoSTcrypt
Rossiya 1,Express AM7,3735 L,GoSTcrypt
Rossiya 1,Express AM7,3758 L,GoSTcrypt
Rossiya 1,Express AM7,3765 L,GoSTcrypt
Rossiya 1,Express AM7,3772 L,GoSTcrypt
Rossiya 1,Express AM7,3778 L,GoSTcrypt
Rossiya 1,Express AM7,3785 L,GoSTcrypt
Rossiya 1,Express AM7,3792 L,GoSTcrypt
Rossiya 1,Express AM7,3808 L,GoSTcrypt
Rossiya 1,Express AM7,3815 L,GoSTcrypt
Rossiya 1,Express AM7,3822 L,GoSTcrypt
Rossiya 1,Express AM7,3828 L,GoSTcrypt
Rossiya 1,Express AM7,3835 L,GoSTcrypt
Rossiya 1,Express AM7,3842 L,GoSTcrypt
Rossiya 1,Express AM7,3858 L,GoSTcrypt
Rossiya 1,Express AM7,3865 L,GoSTcrypt
Rossiya 1,Express AM7,3872 L,GoSTcrypt
Rossiya 1,Express AM7,3885 L,GoSTcrypt
Rossiya 1,Express AM7,3892 L,GoSTcrypt
Rossiya 1,Express AM7,3908 L,GoSTcrypt
Rossiya 1,Express AM7,3915 L,GoSTcrypt
Rossiya 1,Express AM7,3922 L,GoSTcrypt
Rossiya 1,Express AM7,3928 L,GoSTcrypt
Rossiya 1,Express AM7,3942 L,GoSTcrypt
Rossiya 1,Express AM7,3978 L,GoSTcrypt
Rossiya 1,Express AM7,3985 L,GoSTcrypt
Rossiya 1,Express AM7,3992 L,GoSTcrypt
Rossiya 1,Express AM7,4085 L,GoSTcrypt
Rossiya 24,Express AM7,3772 L,GoSTcrypt
Perviy kanal,Express AM7,3665 L,GoSTcrypt
Perviy kanal,Express AM7,4085 L,GoSTcrypt
Match!,Express AM7,3665 L,GoSTcrypt
Match!,Express AM7,4085 L,GoSTcrypt
Rossiya 1 ,Express AM7,3972 L,GoSTcrypt
Alpha TV,Hellas Sat 3,12338 H,BISS
Alpha TV,Hellas Sat 3,12414 H,BISS
SKAÏ,Hellas Sat 3,12338 H,BISS
SKAÏ,Hellas Sat 3,12414 H,BISS
Ant1,Hellas Sat 3,12338 H,BISS
Ant1,Hellas Sat 3,12414 H,BISS
Open Beyond TV,Hellas Sat 3,12338 H,BISS
Open Beyond TV,Hellas Sat 3,12414 H,BISS
Star Channel ,Hellas Sat 3,12352 H,BISS
Star Channel ,Hellas Sat 3,12414 H,BISS
Mega TV ,Hellas Sat 3,12352 H,BISS
Mega TV ,Hellas Sat 3,12414 H,BISS
Makedonia TV,Hellas Sat 3,12352 H,BISS
Makedonia TV,Hellas Sat 3,12414 H,BISS
Antena 1 ,Hellas Sat 3,12656 H,Conax
Antena Stars,Hellas Sat 3,12656 H,Conax
Antena 3 CNN,Hellas Sat 3,12656 H,Conax
Happy Channel,Hellas Sat 3,12656 H,Conax
Zu TV,Hellas Sat 3,12656 H,Conax
Antena International,Hellas Sat 3,12656 H,Conax
Kanal D Romania,Hellas Sat 3,12724 H,BISS 1
Eurobet Canale Arancione,Hellas Sat 4,10730 H,BISS 1
Eurobet Canale Nero,Hellas Sat 4,10730 H,BISS 1
Eurobet mosaic,Hellas Sat 4,10730 H,BISS 1
Eurobet Canale Verde,Hellas Sat 4,10730 H,BISS 1
Eurobet Canale Azzurro,Hellas Sat 4,10730 H,BISS 1
Pame Stoichima Virtual Sports 1,Hellas Sat 4,10730 H,BISS 1
Pame Stoichima Virtual Sports 2,Hellas Sat 4,10730 H,BISS 1
Opap Powerspin,Hellas Sat 4,10730 H,BISS 1
Pame Stoichima Racing,Hellas Sat 4,10730 H,BISS 1
Pame Stoichima Lepto Pros Lepto,Hellas Sat 4,10730 H,BISS 1
Pame Stoichima Virtual Sports Mpasket tests,Hellas Sat 4,10730 H,BISS 1
Planet 6 tests,Paksat 1R,3792 V,BISS 1
M-Life,Paksat 1R,3792 V,BISS 1
M-Sports,Paksat 1R,3792 V,BISS 1
Me TV,Paksat 1R,3792 V,BISS 1
Geo TV,Paksat 1R,3813 V,Conax
Geo Kahani,Paksat 1R,3813 V,Conax
Geo Super,Paksat 1R,3813 V,Conax
Geo Middle East,Paksat 1R,3813 V,Conax
Hum TV MENA,Paksat 1R,4160 V,Conax
Hum TV,Paksat 1R,4160 V,Conax
Nickelodeon Bulgaria,Eutelsat 36B,11345 H,Irdeto
FX Greece,Eutelsat 36B,11345 H,Irdeto
