Provider/Channel,Sattelite_Name,freq_alt,encryption_alt
TCM US,Amazonas 3,4040 V,Xcrypt
Cartoon Network Canada East,Amazonas 3,4040 V,Xcrypt
CBS News,Amazonas 3,4040 V,Xcrypt
HGTV East,Amazonas 3,4040 V,Xcrypt
Food Network East,Amazonas 3,4040 V,Xcrypt
Travel Channel East,Amazonas 3,4040 V,Xcrypt
Discovery Channel East,Amazonas 3,4040 V,Xcrypt
Nickelodeon East,Amazonas 3,4040 V,Xcrypt
ESPNU,Amazonas 3,4040 V,Xcrypt
ESPN US,Amazonas 3,4040 V,Xcrypt
ESPN 2 US,Amazonas 3,4040 V,Xcrypt
SEC Network,Amazonas 3,4040 V,Xcrypt
CNN USA,Amazonas 3,4040 V,Xcrypt
Rai Italia Nord America,Amazonas 3,4040 V,Xcrypt
TVE Internacional América,Amazonas 3,4040 V,Xcrypt
RTL Deutschland,Amazonas 3,4040 V,Xcrypt
NSC TV Florianópolis,Amazonas 3,11135 V,Nagravision
TV Globo Brasília,Amazonas 3,11135 V,Nagravision
TV Globo Nordeste,Amazonas 3,11135 V,Nagravision
TV Verdes Mares,Amazonas 3,11135 V,Nagravision
TV Integração,Amazonas 3,11135 V,Nagravision
Sexy Hot,Amazonas 3,11135 V,Nagravision
BBC News,Telstar 14R,11564 H,PowerVu
TFC Middle East,Telstar 14R,11564 H,PowerVu
Prime World,Telstar 14R,11564 H,PowerVu
Sport 24,Telstar 14R,11564 H,PowerVu
Transamérica Pop,Star One C2,4142 H,FlexKey
Transamérica Light,Star One C2,4142 H,FlexKey
Paramount Network Latin America,Eutelsat 65 West A,11304 H,Irdeto
TNT Series Colombia,Eutelsat 65 West A,11304 H,Irdeto
Travel Channel East,Eutelsat 65 West A,11304 H,Irdeto
BET Africa,Eutelsat 65 West A,11304 H,Irdeto
Investigation Discovery Latinoamérica,Eutelsat 65 West A,11304 H,Irdeto
Universal TV América Latina,Eutelsat 65 West A,11304 H,Irdeto
Telemundo Internacional,Eutelsat 65 West A,11304 H,Irdeto
TLC Latinoamérica,Eutelsat 65 West A,11304 H,Irdeto
Studio Universal América Latina,Eutelsat 65 West A,11304 H,Irdeto
Warner Channel Panregional,Eutelsat 65 West A,11304 H,Irdeto
ESPN México,Eutelsat 65 West A,11346 H,Verimatrix (B)
ESPN México,Eutelsat 65 West A,11346 H,Irdeto
ESPN Dos México,Eutelsat 65 West A,11346 H,Verimatrix (B)
ESPN Dos México,Eutelsat 65 West A,11346 H,Irdeto
NBA TV Latin America,Eutelsat 65 West A,11346 H,Verimatrix (B)
NBA TV Latin America,Eutelsat 65 West A,11346 H,Irdeto
I-Sat,Eutelsat 65 West A,11346 H,Irdeto
I-Sat,Eutelsat 65 West A,11346 H,Verimatrix
HBO HD Latinoamérica,Eutelsat 65 West A,11346 H,Irdeto
HBO HD Latinoamérica,Eutelsat 65 West A,11346 H,Verimatrix
HBO Family Latinoamérica,Eutelsat 65 West A,11346 H,Irdeto
HBO Family Latinoamérica,Eutelsat 65 West A,11346 H,Verimatrix
TV Jangadeiro,SES 10,11480 V,BISS
TV Verdes Mares Cariri,Star One D2,3734 H,Verimatrix (B)
TV Verdes Mares Cariri,Star One D2,3734 H,Irdeto
TV Verdes Mares Cariri,Star One D2,3734 H,Nagravision
TV Verdes Mares Cariri,Star One D2,12000 V,Verimatrix (B)
TV Verdes Mares Cariri,Star One D2,12000 V,Nagravision
SBT Nacional,Star One D2,3744 V,Verimatrix (B)
SBT Nacional,Star One D2,3744 V,Nagravision
SBT Nacional,Star One D2,12160 V,Verimatrix (B)
SBT Nacional,Star One D2,12160 V,Nagravision
Canal Gov,Star One D2,12000 V,Nagravision
TV Brasil,Star One D2,11720 V,Verimatrix (B)
TV Brasil,Star One D2,11720 V,Nagravision
Canal Educação Brasilia,Star One D2,11720 V,Verimatrix (B)
Band Sat,Star One D2,3768 H,Verimatrix (B)
Band Sat,Star One D2,3768 H,Nagravision
Band Nacional,Star One D2,12160 V,Verimatrix (B)
Band Nacional,Star One D2,12160 V,Nagravision
Easy Cuiabá,Star One D2,3825 V,Irdeto
TV Bahia,Star One D2,3834 V,Verimatrix (B)
TV Bahia,Star One D2,3834 V,Irdeto
TV Bahia,Star One D2,3834 V,Nagravision
RPC Curitiba,Star One D2,3897 V,Irdeto
RPC Curitiba,Star One D2,3897 V,Nagravision
RBS TV Porto Alegre,Star One D2,3905 V,Verimatrix (B)
RBS TV Porto Alegre,Star One D2,3905 V,Irdeto
RBS TV Porto Alegre,Star One D2,3905 V,Nagravision
TV Globo São Paulo,Star One D2,3914 V,Verimatrix (B)
TV Globo São Paulo,Star One D2,3914 V,Nagravision
TV Justiça,Star One D2,11720 V,Nagravision
TV Globo Minas,Star One D2,3948 V,Irdeto
TV Globo Minas,Star One D2,3948 V,Nagravision
TV Globo Nordeste,Star One D2,3948 V,Verimatrix (B)
TV Globo Nordeste,Star One D2,3948 V,Nagravision
TV Diário,Star One D2,3950 H,Verimatrix (B)
TV Diário,Star One D2,3950 H,Irdeto
TV Diário,Star One D2,3950 H,Nagravision
TV Diário,Star One D2,12120 V,Verimatrix (B)
TV Diário,Star One D2,12120 V,Nagravision
TV Verdes Mares,Star One D2,3973 H,Verimatrix (B)
TV Verdes Mares,Star One D2,3973 H,Irdeto
TV Verdes Mares,Star One D2,3973 H,Nagravision
Band Rede,Star One D2,3990 V,Conax
Band São Paulo,Star One D2,3990 V,BISS
Band São Paulo,Star One D2,12160 V,Verimatrix (B)
Band São Paulo,Star One D2,12160 V,Nagravision
TV Liberal,Star One D2,4045 H,Verimatrix (B)
TV Liberal,Star One D2,4045 H,Irdeto
TV Liberal,Star One D2,4045 H,Nagravision
Rádio Liberal FM,Star One D2,4045 H,Irdeto
Lib Music,Star One D2,4045 H,Irdeto
O Liberal CBN,Star One D2,4045 H,Irdeto
NSC TV Florianópolis,Star One D2,4047 V,Verimatrix (B)
NSC TV Florianópolis,Star One D2,4047 V,Irdeto
NSC TV Florianópolis,Star One D2,4047 V,Nagravision
NSC TV Florianópolis,Star One D2,12000 V,Verimatrix (B)
NSC TV Florianópolis,Star One D2,12000 V,Nagravision
Rádio Atlântida Joinville,Star One D2,4047 V,Irdeto
CBN Floripa,Star One D2,4047 V,Irdeto
SBT Rede 2,Star One D2,4145 V,BISS
Inter TV Grande Minas,Star One D2,11720 V,Verimatrix (B)
Inter TV Grande Minas,Star One D2,11720 V,Nagravision
Inter TV Costa Branca,Star One D2,11720 V,Verimatrix (B)
Inter TV Costa Branca,Star One D2,11720 V,Nagravision
TV Santa Cruz,Star One D2,11720 V,Verimatrix (B)
TV Santa Cruz,Star One D2,11720 V,Nagravision
TV Sudoeste,Star One D2,11720 V,Verimatrix (B)
TV Sudoeste,Star One D2,11720 V,Nagravision
Rede Clube,Star One D2,11720 V,Verimatrix (B)
Rede Clube,Star One D2,11720 V,Nagravision
TV Alvorada,Star One D2,11720 V,Verimatrix (B)
TV Alvorada,Star One D2,11720 V,Nagravision
Rede Amazônica Rio Branco,Star One D2,11720 V,Verimatrix (B)
Rede Amazônica Rio Branco,Star One D2,11720 V,Nagravision
Rede Amazônica Macapá,Star One D2,11720 V,Verimatrix (B)
Rede Amazônica Macapá,Star One D2,11720 V,Nagravision
Rede Amazônica Boa Vista,Star One D2,11720 V,Verimatrix (B)
Rede Amazônica Boa Vista,Star One D2,11720 V,Nagravision
SBT Pará,Star One D2,11740 H,Verimatrix (B)
SBT Pará,Star One D2,11740 H,Nagravision
TV Tribuna PE,Star One D2,11780 H,Verimatrix (B)
TV Tribuna PE,Star One D2,11780 H,Nagravision
VTV ,Star One D2,11780 H,Verimatrix (B)
VTV ,Star One D2,11780 H,Nagravision
Record RS,Star One D2,11820 H,Verimatrix (B)
Record RS,Star One D2,11820 H,Nagravision
Record Belém,Star One D2,11820 H,Verimatrix (B)
Record Belém,Star One D2,11820 H,Nagravision
Record Goiás,Star One D2,11820 H,Verimatrix (B)
Record Goiás,Star One D2,11820 H,Nagravision
Record Bahia,Star One D2,11820 H,Verimatrix (B)
Record Bahia,Star One D2,11820 H,Nagravision
Record Paulista,Star One D2,11820 H,Verimatrix (B)
Record Paulista,Star One D2,11820 H,Nagravision
Record Manaus,Star One D2,11820 H,Verimatrix (B)
Record Manaus,Star One D2,11820 H,Nagravision
Record Rio,Star One D2,11820 H,Verimatrix (B)
Record Rio,Star One D2,11820 H,Nagravision
Record Litoral e Vale,Star One D2,11820 H,Verimatrix (B)
Record Litoral e Vale,Star One D2,11820 H,Nagravision
Record Rio Preto,Star One D2,11820 H,Verimatrix (B)
Record Rio Preto,Star One D2,11820 H,Nagravision
Record Interior RJ,Star One D2,11820 H,Verimatrix (B)
Record Interior RJ,Star One D2,11820 H,Nagravision
Record Interior SP,Star One D2,11820 H,Verimatrix (B)
Record Interior SP,Star One D2,11820 H,Nagravision
Record Cabrália,Star One D2,11820 H,Verimatrix (B)
Record Cabrália,Star One D2,11820 H,Nagravision
Record Minas,Star One D2,11820 H,Verimatrix (B)
Record Minas,Star One D2,11820 H,Nagravision
TV Cidade Fortaleza,Star One D2,11820 H,Verimatrix (B)
TV Cidade Fortaleza,Star One D2,11820 H,Nagravision
TV Antena 10,Star One D2,11820 H,Verimatrix (B)
TV Antena 10,Star One D2,11820 H,Nagravision
TV Correio,Star One D2,11820 H,Verimatrix (B)
TV Correio,Star One D2,11820 H,Nagravision
TV Norte Amazonas,Star One D2,11820 H,Verimatrix (B)
TV Norte Amazonas,Star One D2,11820 H,Nagravision
Band RS,Star One D2,12000 V,Verimatrix (B)
Band RS,Star One D2,12000 V,Nagravision
Band Paraná,Star One D2,12000 V,Verimatrix (B)
Band Paraná,Star One D2,12000 V,Nagravision
Band Campinas,Star One D2,12000 V,Verimatrix (B)
Band Campinas,Star One D2,12000 V,Nagravision
Band Vale,Star One D2,12000 V,Verimatrix (B)
Band Vale,Star One D2,12000 V,Nagravision
Band SP Interior,Star One D2,12000 V,Verimatrix (B)
Band SP Interior,Star One D2,12000 V,Nagravision
Band Amazonas,Star One D2,12000 V,Verimatrix (B)
Band Amazonas,Star One D2,12000 V,Nagravision
Band Ceará,Star One D2,12000 V,Verimatrix (B)
Band Ceará,Star One D2,12000 V,Nagravision
TV Paranaíba,Star One D2,12120 V,Verimatrix (B)
TV Paranaíba,Star One D2,12120 V,Nagravision
SBT Rio,Star One D2,12120 V,Verimatrix (B)
SBT Rio,Star One D2,12120 V,Nagravision
SBT Brasília,Star One D2,12120 V,Verimatrix (B)
SBT Brasília,Star One D2,12120 V,Nagravision
Record Nacional,Star One D2,12120 V,Verimatrix (B)
Record Nacional,Star One D2,12120 V,Nagravision
Band Minas,Star One D2,12160 V,Verimatrix (B)
Band Minas,Star One D2,12160 V,Nagravision
Band Bahia,Star One D2,12160 V,Verimatrix (B)
Band Bahia,Star One D2,12160 V,Nagravision
SBT Rio Grande,Star One D2,12160 V,Verimatrix (B)
SBT Rio Grande,Star One D2,12160 V,Nagravision
Band Rio,Star One D2,12160 V,Verimatrix (B)
Band Rio,Star One D2,12160 V,Nagravision
SBT SP,Star One D2,12160 V,Verimatrix (B)
SBT SP,Star One D2,12160 V,Nagravision
C5N,Arsat 1,11670 V,Irdeto
LN+,Arsat 1,11670 V,Irdeto
Canal 26,Arsat 1,11670 V,Irdeto
France 24 Español,Arsat 1,11670 V,Irdeto
RT Español,Arsat 1,11670 V,Irdeto
TV Pública,Arsat 1,11670 V,Irdeto
DeporTV,Arsat 1,11670 V,Irdeto
Construir TV,Arsat 1,11670 V,Irdeto
San Luis +,Arsat 1,12075 V,BISS
Canal 7 Jujuy,Arsat 1,12100 V,BISS
TV Oeste,Star One C3,3747 H,Irdeto
TV São Francisco,Star One C3,3747 H,Irdeto
TV Sergipe,Star One C3,3824 H,Irdeto
Curta!,Star One C3,3835 H,Xcrypt
Curta!,Star One C3,3840 H,PowerVu
Band Alternativo,Star One C3,3854 H,Conax
SBT Pará,Star One C3,3865 H,BISS
Inter TV Costa Branca,Star One C3,3905 H,Irdeto
TV Centro América Sinop,Star One C3,3927 H,Irdeto
TV Centro América Rondonópolis,Star One C3,3927 H,Irdeto
TV Morena Ponta Porã,Star One C3,3927 H,Irdeto
SporTV,Star One C3,4012 V,PowerVu
SporTV 2,Star One C3,4012 V,PowerVu
SporTV 3,Star One C3,4012 V,PowerVu
Premiere FC 3,Star One C3,4012 V,PowerVu
Combate,Star One C3,4012 V,PowerVu
Viva,Star One C3,4012 V,PowerVu
Canal Brasil,Star One C3,4012 V,PowerVu
Rede Globo,Star One C3,4032 V,Verimatrix (B)
Rede Globo,Star One C3,4032 V,Irdeto
Nativa FM 89.3,Star One C3,4083 H,BISS
Rádio Bandeirantes Campinas,Star One C3,4083 H,BISS
Big Brother Brasil 1,Star One C3,4091 V,PowerVu
Big Brother Brasil 2,Star One C3,4091 V,PowerVu
Mosaico Big Brother Brasil,Star One C3,4091 V,PowerVu
Band Sports,Star One C3,4120 H,Conax
Arte 1,Star One C3,4120 H,Conax
Band News,Star One C3,4120 H,Conax
Sexprivé,Star One C3,4120 H,Conax
Sabor & Arte,Star One C3,4120 H,Conax
Agro+,Star One C3,4120 H,Conax
TV Iguaçu,Star One D1,3966 H,BISS
TV Cidade Londrina,Star One D1,3966 H,BISS
TV Tibagi,Star One D1,3966 H,BISS
TV Naipi,Star One D1,3966 H,BISS
TV Guará,Star One D1,3966 H,BISS
NET promo,Star One D1,4140 V,BISS
L!ke,Star One D1,4140 V,BISS
Dog TV,Star One D1,4140 V,BISS
Copa do Nordeste 1,Star One D1,4140 V,BISS
TV Executiva,Star One D1,4140 V,BISS
Copa do Nordeste 2,Star One D1,4140 V,BISS
MASN Baltimore,Galaxy 32,4010 H,PowerVu
MASN Washington,Galaxy 32,4010 H,PowerVu
MASN 2 Baltimore,Galaxy 32,4010 H,PowerVu
MASN 2 Washington,Galaxy 32,4010 H,PowerVu
Fox News Channel,Galaxy 32,4020 V,Irdeto
FS1,Galaxy 32,4020 V,Irdeto
FS2,Galaxy 32,4020 V,Irdeto
Fox Business,Galaxy 32,4020 V,Irdeto
Fox Deportes,Galaxy 32,4020 V,Irdeto
FS1 Alternate,Galaxy 32,4020 V,Irdeto
(Fox Business feeds),Galaxy 32,4020 V,Irdeto
Fox Sports Racing,Galaxy 32,4020 V,Irdeto
Root Sports Northwest,Galaxy 32,4030 H,Nagravision
Root Sports Northwest Alternate,Galaxy 32,4030 H,Nagravision
Root Sports Northwest Plus,Galaxy 32,4030 H,Nagravision
NHL Network Alternate,Galaxy 32,4051 V,PowerVu
The CW Plus East,Galaxy 32,4084 H,Verimatrix
The CW Plus Central,Galaxy 32,4084 H,Verimatrix
The CW Plus Mountain,Galaxy 32,4084 H,Verimatrix
The CW Plus Pacific,Galaxy 32,4084 H,Verimatrix
Gem Shopping Network,Galaxy 32,4142 V,Digicipher
FanDuel Racing,Galaxy 32,4142 V,Digicipher
FanDuel TV,Galaxy 32,4142 V,Digicipher
Altitude Sports,Galaxy 32,4160 H,PowerVu
Altitude 2,Galaxy 32,4160 H,PowerVu
World Fishing Network,Galaxy 32,4160 H,PowerVu
Outdoor Channel,Galaxy 32,4160 H,PowerVu
Sportsman Channel,Galaxy 32,4160 H,PowerVu
CBC Toronto,Galaxy 19,4032 H,PowerVu
Ici Radio Canada Télé Montréal,Galaxy 19,4032 H,PowerVu
Télé-Québec,Galaxy 19,4032 H,PowerVu
Las Estrellas México,Galaxy 19,4140 H,Director
Canal 5,Galaxy 19,4140 H,Director
Nu9ve,Galaxy 19,4140 H,Director
Las Estrellas México +1,Galaxy 19,4140 H,Director
Las Estrellas México +2,Galaxy 19,4140 H,Director
Canal 5 +1,Galaxy 19,4140 H,Director
Canal 5 +2,Galaxy 19,4140 H,Director
Nu9ve +1,Galaxy 19,4140 H,Director
Nu9ve +2,Galaxy 19,4140 H,Director
Foro TV ,Galaxy 19,4140 H,Director
Las Estrellas México,Galaxy 16,3866 V,PowerVu
Las Estrellas México,Galaxy 16,3940 V,Director
Canal 5 ,Galaxy 16,3866 V,PowerVu
Canal 5 ,Galaxy 16,3940 V,Director
Nu9ve,Galaxy 16,3866 V,PowerVu
Nu9ve,Galaxy 16,3940 V,Director
Foro TV ,Galaxy 16,3866 V,PowerVu
Foro TV ,Galaxy 16,3940 V,Director
Las Estrellas México +1,Galaxy 16,3940 V,Director
Las Estrellas México +2,Galaxy 16,3940 V,Director
Canal 5 +1,Galaxy 16,3940 V,Director
Canal 5 +2,Galaxy 16,3940 V,Director
Nu9ve +1,Galaxy 16,3940 V,Director
Nu9ve +2,Galaxy 16,3940 V,Director
Azteca 7 Mexico City,Galaxy 16,4140 V,HRT
NBC East,Galaxy 16,11760 H,BISS
NBC Central,Galaxy 16,11760 H,BISS
NBC Mountain,Galaxy 16,11760 H,BISS
NBC West,Galaxy 16,11760 H,BISS
(NBC feeds),Galaxy 16,11760 H,BISS
RCN Nuestra Tele,SES 1,4011 V,RAS
NTN 24,SES 1,4011 V,RAS
RCN Novelas,SES 1,4011 V,RAS
HGTV East,SES 1,4020 H,PowerVu
Food Network East,SES 1,4020 H,PowerVu
Magnolia Network East,SES 1,4020 H,PowerVu
Cooking Channel,SES 1,4020 H,PowerVu
Travel Channel East,SES 1,4020 H,PowerVu
HGTV West,SES 1,4020 H,PowerVu
Food Network West,SES 1,4020 H,PowerVu
Travel Channel West,SES 1,4020 H,PowerVu
GAC Family,SES 1,4020 H,PowerVu
Magnolia Network West,SES 1,4020 H,PowerVu
Hallmark Channel East,SES 1,4030 V,PowerVu
Hallmark Channel East,SES 1,4048 V,PowerVu
Hallmark Channel West,SES 1,4030 V,PowerVu
Hallmark Channel West,SES 1,4048 V,PowerVu
Hallmark Mystery East,SES 1,4030 V,PowerVu
Hallmark Mystery East,SES 1,4048 V,PowerVu
Hallmark Mystery West,SES 1,4030 V,PowerVu
Hallmark Mystery West,SES 1,4048 V,PowerVu
Game Show Network East,SES 1,4030 V,PowerVu
Hallmark Family,SES 1,4048 V,PowerVu
MavTV,SES 1,4048 V,PowerVu
Gol TV,SES 1,4048 V,PowerVu
MGM+ East,SES 1,4060 H,PowerVu
MGM+ West,SES 1,4060 H,PowerVu
MGM+ Hits,SES 1,4060 H,PowerVu
MGM+ Marquee,SES 1,4060 H,PowerVu
MGM+ Drive-In,SES 1,4060 H,PowerVu
BET East,SES 1,4080 V,PowerVu
BET West,SES 1,4080 V,PowerVu
BET Canada,SES 1,4080 V,PowerVu
BET Caribbean,SES 1,4080 V,PowerVu
BET Her Caribbean,SES 1,4080 V,PowerVu
BET Gospel,SES 1,4080 V,PowerVu
BET Jams,SES 1,4080 V,PowerVu
BET Soul,SES 1,4080 V,PowerVu
BET Hip-Hop,SES 1,4080 V,PowerVu
MTV Classic East,SES 1,4080 V,PowerVu
MTV Tr3s West,SES 1,4080 V,PowerVu
CMT Music,SES 1,4080 V,PowerVu
MTV Tr3s East,SES 1,4080 V,PowerVu
MTV Classic West,SES 1,4080 V,PowerVu
CMT East,SES 1,4100 H,PowerVu
MTV East,SES 1,4100 H,PowerVu
Nickelodeon West,SES 1,4100 H,PowerVu
VH1 West,SES 1,4100 H,PowerVu
MTV Live USA,SES 1,4100 H,PowerVu
Paramount Network East,SES 1,4100 H,PowerVu
Comedy Central West,SES 1,4100 H,PowerVu
MTV 00s,SES 1,4100 H,PowerVu
Paramount Network Caribbean,SES 1,4100 H,PowerVu
Comedy Central Caribbean,SES 1,4100 H,PowerVu
Logo East,SES 1,4100 H,PowerVu
Pop TV East,SES 1,4100 H,PowerVu
TV Land East,SES 1,4120 V,PowerVu
TV Land West,SES 1,4120 V,PowerVu
MTV 2 East,SES 1,4120 V,PowerVu
MTV 2 West,SES 1,4120 V,PowerVu
Nick Jr East,SES 1,4120 V,PowerVu
Nicktoons East,SES 1,4120 V,PowerVu
Nicktoons West,SES 1,4120 V,PowerVu
Nick Jr West,SES 1,4120 V,PowerVu
BET Her East,SES 1,4120 V,PowerVu
BET Her West,SES 1,4120 V,PowerVu
TeenNick East,SES 1,4120 V,PowerVu
TeenNick West,SES 1,4120 V,PowerVu
Altitude Sports,SES 1,4160 V,PowerVu
USA Network East,SES 1,4160 V,PowerVu
Syfy East,SES 1,4160 V,PowerVu
Bravo East,SES 1,4160 V,PowerVu
Oxygen True Crime East,SES 1,4160 V,PowerVu
Oxygen True Crime West,SES 1,4160 V,PowerVu
Universo Este,SES 1,4160 V,PowerVu
Universo Oeste,SES 1,4160 V,PowerVu
Telemundo Este,SES 1,4160 V,PowerVu
(NBC feeds),SES 3,12120 H,BISS
NBC East,SES 3,12120 H,BISS
NBC Central,SES 3,12120 H,BISS
NBC Mountain,SES 3,12120 H,BISS
NBC West,SES 3,12120 H,BISS
CBC Toronto,SES 18,3940 V,PowerVu
WWOR-TV ,SES 18,3940 V,PowerVu
WSVN-TV ,SES 18,3940 V,PowerVu
CTV Toronto,SES 18,3940 V,PowerVu
WPIX-TV ,SES 18,3940 V,PowerVu
WGN-TV ,SES 18,3940 V,PowerVu
Citytv Toronto,SES 18,3940 V,PowerVu
KTLA-TV ,SES 18,3940 V,PowerVu
TVO,SES 18,3940 V,PowerVu
WPBT-TV ,SES 18,3940 V,PowerVu
Gone Viral TV,SES 18,3940 V,PowerVu
Gone Viral Music,SES 18,3940 V,PowerVu
Gone Viral Vogue,SES 18,3940 V,PowerVu
Gone Viral X-treme,SES 18,3940 V,PowerVu
Bounce,SES 18,3940 V,PowerVu
WNED-TV ,SES 18,3940 V,PowerVu
AccuWeather Network,SES 18,4060 V,Digicipher
Aspire TV,SES 18,4060 V,Digicipher
Impact TV Network ,SES 18,4060 V,Digicipher
Game Show Network East,SES 18,4060 V,Digicipher
Game Show Network West,SES 18,4060 V,Digicipher
Up TV,SES 18,4060 V,Digicipher
TV One ,SES 18,4060 V,Digicipher
Univisión Este,SES 18,4100 V,RAS
Univisión Oeste,SES 18,4100 V,RAS
Univisión Mountain,SES 18,4100 V,RAS
Rai Italia Nord America,SES 18,4140 V,Irdeto
Rai News 24,SES 18,4140 V,Irdeto
Rai World Premium,SES 18,4140 V,Irdeto
Law & Crime,SES 18,4140 V,PowerVu
CineLatino Estados Unidos,SES 18,4140 V,PowerVu
Rai Radio 1,SES 18,4140 V,Irdeto
Rai Radio 2,SES 18,4140 V,Irdeto
Rai Radio 3,SES 18,4140 V,Irdeto
Showtime West,SES 18,4180 V,Digicipher
The Movie Channel West,SES 18,4180 V,Digicipher
Showtime 2 West,SES 18,4180 V,Digicipher
Showtime Showcase West,SES 18,4180 V,Digicipher
The Movie Channel Xtra West,SES 18,4180 V,Digicipher
Showtime Extreme West,SES 18,4180 V,Digicipher
Sho x Bet West,SES 18,4180 V,Digicipher
Showtime Next West,SES 18,4180 V,Digicipher
Showtime Women West,SES 18,4180 V,Digicipher
Flix West,SES 18,4180 V,Digicipher
Showtime Family Zone West,SES 18,4180 V,Digicipher
Golf Channel US,EchoStar 105/SES 11,4020 H,PowerVu
Golf Channel US Alternate,EchoStar 105/SES 11,4020 H,PowerVu
Universal Kids West,EchoStar 105/SES 11,4020 H,PowerVu
(NBC feeds),EchoStar 105/SES 11,4020 H,PowerVu
Telemundo Oeste,EchoStar 105/SES 11,4020 H,PowerVu
Telemundo Oeste,EchoStar 105/SES 11,4140 H,BISS
TV One ,EchoStar 105/SES 11,4020 H,PowerVu
E! West,EchoStar 105/SES 11,4020 H,PowerVu
The Weather Channel,EchoStar 105/SES 11,4060 H,Digicipher
Justice Central TV,EchoStar 105/SES 11,4060 H,Digicipher
Comedy TV ,EchoStar 105/SES 11,4060 H,Digicipher
Recipe TV,EchoStar 105/SES 11,4060 H,Digicipher
Cars TV,EchoStar 105/SES 11,4060 H,Digicipher
Pets TV,EchoStar 105/SES 11,4060 H,Digicipher
My Destination TV,EchoStar 105/SES 11,4060 H,Digicipher
Es TV,EchoStar 105/SES 11,4060 H,Digicipher
Discovery Channel East,EchoStar 105/SES 11,4080 V,Digicipher
TLC East,EchoStar 105/SES 11,4080 V,Digicipher
Destination America,EchoStar 105/SES 11,4080 V,Digicipher
TLC Canada,EchoStar 105/SES 11,4080 V,Digicipher
American Heroes Channel USA,EchoStar 105/SES 11,4080 V,Digicipher
Discovery en Español,EchoStar 105/SES 11,4080 V,Digicipher
Discovery Familia,EchoStar 105/SES 11,4080 V,Digicipher
Investigation Discovery East,EchoStar 105/SES 11,4080 V,Digicipher
Animal Planet East,EchoStar 105/SES 11,4080 V,Digicipher
Science,EchoStar 105/SES 11,4080 V,Digicipher
CMT West,EchoStar 105/SES 11,4100 H,PowerVu
MTV West,EchoStar 105/SES 11,4100 H,PowerVu
Nickelodeon East,EchoStar 105/SES 11,4100 H,PowerVu
VH1 East,EchoStar 105/SES 11,4100 H,PowerVu
Comedy Central East,EchoStar 105/SES 11,4100 H,PowerVu
Paramount Network West,EchoStar 105/SES 11,4100 H,PowerVu
Paramount Network Canada,EchoStar 105/SES 11,4100 H,PowerVu
Logo East,EchoStar 105/SES 11,4100 H,PowerVu
Logo West,EchoStar 105/SES 11,4100 H,PowerVu
NBC East,EchoStar 105/SES 11,4140 H,BISS
NBC Central,EchoStar 105/SES 11,4140 H,BISS
NBC Mountain,EchoStar 105/SES 11,4140 H,BISS
NBC West,EchoStar 105/SES 11,4140 H,BISS
Telemundo Este,EchoStar 105/SES 11,4140 H,BISS
Telemundo Mountain,EchoStar 105/SES 11,4140 H,BISS
(Telemundo feeds),EchoStar 105/SES 11,4140 H,BISS
TeleXitos,EchoStar 105/SES 11,4140 H,BISS
Veterans Affairs Knowledge Network 1,EchoStar 105/SES 11,12109 V,PowerVu
TCM US,Anik F1R (incl. 2.2°),4120 H,Xcrypt
Cartoon Network Canada East,Anik F1R (incl. 2.2°),4120 H,Xcrypt
CBS News,Anik F1R (incl. 2.2°),4120 H,Xcrypt
HGTV East,Anik F1R (incl. 2.2°),4120 H,Xcrypt
Food Network East,Anik F1R (incl. 2.2°),4120 H,Xcrypt
Travel Channel East,Anik F1R (incl. 2.2°),4120 H,Xcrypt
Discovery Channel East,Anik F1R (incl. 2.2°),4120 H,Xcrypt
Nickelodeon East,Anik F1R (incl. 2.2°),4120 H,Xcrypt
ESPNU,Anik F1R (incl. 2.2°),4120 H,Xcrypt
ESPN US,Anik F1R (incl. 2.2°),4120 H,Xcrypt
ESPN 2 US,Anik F1R (incl. 2.2°),4120 H,Xcrypt
SEC Network,Anik F1R (incl. 2.2°),4120 H,Xcrypt
CNN USA,Anik F1R (incl. 2.2°),4120 H,Xcrypt
Rai Italia Nord America,Anik F1R (incl. 2.2°),4120 H,Xcrypt
RTL Deutschland,Anik F1R (incl. 2.2°),4120 H,Xcrypt
TVE Internacional América,Anik F1R (incl. 2.2°),4120 H,Xcrypt
AMI-audio,Anik G1,11652 V,Digicipher
CKUA,Anik G1,11652 V,Digicipher
Ecuavisa Quito,Eutelsat 115 West B,4038 H,BISS
Ecuavisa Quito,Eutelsat 115 West B,4038 H,Director
Azteca 7,Eutelsat 117 West A,3810 V,HRT
Cine Mexicano ,Eutelsat 117 West A,3820 H,Conax
Cine Mexicano ,Eutelsat 117 West A,3820 H,PowerVu
Cinema Platino 2,Eutelsat 117 West A,3820 H,Conax
Cinema Platino 2,Eutelsat 117 West A,3820 H,PowerVu
TeleFórmula,Eutelsat 117 West A,3820 H,Conax
TeleFórmula,Eutelsat 117 West A,3820 H,PowerVu
TVC Delay,Eutelsat 117 West A,3820 H,Conax
TVC Delay,Eutelsat 117 West A,3820 H,PowerVu
Video Rola,Eutelsat 117 West A,3820 H,Conax
Video Rola,Eutelsat 117 West A,3820 H,PowerVu
Excélsior TV,Eutelsat 117 West A,3820 H,Conax
Excélsior TV,Eutelsat 117 West A,3820 H,PowerVu
