Provider/Channel,Sattelite_Name,freq_alt,Languages
Syria TV,Eutelsat-7-West-A,11258 H,Ara
Yemen Shabab Channel,Eutelsat-7-West-A,11258 H,Ara
Yemen Shabab Channel,Eutelsat-7-West-A,11392 V,Ara
Toyor Aljanah,Eutelsat-7-West-A,11258 H,Ara
Karbala TV,Eutelsat-7-West-A,11258 H,Ara
I News,Eutelsat-7-West-A,11258 H,Ara
Alhurra TV,Eutelsat-7-West-A,11258 H,Ara
Alhurra TV,Eutelsat-7-West-A,11258 H,Ara
Alhurra TV Iraq,Eutelsat-7-West-A,11258 H,Ara
Alhurra TV Iraq,Eutelsat-7-West-A,11258 H,Ara
Alquran,Eutelsat-7-West-A,11258 H,Ara
Kalimat TV,Eutelsat-7-West-A,11258 H,Ara
TRT Arabi,Eutelsat-7-West-A,11258 H,Ara
TRT Arabi,Eutelsat-7-West-A,11392 V,Ara
Al Rabaa 94 FM,Eutelsat-7-West-A,11258 H,Ara
Hawa Dijlah Radio,Eutelsat-7-West-A,11258 H,Ara
Al-Rawdah Al-Hussainiya Holy Radio,Eutelsat-7-West-A,11258 H,Ara
Radio Sawa Mauritania,Eutelsat-7-West-A,11258 H,Ara
VoA Ethiopia,Eutelsat-7-West-A,11258 H,
VoA Djibouti MW,Eutelsat-7-West-A,11258 H,
VoA Libya,Eutelsat-7-West-A,11258 H,
Radio Sawa Jordan,Eutelsat-7-West-A,11258 H,Ara
VoA French to Africa,Eutelsat-7-West-A,11258 H,
Radio Sawa Sudan,Eutelsat-7-West-A,11258 H,Ara
VoA Iraq,Eutelsat-7-West-A,11258 H,
MBC 2 (Saudi Arabia),Eutelsat-7-West-A,11277 V,Ara
MBC 2 (Saudi Arabia),Eutelsat-7-West-A,11559 V,Ara
Asharq News,Eutelsat-7-West-A,11277 V,Ara
Asharq News,Eutelsat-7-West-A,12360 V,Ara
Asharq News,Eutelsat-7-West-A,12360 V,Ara
Al Aan TV,Eutelsat-7-West-A,11277 V,Ara
Zee Aflam,Eutelsat-7-West-A,11277 V,Ara
Zee Alwan,Eutelsat-7-West-A,11277 V,Ara
B4U Plus,Eutelsat-7-West-A,11277 V,Eng
Lana TV,Eutelsat-7-West-A,11277 V,Ara
Zad TV,Eutelsat-7-West-A,11277 V,Ara
Cartoon Network Arabic,Eutelsat-7-West-A,11277 V,Ara
Dubai International Holy Quran Award TV,Eutelsat-7-West-A,11277 V,Ara
Radio Al Aan,Eutelsat-7-West-A,11277 V,Ara
Alsharqiya TV,Eutelsat-7-West-A,11315 V,Ara
MBC Iraq,Eutelsat-7-West-A,11315 V,Ara
MBC Iraq,Eutelsat-7-West-A,11315 V,Ara
Al Rasheed TV,Eutelsat-7-West-A,11315 V,Ara
Alsumaria,Eutelsat-7-West-A,11315 V,Ara
Iraq 24,Eutelsat-7-West-A,11315 V,Ara
China Arab TV,Eutelsat-7-West-A,11315 V,Ara
Chada TV,Eutelsat-7-West-A,11315 V,Ara
KBS World,Eutelsat-7-West-A,11315 V,Kor
Arirang World,Eutelsat-7-West-A,11315 V,Eng
Sumer FM,Eutelsat-7-West-A,11315 V,Ara
Al Rasheed FM,Eutelsat-7-West-A,11315 V,Ara
AIC TV,Eutelsat-7-West-A,11334 H,Ara
AIC TV,Eutelsat-7-West-A,11430 V,Ara
Belqees TV,Eutelsat-7-West-A,11334 H,Ara
Belqees TV,Eutelsat-7-West-A,11392 V,Ara
FR HD,Eutelsat-7-West-A,11334 H,Ara
Altaleaa TV,Eutelsat-7-West-A,11334 H,Ara
Imam Ali TV,Eutelsat-7-West-A,11334 H,Ara
Iraq Kids,Eutelsat-7-West-A,11334 H,Ara
Channel 8,Eutelsat-7-West-A,11334 H,Kur
Radio Imam Ali,Eutelsat-7-West-A,11334 H,Ara
Ava Entertainment,Eutelsat-7-West-A,11354 V,Kur
Kurdistan 24,Eutelsat-7-West-A,11354 V,Kur
Kurdistan TV,Eutelsat-7-West-A,11354 V,Kur
Zagros TV,Eutelsat-7-West-A,11354 V,Kur
Çira TV,Eutelsat-7-West-A,11354 V,Kur
Ronahî TV,Eutelsat-7-West-A,11354 V,Kur
Payam TV,Eutelsat-7-West-A,11354 V,Kur
Bangawaz TV,Eutelsat-7-West-A,11354 V,Ara
Sat 7 Kids,Eutelsat-7-West-A,11354 V,Ara
Sat 7 Arabic,Eutelsat-7-West-A,11354 V,Ara
Alkarma TV Praise,Eutelsat-7-West-A,11354 V,Ara
Aryen TV,Eutelsat-7-West-A,11354 V,Kur
Zarok TV Sorani,Eutelsat-7-West-A,11354 V,Kur
Better Life Radio,Eutelsat-7-West-A,11354 V,
TWR Middle East,Eutelsat-7-West-A,11354 V,Ara
Dengê Gel,Eutelsat-7-West-A,11354 V,Kur
Praise Live,Eutelsat-7-West-A,11354 V,Eng
Al-Majd Channel,Eutelsat-7-West-A,11373 H,Ara
Türkmeneli TV,Eutelsat-7-West-A,11373 H,Tur
Medi 1 TV Arabic,Eutelsat-7-West-A,11373 H,Ara
Shihab TV,Eutelsat-7-West-A,11373 H,Ara
Atfal & Mawaheb,Eutelsat-7-West-A,11373 H,Ara
Al-Mohtadi HD,Eutelsat-7-West-A,11373 H,Ara
LuaLua TV,Eutelsat-7-West-A,11373 H,Ara
Dijlah Zaman,Eutelsat-7-West-A,11373 H,Ara
Almawqef TV,Eutelsat-7-West-A,11373 H,Ara
Afaq TV,Eutelsat-7-West-A,11373 H,Ara
Qudsuna TV,Eutelsat-7-West-A,11373 H,Ara
Türkmeneli FM,Eutelsat-7-West-A,11373 H,Tur
Medi 1 Radio,Eutelsat-7-West-A,11373 H,Ara
Medi 1 Radio,Eutelsat-7-West-A,11514 V,Ara
Alkarma TV Discipleship,Eutelsat-7-West-A,11392 V,Ara
WION,Eutelsat-7-West-A,11392 V,Eng
Al Hayat,Eutelsat-7-West-A,11392 V,Ara
SBN Global,Eutelsat-7-West-A,11392 V,Eng
MTA 3 Al-Arabia,Eutelsat-7-West-A,11392 V,Ara
Al-Iman TV (Lebanon),Eutelsat-7-West-A,11392 V,Ara
BSR 365,Eutelsat-7-West-A,11392 V,Ara
Radio Albachaer,Eutelsat-7-West-A,11392 V,Ara
Abu Dhabi TV,Eutelsat-7-West-A,11411 H,Ara
Al Emarat TV,Eutelsat-7-West-A,11411 H,Ara
Majid TV,Eutelsat-7-West-A,11411 H,Ara
Abu Dhabi Sports TV 1,Eutelsat-7-West-A,11411 H,Ara
Abu Dhabi Sports TV 1,Eutelsat-7-West-A,11411 H,Eng
Abu Dhabi Sports TV 2,Eutelsat-7-West-A,11411 H,Ara
Abu Dhabi Sports TV 2,Eutelsat-7-West-A,11411 H,Eng
Yas TV (UAE),Eutelsat-7-West-A,11411 H,Ara
Yas TV (UAE),Eutelsat-7-West-A,11411 H,Eng
National Geographic Abu Dhabi,Eutelsat-7-West-A,11411 H,Ara
Baynounah TV,Eutelsat-7-West-A,11411 H,Ara
Baynounah TV,Eutelsat-7-West-A,12322 V,Ara
Abu Dhabi FM,Eutelsat-7-West-A,11411 H,Ara
Emarat FM,Eutelsat-7-West-A,11411 H,Ara
Quran Kareem,Eutelsat-7-West-A,11411 H,Ara
Star FM (UAE),Eutelsat-7-West-A,11411 H,Ara
Radio 1 FM,Eutelsat-7-West-A,11411 H,Eng
Kadak FM,Eutelsat-7-West-A,11411 H,Hin
Classic FM (UAE),Eutelsat-7-West-A,11411 H,Ara
Karameesh,Eutelsat-7-West-A,11430 V,Ara
Zitouna TV (Tunisia),Eutelsat-7-West-A,11430 V,Ara
Almustakillah TV,Eutelsat-7-West-A,11430 V,Ara
Wanasah TV,Eutelsat-7-West-A,11430 V,Ara
M24 TV,Eutelsat-7-West-A,11430 V,Ara
Revival TV (USA),Eutelsat-7-West-A,11430 V,Eng
Radio Mariam Arabic,Eutelsat-7-West-A,11430 V,Ara
ESAN TV,Eutelsat-7-West-A,11449 H,
EriSat,Eutelsat-7-West-A,11449 H,Amh
Arta Radio,Eutelsat-7-West-A,11449 H,Ara
Al Aoula Inter,Eutelsat-7-West-A,11475 V,Ara
Al Aoula Inter,Eutelsat-7-West-A,11475 V,Ara
Al Aoula Inter,Eutelsat-7-West-A,11514 V,Ara
2M National,Eutelsat-7-West-A,11475 V,Ara
Arryadia,Eutelsat-7-West-A,11475 V,Ara
Arryadia,Eutelsat-7-West-A,11514 V,Ara
Athaqafia,Eutelsat-7-West-A,11475 V,Ara
Athaqafia,Eutelsat-7-West-A,11514 V,Ara
Al Maghribia,Eutelsat-7-West-A,11475 V,Ara
Al Maghribia,Eutelsat-7-West-A,11514 V,Ara
Assadissa,Eutelsat-7-West-A,11475 V,Ara
Assadissa,Eutelsat-7-West-A,11514 V,Ara
Tamazight,Eutelsat-7-West-A,11475 V,Ber
Tamazight,Eutelsat-7-West-A,11514 V,Ara
Laayoune TV,Eutelsat-7-West-A,11475 V,Ara
Laayoune TV,Eutelsat-7-West-A,11514 V,Ara
One TV (Algeria),Eutelsat-7-West-A,11488 H,Ara
Medi 1 TV Maghreb,Eutelsat-7-West-A,11514 V,Ara
Al Hadath,Eutelsat-7-West-A,11559 V,Ara
Al Hadath,Eutelsat-7-West-A,12322 V,Ara
Alarabiya,Eutelsat-7-West-A,11559 V,Ara
MBC 5,Eutelsat-7-West-A,11559 V,Ara
MBC 4,Eutelsat-7-West-A,11559 V,Eng
MBC 3 (Saudi Arabia),Eutelsat-7-West-A,11559 V,Ara
MBC Action,Eutelsat-7-West-A,11559 V,Eng
MBC Max,Eutelsat-7-West-A,11559 V,Ara
MBC Bollywood,Eutelsat-7-West-A,11559 V,Ara
MBC Drama (Saudi Arabia),Eutelsat-7-West-A,11559 V,Ara
Wanasah,Eutelsat-7-West-A,11559 V,Ara
GK Channel,Eutelsat-7-West-A,11564 H,Ara
Kirkuk TV,Eutelsat-7-West-A,11564 H,Kur
NLC Kids,Eutelsat-7-West-A,11564 H,Ara
NLC News,Eutelsat-7-West-A,11564 H,Ara
New Libya Channel,Eutelsat-7-West-A,11564 H,Ara
Allibiya TV,Eutelsat-7-West-A,11564 H,Ara
TV Lebda,Eutelsat-7-West-A,11564 H,Ara
7lim Bigo TV,Eutelsat-7-West-A,11564 H,Ara
TRT World,Eutelsat-7-West-A,11564 H,Eng
Huda TV,Eutelsat-7-West-A,11564 H,Ara
Musawa,Eutelsat-7-West-A,11564 H,Ara
Palestine Mobasher,Eutelsat-7-West-A,11564 H,Ara
Palestine Edu,Eutelsat-7-West-A,11564 H,Ara
Kerkük FM,Eutelsat-7-West-A,11564 H,Kur
PONA Radio,Eutelsat-7-West-A,11564 H,Ara
Supreme Master TV,Eutelsat-7-West-A,11603 H,Eng
Télé Tchad,Eutelsat-7-West-A,11603 H,Fre
Al-Sirat TV,Eutelsat-7-West-A,11603 H,Ara
Almahriah TV,Eutelsat-7-West-A,11603 H,Ara
Angel TV Arabia,Eutelsat-7-West-A,11603 H,Eng
EriPM,Eutelsat-7-West-A,11603 H,Amh
Sawt Alitra TV,Eutelsat-7-West-A,11603 H,Ara
Suhail TV,Eutelsat-7-West-A,11603 H,Ara
Taha TV,Eutelsat-7-West-A,11603 H,Ara
Aden TV 64,Eutelsat-7-West-A,11603 H,Ara
KTO,Eutelsat-7-West-A,11603 H,Fre
ME Sat,Eutelsat-7-West-A,11603 H,Ara
Radio Tchad,Eutelsat-7-West-A,11603 H,Fre
Alhouda,Eutelsat-7-West-A,11603 H,Ara
TV Alittihad,Eutelsat-7-West-A,11641 H,Ara
Libya Almustaqbal,Eutelsat-7-West-A,11641 H,Ara
Thaqalayn TV,Eutelsat-7-West-A,11641 H,Ara
Hodhod Arabic TV,Eutelsat-7-West-A,11641 H,Ara
Al Janoubia,Eutelsat-7-West-A,11641 H,Ara
Al Eshraq TV,Eutelsat-7-West-A,11641 H,Ara
Dua Channel,Eutelsat-7-West-A,11641 H,
Nabaa TV,Eutelsat-7-West-A,11641 H,Ara
Al Qamar TV,Eutelsat-7-West-A,11641 H,Ara
Al-Naeem TV,Eutelsat-7-West-A,11641 H,Ara
Trend Sha3by,Eutelsat-7-West-A,11641 H,Ara
Al Maaref TV,Eutelsat-7-West-A,11641 H,Ara
Menhag TV,Eutelsat-7-West-A,11641 H,Ara
Radio Alamal FM,Eutelsat-7-West-A,11641 H,Ara
Elhiwar Ettounsi TV,Eutelsat-7-West-A,11658 V,Ara
Tunisna TV,Eutelsat-7-West-A,11658 V,Ara
Attessia TV,Eutelsat-7-West-A,11658 V,Ara
Watania Educative,Eutelsat-7-West-A,11658 V,Ara
Telvza TV,Eutelsat-7-West-A,11658 V,Ara
Al Janoubiya TV,Eutelsat-7-West-A,11658 V,Ara
Carthage+,Eutelsat-7-West-A,11658 V,Ara
Al Insen TV,Eutelsat-7-West-A,11658 V,Ara
Hannibal TV,Eutelsat-7-West-A,11658 V,Ara
Jawhara FM TV,Eutelsat-7-West-A,11658 V,Ara
Nessma,Eutelsat-7-West-A,11658 V,Ara
Radio Nationale,Eutelsat-7-West-A,11658 V,Ara
Radio Tunis Chaîne Internationale,Eutelsat-7-West-A,11658 V,
Radio Culturelle,Eutelsat-7-West-A,11658 V,Ara
ENTV,Eutelsat-7-West-A,11680 H,Ara
Canal Algérie 2,Eutelsat-7-West-A,11680 H,Ara
TV 4 Amazigh,Eutelsat-7-West-A,11680 H,
TV 5 Coran,Eutelsat-7-West-A,11680 H,Ara
TV 6 (Algeria),Eutelsat-7-West-A,11680 H,Ara
TV 7 (Algeria),Eutelsat-7-West-A,11680 H,Ara
TV 8 (Algeria),Eutelsat-7-West-A,11680 H,Ara
TV 9 (Algeria),Eutelsat-7-West-A,11680 H,Ara
Thalitha A3,Eutelsat-7-West-A,11680 H,Ara
Chaîne 1,Eutelsat-7-West-A,11680 H,Ara
Chaîne 2,Eutelsat-7-West-A,11680 H,Ber
Chaîne 3,Eutelsat-7-West-A,11680 H,Fre
Radio Décrochage,Eutelsat-7-West-A,11680 H,
Radio Culture,Eutelsat-7-West-A,11680 H,Ara
Radio Algérie Internationale,Eutelsat-7-West-A,11680 H,Ara
Ifrikya FM,Eutelsat-7-West-A,11680 H,Fre
Jil FM,Eutelsat-7-West-A,11680 H,Fre
Radio Coran (Algeria),Eutelsat-7-West-A,11680 H,Ara
Zaman FM,Eutelsat-7-West-A,11680 H,Ara
Al Thaqafeya,Eutelsat-7-West-A,12322 V,Ara
Al Dafrah TV,Eutelsat-7-West-A,12322 V,Ara
Fujairah TV,Eutelsat-7-West-A,12322 V,Ara
Al-Mashhad,Eutelsat-7-West-A,12322 V,Ara
Zayed Radio,Eutelsat-7-West-A,12322 V,Ara
Fujairah 92.6 FM,Eutelsat-7-West-A,12322 V,Ara
Asharq Documentary,Eutelsat-7-West-A,12360 V,Ara
Asharq Documentary,Eutelsat-7-West-A,12360 V,Ara
Asharq Discovery,Eutelsat-7-West-A,12360 V,Ara
Asharq Discovery,Eutelsat-7-West-A,12360 V,Eng
Asharq Discovery,Eutelsat-7-West-A,12360 V,Ara
Asharq Discovery,Eutelsat-7-West-A,12360 V,Eng
Altaghier TV,Eutelsat-7-West-A,12399 V,Ara
Makkah TV,Eutelsat-7-West-A,12399 V,Ara
Roya TV,Eutelsat-7-West-A,12399 V,Ara
Sad Satellite Channel,Eutelsat-7-West-A,12399 V,Ara
Jordan Now TV,Eutelsat-7-West-A,12399 V,Ara
TT1,Eutelsat-7-West-A,12399 V,
Jenan TV,Eutelsat-7-West-A,12399 V,Ara
Sama Jordan,Eutelsat-7-West-A,12399 V,Ara
Jannah TV,Eutelsat-7-West-A,12399 V,Ara
Al Ghufran TV,Eutelsat-7-West-A,12399 V,Ara
Amen FM TV (Jordan),Eutelsat-7-West-A,12399 V,Ara
Alhaqeqa Aldawlia,Eutelsat-7-West-A,12399 V,Ara
Al Haqiqa,Eutelsat-7-West-A,12399 V,Ara
Al-Etejah TV,Eutelsat-7-West-A,12399 V,Ara
Oyoun Al-Watan TV,Eutelsat-7-West-A,12399 V,Ara
Hadramout Satellite Channel,Eutelsat-7-West-A,12399 V,Ara
VoA 24,Eutelsat-7-West-A,12399 V,
Dubai TV,Eutelsat-7-West-A,12418 H,Ara
Sama Dubai,Eutelsat-7-West-A,12418 H,Ara
Dubai One,Eutelsat-7-West-A,12418 H,Eng
Dubai Sports,Eutelsat-7-West-A,12418 H,Ara
Dubai Sports 2,Eutelsat-7-West-A,12418 H,Ara
Dubai Racing,Eutelsat-7-West-A,12418 H,Ara
Dubai Racing 2,Eutelsat-7-West-A,12418 H,Ara
Tele Congo,Eutelsat-8-West-B,3826 R,Fre
Tele Congo,Eutelsat-8-West-B,3977 R,Fre
Equidia Pro 1,Eutelsat-8-West-B,3826 R,Fre
Equidia Pro 1,Eutelsat-8-West-B,3826 R,Eng
Equidia Pro 1,Eutelsat-8-West-B,3826 R,Ger
Radio Congo,Eutelsat-8-West-B,3826 R,Fre
Radio Congo,Eutelsat-8-West-B,3977 R,Fre
CRTV News,Eutelsat-8-West-B,3832 L,Fre
CRTV Sports and Entertainment,Eutelsat-8-West-B,3832 L,Fre
CRTV National Radio,Eutelsat-8-West-B,3832 L,Fre
(CRTV feeds),Eutelsat-8-West-B,3840 L,
Mozo TV,Eutelsat-8-West-B,3850 R,Eng
Zanis TV,Eutelsat-8-West-B,3850 R,Eng
ZNBC TV 4,Eutelsat-8-West-B,3850 R,Eng
Revelation TV (Zambia),Eutelsat-8-West-B,3850 R,Eng
Crown TV (Zambia),Eutelsat-8-West-B,3850 R,Eng
Sun FM TV,Eutelsat-8-West-B,3850 R,Eng
Beats TV,Eutelsat-8-West-B,3850 R,Eng
Millennium TV (Zambia),Eutelsat-8-West-B,3850 R,Eng
Q TV (Zambia),Eutelsat-8-West-B,3850 R,Eng
ZNBC TV 1,Eutelsat-8-West-B,3850 R,Eng
ZNBC TV 2,Eutelsat-8-West-B,3850 R,Eng
ZNBC TV 3,Eutelsat-8-West-B,3850 R,Eng
ABN TV (Zambia),Eutelsat-8-West-B,3850 R,Eng
Parliament TV (Zambia),Eutelsat-8-West-B,3850 R,Eng
Healing Center TV,Eutelsat-8-West-B,3850 R,Eng
Chipata TV,Eutelsat-8-West-B,3850 R,Eng
North West TV,Eutelsat-8-West-B,3850 R,Eng
KBN TV,Eutelsat-8-West-B,3850 R,Eng
Prime TV (Zambia),Eutelsat-8-West-B,3850 R,Eng
Hope Channel Zambia,Eutelsat-8-West-B,3850 R,Eng
ORTB TV,Eutelsat-8-West-B,3889 L,Fre
Radio Bénin,Eutelsat-8-West-B,3889 L,Fre
Atlantic FM,Eutelsat-8-West-B,3889 L,Fre
TVE Internacional Europa,Eutelsat-8-West-B,3896 L,
RNE Radio Nacional,Eutelsat-8-West-B,3896 L,Spa
Radio Exterior,Eutelsat-8-West-B,3896 L,Spa
Asonga TV,Eutelsat-8-West-B,3900 R,Spa
ESPN Africa,Eutelsat-8-West-B,3925 R,Eng
ESPN Africa,Eutelsat-8-West-B,3925 R,Fre
ESPN 2 Africa,Eutelsat-8-West-B,3925 R,Eng
National Geographic South Africa,Eutelsat-8-West-B,3925 R,Eng
National Geographic Wild South Africa,Eutelsat-8-West-B,3925 R,Eng
MTV Base Africa,Eutelsat-8-West-B,3925 R,Eng
BET Africa,Eutelsat-8-West-B,3925 R,Eng
National Geographic France,Eutelsat-8-West-B,3925 R,Fre
National Geographic Wild France,Eutelsat-8-West-B,3925 R,Fre
FashionTV Africa,Eutelsat-8-West-B,3925 R,
Nina TV English,Eutelsat-8-West-B,3925 R,Fre
Nina TV Français,Eutelsat-8-West-B,3925 R,Fre
Monte Carlo Doualiya,Eutelsat-8-West-B,3964 R,Ara
RFI Français,Eutelsat-8-West-B,3964 R,Fre
RFI Langues 1,Eutelsat-8-West-B,3964 R,
RFI Langues 2,Eutelsat-8-West-B,3964 R,
RFI Musique,Eutelsat-8-West-B,3964 R,Fre
RFI Diverse 1,Eutelsat-8-West-B,3964 R,
RFI Diverse 2,Eutelsat-8-West-B,3964 R,
RFI Diverse 3,Eutelsat-8-West-B,3964 R,
Radio Notre Dame International,Eutelsat-8-West-B,3964 R,Fre
La Gran Carpa Catedral TV,Eutelsat-8-West-B,3986 R,Spa
La Gran Carpa Catedral TV,Eutelsat-8-West-B,3986 R,Eng
La Gran Carpa Catedral TV,Eutelsat-8-West-B,3986 R,Por
La Gran Carpa Catedral TV,Eutelsat-8-West-B,3986 R,Fre
La Gran Carpa Catedral TV,Eutelsat-8-West-B,3986 R,Kin
La Gran Carpa Catedral TV,Eutelsat-8-West-B,3986 R,Swa
Alaraby TV,Eutelsat-8-West-B,10971 H,Ara
Alaraby TV,Eutelsat-8-West-B,12646 H,Ara
Al Hiwar TV,Eutelsat-8-West-B,10971 H,Ara
Syria TV,Eutelsat-8-West-B,10971 H,Ara
Al Shoor TV,Eutelsat-8-West-B,10971 H,Ara
Karbalaeia TV,Eutelsat-8-West-B,10971 H,Ara
Marjaeyat TV Arabic,Eutelsat-8-West-B,10971 H,Ara
1TV,Eutelsat-8-West-B,10971 H,Ara
1 Iraq TV,Eutelsat-8-West-B,10971 H,Ara
Salam TV (Libya),Eutelsat-8-West-B,10971 H,Ara
February Satellite Channel,Eutelsat-8-West-B,10971 H,Ara
Al Aqila TV,Eutelsat-8-West-B,10971 H,Ara
Falastini TV,Eutelsat-8-West-B,10971 H,Ara
Hebron Sat,Eutelsat-8-West-B,10971 H,Ara
Shehab News Agency,Eutelsat-8-West-B,10971 H,Ara
Alanwar TV,Eutelsat-8-West-B,10971 H,Ara
Roghayah TV,Eutelsat-8-West-B,10971 H,Ara
Fursan Al Iraq TV,Eutelsat-8-West-B,10971 H,Ara
Alshaaer TV,Eutelsat-8-West-B,10971 H,Ara
Albaghdadia,Eutelsat-8-West-B,10971 H,Ara
Aljazeera Channel,Eutelsat-8-West-B,10971 V,Ara
Aljazeera Channel,Eutelsat-8-West-B,12521 H,Ara
Aljazeera Mubasher,Eutelsat-8-West-B,10971 V,Ara
Aljazeera Mubasher,Eutelsat-8-West-B,10971 V,Ara
Aljazeera Mubasher,Eutelsat-8-West-B,12521 H,Ara
Aljazeera Mubasher,Eutelsat-8-West-B,12521 H,Ara
Aljazeera English,Eutelsat-8-West-B,10971 V,Eng
Aljazeera English,Eutelsat-8-West-B,12521 H,Eng
Aljazeera English,Eutelsat-8-West-B,12521 H,Eng
Aljazeera Documentary,Eutelsat-8-West-B,10971 V,Ara
Aljazeera Documentary,Eutelsat-8-West-B,12521 H,Ara
Al Rayyan Radio,Eutelsat-8-West-B,10971 V,Ara
Sout Al Islam,Eutelsat-8-West-B,10971 V,Ara
Sharjah TV,Eutelsat-8-West-B,11013 V,Ara
Sharjah TV,Eutelsat-8-West-B,11013 V,Ara
Sharqiya TV,Eutelsat-8-West-B,11013 V,Ara
Sharqiya TV,Eutelsat-8-West-B,11013 V,Ara
Al Wousta TV,Eutelsat-8-West-B,11013 V,Ara
Sharjah Sports,Eutelsat-8-West-B,11013 V,Ara
Sharjah Sports,Eutelsat-8-West-B,11013 V,Eng
Sharjah Sports,Eutelsat-8-West-B,11013 V,Ara
Sharjah Sports,Eutelsat-8-West-B,11013 V,Eng
Sharjah Radio,Eutelsat-8-West-B,11013 V,Ara
Sharjah Quran,Eutelsat-8-West-B,11013 V,Ara
Pulse 95,Eutelsat-8-West-B,11013 V,Eng
Watar FM,Eutelsat-8-West-B,11013 V,Ara
BeIn Sports,Eutelsat-8-West-B,11054 H,Ara
BeIn Sports,Eutelsat-8-West-B,11054 H,Eng
KTV 1,Eutelsat-8-West-B,11054 V,Ara
KTV 2 (Kuwait),Eutelsat-8-West-B,11054 V,Eng
KTV Sport,Eutelsat-8-West-B,11054 V,Ara
KTV Sport 2,Eutelsat-8-West-B,11054 V,Ara
KTV Ethraa,Eutelsat-8-West-B,11054 V,Ara
KTV Arabe,Eutelsat-8-West-B,11054 V,Ara
Al-Majlis TV,Eutelsat-8-West-B,11054 V,Ara
KTV Al Qurain,Eutelsat-8-West-B,11054 V,Ara
KTV Drama,Eutelsat-8-West-B,11054 V,Ara
Kuwait Radio One,Eutelsat-8-West-B,11054 V,Ara
Kuwait Radio One,Eutelsat-8-West-B,11054 V,Ara
Kuwait Radio Two,Eutelsat-8-West-B,11054 V,Ara
AlQuran Alkarem,Eutelsat-8-West-B,11054 V,Ara
Easy FM,Eutelsat-8-West-B,11054 V,Eng
Kuwait FM,Eutelsat-8-West-B,11054 V,Ara
Super Station,Eutelsat-8-West-B,11054 V,Ara
The Old Arabic Singing,Eutelsat-8-West-B,11054 V,Ara
Traditional Station,Eutelsat-8-West-B,11054 V,Ara
OFM,Eutelsat-8-West-B,11054 V,Ara
TV Lamasat,Eutelsat-8-West-B,11096 H,Ara
Alkarma TV Middle East,Eutelsat-8-West-B,11096 H,Ara
Alkarma TV Middle East,Eutelsat-8-West-B,12563 V,Ara
Al-Sahat TV,Eutelsat-8-West-B,11096 H,Ara
Mahdi has appeared TV,Eutelsat-8-West-B,11096 H,Ara
Alhawyah,Eutelsat-8-West-B,11096 H,Ara
Al Basira TV,Eutelsat-8-West-B,11096 H,Ara
LN24 SA,Eutelsat-8-West-B,11096 H,Eng
Al-Fady TV,Eutelsat-8-West-B,11096 H,Ara
Al Horreya TV,Eutelsat-8-West-B,11096 H,Ara
Almasirah Mubasher,Eutelsat-8-West-B,11096 H,Ara
Alanwar TV 2,Eutelsat-8-West-B,11096 H,Ara
Misr AlBalad,Eutelsat-8-West-B,11096 H,Ara
Allahdhah TV,Eutelsat-8-West-B,11096 H,Ara
Logos TV (USA),Eutelsat-8-West-B,11096 H,Ara
Koogi TV,Eutelsat-8-West-B,11096 H,Ara
Wasat TV,Eutelsat-8-West-B,11096 H,Ara
Alkeraza TV,Eutelsat-8-West-B,11096 H,Per
The Savior,Eutelsat-8-West-B,11096 H,Ara
Almasirah TV,Eutelsat-8-West-B,11096 H,Ara
Iraq Future TV,Eutelsat-8-West-B,11096 H,Ara
Mariam TV,Eutelsat-8-West-B,11096 H,Ara
Al Ons TV,Eutelsat-8-West-B,11096 H,Ara
Nour Kids,Eutelsat-8-West-B,11096 H,Ara
Nour Al Koddass,Eutelsat-8-West-B,11096 H,Ara
Dubai TV,Eutelsat-8-West-B,11096 V,Ara
Sama Dubai,Eutelsat-8-West-B,11096 V,Ara
Dubai Sports,Eutelsat-8-West-B,11096 V,Ara
Dubai Sports 2,Eutelsat-8-West-B,11096 V,Ara
Dubai Sports 2,Eutelsat-8-West-B,11096 V,Eng
Dubai Sports 3,Eutelsat-8-West-B,11096 V,Ara
Dubai Racing 2,Eutelsat-8-West-B,11096 V,Ara
Dubai Racing 3,Eutelsat-8-West-B,11096 V,Ara
Dubai One,Eutelsat-8-West-B,11096 V,Eng
Noor Dubai Radio,Eutelsat-8-West-B,11096 V,Eng
Dubai Radio 93,Eutelsat-8-West-B,11096 V,Ara
Al Yawm,Eutelsat-8-West-B,11137 H,Ara
Al Safwa,Eutelsat-8-West-B,11137 H,Ara
Cinema 1,Eutelsat-8-West-B,11137 H,Ara
Cinema 2,Eutelsat-8-West-B,11137 H,Ara
Musalsalat +2,Eutelsat-8-West-B,11137 H,Ara
Musalsalat,Eutelsat-8-West-B,11137 H,Ara
Fann,Eutelsat-8-West-B,11137 H,Ara
Music Now,Eutelsat-8-West-B,11137 H,Ara
DW Arabia,Eutelsat-8-West-B,11137 H,Ara
Sat TV promo,Eutelsat-8-West-B,11137 H,Eng
Alkofiya TV,Eutelsat-8-West-B,11137 H,Ara
Tarabiya't,Eutelsat-8-West-B,11137 H,Ara
Khalijya't,Eutelsat-8-West-B,11137 H,Ara
Monawa't,Eutelsat-8-West-B,11137 H,Ara
DW-Radio A2,Eutelsat-8-West-B,11137 H,
DW-Radio 5,Eutelsat-8-West-B,11137 H,Ara
