Provider/Channel,Sattelite_Name,freq_alt,beam_alt,sr_alt,fec_alt,Compression,eirp_alt
Sha3beyat,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,MPEG-2/SD,52
Oromia Clergy Network,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,MPEG-2/SD,52
TV 9 Ethio,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,MPEG-2/SD,52
Ministry of Education TV,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,MPEG-2/SD,52
Oromiyaa Radio,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,,52
Debub FM,Eutelsat-8-West-B,12521 V,tp FEE2,27500.0,7/8,,52
Iraqia News,Eutelsat-8-West-B,12563 H,tp FEM3,27500.0,5/6,MPEG-4/HD,51-52
Iraqia Türkmen,Eutelsat-8-West-B,12563 H,tp FEM3,27500.0,5/6,MPEG-2/SD,51-52
Iraqia Kurdish,Eutelsat-8-West-B,12563 H,tp FEM3,27500.0,5/6,MPEG-2/SD,51-52
Iraqia Sport,Eutelsat-8-West-B,12563 H,tp FEM3,27500.0,5/6,MPEG-4/HD,51-52
Iraqia General,Eutelsat-8-West-B,12563 H,tp FEM3,27500.0,5/6,MPEG-4/HD,51-52
Iraq Educational Sat,Eutelsat-8-West-B,12563 H,tp FEM3,27500.0,5/6,MPEG-4/HD,51-52
Iraqia Syriac,Eutelsat-8-West-B,12563 H,tp FEM3,27500.0,5/6,MPEG-4/HD,51-52
Radio Iraqia,Eutelsat-8-West-B,12563 H,tp FEM3,27500.0,5/6,,51-52
Forqan Radio,Eutelsat-8-West-B,12563 H,tp FEM3,27500.0,5/6,,51-52
Radio Baghdad,Eutelsat-8-West-B,12563 H,tp FEM3,27500.0,5/6,,51-52
Ministry of Interior Radio,Eutelsat-8-West-B,12563 H,tp FEM3,27500.0,5/6,,51-52
Radio Alkul TV,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Family Cinema,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Sowt Al-Arab TV,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Channel 24 Sports,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-4/HD,52
Zilzal Cinema,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Box,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Al Shasha Classic,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Alyaoum Drama,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Dolly Drama,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Sout Masr,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Zilzal Alyoom,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Njoom Hollywood,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Apple Drama,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Alyaoum Hakayat,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Al Sa3aa Cinema,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
PNC Yom,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Al Sa3aa Drama,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Sky Horror,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Al Sa3aa Classic,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Family Hikayat,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Madh Elnaby TV,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Zilzal Mosalsalat,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Alyaoum Comedy,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Alyaoum Aflam,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
M Action,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Tatt7 TV,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Tanna w Ranna,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Al Sa3aa Comedy,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,MPEG-2/SD,52
Arta Radio,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,,52
Al-Furatiya,Eutelsat-8-West-B,12563 V,tp FEE4,27500.0,7/8,,52
BeIn Sports News,Eutelsat-8-West-B,12604 H,tp FEM5,27500.0,2/3,MPEG-4/HD,51-52
Queen Anime,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-2/SD,52
Rojava TV ,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-4/HD,52
Imam Hussein TV 2,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-2/SD,52
12 Iraqia,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-2/SD,52
Manu Chat,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-2/SD,52
Oromia News Network,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-4/SD,52
Karbala TV,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-4/HD,52
Raqqa TV,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-2/SD,52
Al Rabiaa Sport TV,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-2/SD,52
Music Iraq,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-2/SD,52
Alquran,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-4/SD,52
Fares TV,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-2/SD,52
OBN Horn of Africa,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-4/HD,52
Prime Media,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-4/HD,52
Al Husaynih,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-2/SD,52
Al Salam TV,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-2/SD,52
Alfarqadayn,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-2/SD,52
On TV,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-2/SD,52
Azadi TV,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-2/SD,52
W.TV,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-4/HD,52
C Sat,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-2/SD,52
Red Sea Channel,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-2/SD,52
Dabanga TV,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-2/SD,52
Brhan TV,Eutelsat-8-West-B,12604 V,tp FEE6,27500.0,7/8,MPEG-2/SD,52
Belgian mux,Eutelsat-8-West-B,12620 V,tp FUU6,890.0,1/2,,
Radio Contact ,Eutelsat-8-West-B,12620 V,tp FUU6,890.0,1/2,,
Maximum,Eutelsat-8-West-B,12620 V,tp FUU6,890.0,1/2,,
Bel RTL,Eutelsat-8-West-B,12620 V,tp FUU6,890.0,1/2,,
French mux,Eutelsat-8-West-B,12621 V,tp FUU6,468.0,3/4,1-1,
Hit West,Eutelsat-8-West-B,12621 V,tp FUU6,468.0,3/4,,
Océane,Eutelsat-8-West-B,12621 V,tp FUU6,468.0,3/4,,
Radio Maria Italia,Eutelsat-8-West-B,12622 V,tp FUU6,255.0,1/2,?-1,
Musawa,Eutelsat-8-West-B,12646 H,tp FEM7,27500.0,7/8,MPEG-2/SD,51-52
Musawa,Eutelsat-8-West-B,12687 V,tp FEE10,27500.0,3/4,MPEG-4/HD,52
Palestine TV,Eutelsat-8-West-B,12646 H,tp FEM7,27500.0,7/8,MPEG-2/SD,51-52
Palestine TV,Eutelsat-8-West-B,12687 V,tp FEE10,27500.0,3/4,MPEG-4/HD,52
Ma'an TV,Eutelsat-8-West-B,12646 H,tp FEM7,27500.0,7/8,MPEG-2/SD,51-52
Palestine Mobasher,Eutelsat-8-West-B,12646 H,tp FEM7,27500.0,7/8,MPEG-2/SD,51-52
Palestine Mobasher,Eutelsat-8-West-B,12687 V,tp FEE10,27500.0,3/4,MPEG-4/HD,52
Awdeh,Eutelsat-8-West-B,12646 H,tp FEM7,27500.0,7/8,MPEG-4/HD,51-52
Palestine Sport,Eutelsat-8-West-B,12646 H,tp FEM7,27500.0,7/8,MPEG-4/HD,51-52
GSN 7,Eutelsat-8-West-B,12646 H,tp FEM7,27500.0,7/8,MPEG-4/SD,51-52
El Fadjer TV,Eutelsat-8-West-B,12646 H,tp FEM7,27500.0,7/8,MPEG-2/SD,51-52
Al Kalema TV,Eutelsat-8-West-B,12646 H,tp FEM7,27500.0,7/8,MPEG-4/SD,51-52
Voice of Palestine,Eutelsat-8-West-B,12646 H,tp FEM7,27500.0,7/8,,51-52
Quran Radio,Eutelsat-8-West-B,12646 H,tp FEM7,27500.0,7/8,,51-52
Radio Nablus,Eutelsat-8-West-B,12646 H,tp FEM7,27500.0,7/8,,51-52
Elsharq,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-2/SD,51-52
Yemen Documentary,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-2/SD,51-52
Mekameleen TV,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-2/SD,51-52
Yemen Education,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-2/SD,51-52
Suroyo TV,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-2/SD,51-52
Alyaum Channel,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-4/SD,51-52
Yemen TV,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-2/SD,51-52
Yemen Today TV,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-2/SD,51-52
Sheba TV,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-2/SD,51-52
Aden TV 33,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-2/SD,51-52
Al-Eman,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-2/SD,51-52
Watan TV ,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-2/SD,51-52
I24 News Arabic,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-4/SD,51-52
Minbij TV,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-2/SD,51-52
Tanasuh Education TV,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-4/SD,51-52
Libya Ifta TV,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-4/SD,51-52
Al Shaoub TV,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-2/SD,51-52
Al Qanat 9,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-2/SD,51-52
KNN Channel,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-4/HD,51-52
Rûdaw,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-2/SD,51-52
Daawah TV,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,MPEG-2/SD,51-52
Radio Sana'a,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,,51-52
Sawt Al Shaab FM,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,,51-52
Radio 21 September,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,,51-52
Rojava FM,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,,51-52
Misk FM,Eutelsat-8-West-B,12687 H,tp FEM9,27500.0,7/8,,51-52
Suboro TV,Eutelsat-8-West-B,12687 V,tp FEE10,27500.0,3/4,,52
Blue Nile Channel,Eutelsat-8-West-B,12687 V,tp FEE10,27500.0,3/4,MPEG-2/SD,52
Shamalia TV,Eutelsat-8-West-B,12687 V,tp FEE10,27500.0,3/4,MPEG-2/SD,52
Ashorooq TV,Eutelsat-8-West-B,12687 V,tp FEE10,27500.0,3/4,MPEG-2/SD,52
Khartoum TV,Eutelsat-8-West-B,12687 V,tp FEE10,27500.0,3/4,MPEG-4/SD,52
Manhaj TV,Eutelsat-8-West-B,12687 V,tp FEE10,27500.0,3/4,MPEG-2/SD,52
Albawadi TV,Eutelsat-8-West-B,12687 V,tp FEE10,27500.0,3/4,MPEG-4/HD,52
Marina TV,Eutelsat-8-West-B,12687 V,tp FEE10,27500.0,3/4,MPEG-4/HD,52
Funoon TV,Eutelsat-8-West-B,12687 V,tp FEE10,27500.0,3/4,MPEG-4/HD,52
Al Shahed TV,Eutelsat-8-West-B,12687 V,tp FEE10,27500.0,3/4,MPEG-4/HD,52
Palestine News,Eutelsat-8-West-B,12687 V,tp FEE10,27500.0,3/4,MPEG-4/HD,52
Palestine Edu,Eutelsat-8-West-B,12687 V,tp FEE10,27500.0,3/4,MPEG-4/HD,52
Dongola Radio,Eutelsat-8-West-B,12687 V,tp FEE10,27500.0,3/4,,52
KurdMax Show,Eutelsat-8-West-B,12729 H,tp FEM11,27500.0,2/3,MPEG-4/HD,51-52
Almustafa TV,Eutelsat-8-West-B,12729 H,tp FEM11,27500.0,2/3,MPEG-4/HD,51-52
Nilesat promo,Eutelsat-8-West-B,12729 H,tp FEM11,27500.0,2/3,MPEG-4/HD,51-52
Libya Sport HD1,Eutelsat-8-West-B,12729 H,tp FEM11,27500.0,2/3,MPEG-4/HD,51-52
Libya Alrasmia Channel,Eutelsat-8-West-B,12729 H,tp FEM11,27500.0,2/3,MPEG-2/SD,51-52
Bahrain TV,Eutelsat-8-West-B,12729 H,tp FEM11,27500.0,2/3,MPEG-4/HD,51-52
Bahrain International,Eutelsat-8-West-B,12729 H,tp FEM11,27500.0,2/3,MPEG-2/SD,51-52
Hala London,Eutelsat-8-West-B,12729 H,tp FEM11,27500.0,2/3,MPEG-4/HD,51-52
Perviy kanal America,Express-AM44,3662 R,tp 6,10808.0,1/2,4369-2MPEG-2/SD,
RT News,Express-AM8,3629 R,tp 5,10900.0,1/2,MPEG-2/SD,
RT News,Express-AM8,3675 R,tp 6,35393.0,3/5,MPEG-4/HD,
RT News,Express-AM8,3975 R,tp 14,5385.0,3/4,MPEG-2/SD,
RT News,Express-AM8,11541 H,tp D5,8264.0,3/4,MPEG-2/SD,48
RT Español,Express-AM8,3629 R,tp 5,10900.0,1/2,MPEG-2/SD,
RT Español,Express-AM8,3975 R,tp 14,5385.0,3/4,MPEG-2/SD,
RT Español,Express-AM8,11473 V,tp D2,3590.0,3/4,?-?MPEG-4/HD,0
Perviy kanal Europa,Express-AM8,3629 R,tp 5,10900.0,1/2,MPEG-4/SD,
RT Documentary,Express-AM8,3675 R,tp 6,35393.0,3/5,MPEG-4/HD,
RT Doc,Express-AM8,3675 R,tp 6,35393.0,3/5,MPEG-4/HD,
Perviy kanal ,Express-AM8,3675 R,tp 6,35393.0,3/5,MPEG-4/SD,
RTR Planeta,Express-AM8,3675 R,tp 6,35393.0,3/5,MPEG-4/SD,
RTR Planeta,Express-AM8,11484 H,tp D1,3535.0,3/5,1-17MPEG-2/SD,48
Rossiya 24,Express-AM8,3675 R,tp 6,35393.0,3/5,MPEG-4/SD,
NTV Mir,Express-AM8,3675 R,tp 6,35393.0,3/5,MPEG-4/SD,
TNT ,Express-AM8,3675 R,tp 6,35393.0,3/5,MPEG-4/SD,
STS,Express-AM8,3675 R,tp 6,35393.0,3/5,MPEG-4/SD,
Telekanal Zvezda ,Express-AM8,3675 R,tp 6,35393.0,3/5,MPEG-4/SD,
Muz TV ,Express-AM8,3675 R,tp 6,35393.0,3/5,MPEG-4/SD,
Karusel ,Express-AM8,3675 R,tp 6,35393.0,3/5,MPEG-4/SD,
Pobeda,Express-AM8,3675 R,tp 6,35393.0,3/5,MPEG-4/SD,
Dom Kino,Express-AM8,3675 R,tp 6,35393.0,3/5,MPEG-4/SD,
Belarus 24,Express-AM8,3975 R,tp 14,5385.0,3/4,MPEG-4/SD,
Belarus 24,Express-AM8,11580 V,tp D8,2894.0,3/4,1-7MPEG-4/HD,47-49.5
TV Verdes Campos Sat,Express-AM8,4068 L,tp 16A,1666.0,3/4,MPEG-4/SD,
Rádio Verdes Campos Sat,Express-AM8,4068 L,tp 16A,1666.0,3/4,,
Rede Meio Norte,Express-AM8,4072 L,tp 16A,4166.0,2/3,?-?MPEG-4/HD,
Meio Norte FM,Express-AM8,4072 L,tp 16A,4166.0,2/3,,
Rádio Bons Ventos,Express-AM8,4076 L,tp 16A,3333.0,3/4,,
TV Ponta Verde,Express-AM8,4082 L,tp 16A,2400.0,3/4,MPEG-4/HD,
TV Cultura Paulista,Express-AM8,4087 L,tp 16A,5833.0,3/4,MPEG-4/HD,
Univesp TV,Express-AM8,4087 L,tp 16A,5833.0,3/4,MPEG-4/SD,
TV Educação SP,Express-AM8,4087 L,tp 16A,5833.0,3/4,MPEG-4/SD,
TV Difusora,Express-AM8,4092 L,tp 16A,3760.0,3/4,MPEG-4/HD,
Difusora FM,Express-AM8,4092 L,tp 16A,3760.0,3/4,,
TV Alittihad,Express-AM8,10971 H,tp B1,1500.0,2/3,65535-1MPEG-4/SD,47-49.5
Al-Manar TV,Express-AM8,10974 H,tp B1,2963.0,3/4,65535-1MPEG-2/SD,47-49.5
Al-Manar TV,Express-AM8,11456 H,tp D1,3000.0,3/4,65535-1MPEG-2/SD,48
Al-Manar TV,Express-AM8,11671 H,tp D11,16600.0,3/4,MPEG-4/SD,47-49.5
Alnour Radio,Express-AM8,10974 H,tp B1,2963.0,3/4,,47-49.5
Alnour Radio,Express-AM8,11456 H,tp D1,3000.0,3/4,,48
RTR Planeta USA,Express-AM8,11479 V,tp D2,2646.0,4/5,?-?MPEG-2/SD,0
RT Arabic,Express-AM8,11541 H,tp D5,8264.0,3/4,MPEG-2/SD,48
RT France,Express-AM8,11541 H,tp D5,8264.0,3/4,MPEG-2/SD,48
Radio Belarus,Express-AM8,11580 V,tp D8,2894.0,3/4,,47-49.5
Alalam News Channel Syria,Express-AM8,11671 H,tp D11,16600.0,3/4,MPEG-4/SD,47-49.5
Jam Jam Global Network 1,Express-AM8,11671 H,tp D11,16600.0,3/4,MPEG-4/HD,47-49.5
Sahar Balkan,Express-AM8,11671 H,tp D11,16600.0,3/4,MPEG-4/SD,47-49.5
Sahar Azeri,Express-AM8,11671 H,tp D11,16600.0,3/4,MPEG-4/SD,47-49.5
Alkawthar TV,Express-AM8,11671 H,tp D11,16600.0,3/4,MPEG-4/SD,47-49.5
Press TV,Express-AM8,11671 H,tp D11,16600.0,3/4,MPEG-4/HD,47-49.5
Hispan TV,Express-AM8,11671 H,tp D11,16600.0,3/4,MPEG-4/SD,47-49.5
IFilm English,Express-AM8,11671 H,tp D11,16600.0,3/4,MPEG-4/SD,47-49.5
IFilm Arabic,Express-AM8,11671 H,tp D11,16600.0,3/4,MPEG-4/SD,47-49.5
Alalam News Channel,Express-AM8,11671 H,tp D11,16600.0,3/4,MPEG-4/HD,47-49.5
Sahar Kurdi,Express-AM8,11671 H,tp D11,16600.0,3/4,MPEG-4/SD,47-49.5
Radio Quran ,Express-AM8,11671 H,tp D11,16600.0,3/4,,47-49.5
IRIB World Service Radio 1,Express-AM8,11671 H,tp D11,16600.0,3/4,,47-49.5
IRIB World Service Radio 2,Express-AM8,11671 H,tp D11,16600.0,3/4,,47-49.5
IRIB World Service Radio 3,Express-AM8,11671 H,tp D11,16600.0,3/4,,47-49.5
IRIB World Service Radio 4,Express-AM8,11671 H,tp D11,16600.0,3/4,,47-49.5
IRIB World Service Radio 5,Express-AM8,11671 H,tp D11,16600.0,3/4,,47-49.5
IRIB World Service Radio 6,Express-AM8,11671 H,tp D11,16600.0,3/4,,47-49.5
IRIB World Service Radio 7,Express-AM8,11671 H,tp D11,16600.0,3/4,,47-49.5
Syrian Satellite Channel,Express-AM8,11689 H,tp D11,12110.0,3/4,MPEG-2/SD,47-49.5
Syria Sports TV,Express-AM8,11689 H,tp D11,12110.0,3/4,MPEG-2/SD,47-49.5
Syria Local TV,Express-AM8,11689 H,tp D11,12110.0,3/4,MPEG-2/SD,47-49.5
Alikhbaria Syria,Express-AM8,11689 H,tp D11,12110.0,3/4,MPEG-2/SD,47-49.5
Syria Drama 24,Express-AM8,11689 H,tp D11,12110.0,3/4,MPEG-2/SD,47-49.5
Sakaker Kids,Express-AM8,11689 H,tp D11,12110.0,3/4,MPEG-2/SD,47-49.5
Radio Damascus,Express-AM8,11689 H,tp D11,12110.0,3/4,,47-49.5
Radio Al Karma,Express-AM8,11689 H,tp D11,12110.0,3/4,,47-49.5
Sawt Alshabab FM,Express-AM8,11689 H,tp D11,12110.0,3/4,,47-49.5
VoA TV Global,Telstar-12-Vantage,11026 H,tp 9,12500.0,1/2,MPEG-4/HD,0.0
TV Martí,Telstar-12-Vantage,11026 H,tp 9,12500.0,1/2,MPEG-4/HD,0.0
Voz de América,Telstar-12-Vantage,11026 H,tp 9,12500.0,1/2,,0.0
VoA 1,Telstar-12-Vantage,11026 H,tp 9,12500.0,1/2,,0.0
Radio Martí,Telstar-12-Vantage,11026 H,tp 9,12500.0,1/2,,0.0
VoA Global Live,Telstar-12-Vantage,11026 H,tp 9,12500.0,1/2,,0.0
BBC One North East & Cumbria,Telstar-12-Vantage,11043 V,,44100.0,9/10,MPEG-2/SD,
BBC Two,Telstar-12-Vantage,11043 V,,44100.0,9/10,MPEG-2/SD,
CBBC ,Telstar-12-Vantage,11043 V,,44100.0,9/10,MPEG-2/SD,
BBC Three ,Telstar-12-Vantage,11043 V,,44100.0,9/10,MPEG-2/SD,
CBeebies UK ,Telstar-12-Vantage,11043 V,,44100.0,9/10,MPEG-2/SD,
BBC Four ,Telstar-12-Vantage,11043 V,,44100.0,9/10,MPEG-2/SD,
BBC News UK,Telstar-12-Vantage,11043 V,,44100.0,9/10,MPEG-2/SD,
BBC Parliament,Telstar-12-Vantage,11043 V,,44100.0,9/10,MPEG-2/SD,
BBC Red Button 1,Telstar-12-Vantage,11043 V,,44100.0,9/10,MPEG-2/SD,
BBC One Wales,Telstar-12-Vantage,11043 V,,44100.0,9/10,MPEG-2/SD,
BBC One Scotland,Telstar-12-Vantage,11043 V,,44100.0,9/10,MPEG-2/SD,
BBC One Northern Ireland,Telstar-12-Vantage,11043 V,,44100.0,9/10,MPEG-2/SD,
ITV 1 Granada,Telstar-12-Vantage,11043 V,,44100.0,9/10,MPEG-4/HD,
Channel 4 London,Telstar-12-Vantage,11043 V,,44100.0,9/10,MPEG-4/HD,
Channel 5 ,Telstar-12-Vantage,11043 V,,44100.0,9/10,MPEG-4/HD,
5 Select,Telstar-12-Vantage,11043 V,,44100.0,9/10,MPEG-4/SD,
TBN UK,Telstar-12-Vantage,11043 V,,44100.0,9/10,MPEG-4/SD,
BBC Radio 1,Telstar-12-Vantage,11043 V,,44100.0,9/10,,
BBC Radio 2,Telstar-12-Vantage,11043 V,,44100.0,9/10,,
BBC Radio 3,Telstar-12-Vantage,11043 V,,44100.0,9/10,,
BBC Radio 4 FM,Telstar-12-Vantage,11043 V,,44100.0,9/10,,
BBC Radio 5 Live,Telstar-12-Vantage,11043 V,,44100.0,9/10,,
BBC Radio 5 Live Sports Extra,Telstar-12-Vantage,11043 V,,44100.0,9/10,,
BBC Radio 6 Music,Telstar-12-Vantage,11043 V,,44100.0,9/10,,
BBC Radio 4 Extra,Telstar-12-Vantage,11043 V,,44100.0,9/10,,
BBC Radio 1Xtra,Telstar-12-Vantage,11043 V,,44100.0,9/10,,
BBC Radio Asian Network,Telstar-12-Vantage,11043 V,,44100.0,9/10,,
BBC World Service UK,Telstar-12-Vantage,11043 V,,44100.0,9/10,,
EXRN Radio Network 1,Telstar-12-Vantage,11506 V,tp 51,2894.0,3/4,,
EXRN Radio Network 2,Telstar-12-Vantage,11506 V,tp 51,2894.0,3/4,,
EWTN España - Latinoamérica,Telstar-12-Vantage,11795 H,tp 13,45000.0,4/5,MPEG-4/SD,0.0
Bethel TV ,Telstar-12-Vantage,11795 H,tp 13,45000.0,4/5,MPEG-4/SD,0.0
ESPN Dos México,Telstar-12-Vantage,11795 H,tp 13,45000.0,4/5,MPEG-4/SD,0.0
Bethel Radio,Telstar-12-Vantage,11795 H,tp 13,45000.0,4/5,,0.0
TV Luiza,Telstar-12-Vantage,12112 H,tp 19,4444.0,3/4,?-?MPEG-4/HD,
Finote Democracy,Telstar-12-Vantage,12550 H,tp 33,4411.0,2/3,?-?,
BFBS Navy,Telstar-12-Vantage,12597 V,tp 2,45000.0,3/4,.-.MPEG-4/SD,
BFBS Navy,Telstar-12-Vantage,12717 V,tp 4,24910.0,4/5,.-.MPEG-4/SD,
ESPNU,Telstar-12-Vantage,12609 H,tp 20,7552.0,3/4,MPEG-2/SD,
ESPN 2 US,Telstar-12-Vantage,12609 H,tp 20,7552.0,3/4,MPEG-2/SD,
Rede Internacional de TV,Intelsat-37e,3760 R,tp LAMRD,7567.0,5/6,MPEG-4/HD,
RIT Notícias,Intelsat-37e,3760 R,tp LAMRD,7567.0,5/6,MPEG-4/SD,
Igreja Internacional da Graça de Deus,Intelsat-37e,3760 R,tp LAMRD,7567.0,5/6,MPEG-4/SD,
SOS Espiritual,Intelsat-37e,3760 R,tp LAMRD,7567.0,5/6,MPEG-4/SD,
Nossa Rádio,Intelsat-37e,3760 R,tp LAMRD,7567.0,5/6,,
Rádio Relógio,Intelsat-37e,3760 R,tp LAMRD,7567.0,5/6,,
TV Farol RS,Intelsat-37e,3768 R,tp LAMRD,5980.0,5/6,MPEG-4/1seg,
TV Nova Conexão,Intelsat-37e,3768 R,tp LAMRD,5980.0,5/6,MPEG-4/HD,
TV Primavera,Intelsat-37e,3768 R,tp LAMRD,5980.0,5/6,MPEG-4/SD,
TV Guanandi,Intelsat-37e,3778 R,tp LAMRD,6333.0,5/6,MPEG-4/HD,
SBT MS,Intelsat-37e,3778 R,tp LAMRD,6333.0,5/6,MPEG-4/1seg,
Ghanian mux,Intelsat-37e,3990 R,tp AFCRD,9036.0,5/6,,38.1
GBC News,Intelsat-37e,3990 R,tp AFCRD,9036.0,5/6,MPEG-4/SD,38.1
GH One TV,Intelsat-37e,3990 R,tp AFCRD,9036.0,5/6,MPEG-4/SD,38.1
TV 3 ,Intelsat-37e,3990 R,tp AFCRD,9036.0,5/6,MPEG-4/SD,38.1
Metro TV ,Intelsat-37e,3990 R,tp AFCRD,9036.0,5/6,MPEG-4/SD,38.1
