SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
500.0,Dish PPV Guide,MPEG-4/SD,,DVB-S,21500,2/3,12341 R,tp 9,,,,Dish PPV Guide,https://www.lyngsat.com/tvchannels/us/Dish-PPV-Guide.html,,,False,,Eng,us,
9598.0,What's on Dish promo,MPEG-4/SD,6434.0,DVB-S,21500,2/3,12355 L,tp 10,,,,,,,,False,,Eng,,
