SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
,MASN,,,DVB-S2,14400.0,8/9,4010 H,tp 15,,PowerVu,https://www.lyngsat.com/providers/us/MASN.html,,,True,MASN,,,us
100,MASN Baltimore,MPEG-4/HD,100.0,DVB-S2,14400.0,8/9,4010 H,tp 15,,PowerVu,,MASN Baltimore,https://www.lyngsat.com/tvchannels/us/MASN-Baltimore.html,False,MASN,Eng,us,
110,MASN Washington,MPEG-4/HD,110.0,DVB-S2,14400.0,8/9,4010 H,tp 15,,PowerVu,,MASN Washington,https://www.lyngsat.com/tvchannels/us/MASN-Washington.html,False,MASN,Eng,us,
120,MASN 2 Baltimore,MPEG-4/HD,120.0,DVB-S2,14400.0,8/9,4010 H,tp 15,,PowerVu,,MASN 2 Baltimore,https://www.lyngsat.com/tvchannels/us/MASN-2-Baltimore.html,False,MASN,Eng,us,
130,MASN 2 Washington,MPEG-4/HD,130.0,DVB-S2,14400.0,8/9,4010 H,tp 15,,PowerVu,,MASN 2 Washington,https://www.lyngsat.com/tvchannels/us/MASN-2-Washington.html,False,MASN,Eng,us,
,Fox Corporation,,,DVB-S2,31250.0,3/4,4020 V,tp 16,,Irdeto,https://www.lyngsat.com/providers/us/Fox-Corporation.html,,,True,Fox Corporation,,,us
551,Fox News Channel,HEVC/HD,101.0,DVB-S2,31250.0,3/4,4020 V,tp 16,,Irdeto,,Fox News Channel,https://www.lyngsat.com/tvchannels/us/Fox-News-Channel.html,False,Fox Corporation,Eng Spa,us,
552,FS1,HEVC/HD,201.0,DVB-S2,31250.0,3/4,4020 V,tp 16,,Irdeto,,FS1,https://www.lyngsat.com/tvchannels/us/FS1.html,False,Fox Corporation,Eng Spa,us,
553,FS2,HEVC/HD,301.0,DVB-S2,31250.0,3/4,4020 V,tp 16,,Irdeto,,FS2,https://www.lyngsat.com/tvchannels/us/FS2.html,False,Fox Corporation,Eng Spa,us,
554,Fox Business,HEVC/HD,401.0,DVB-S2,31250.0,3/4,4020 V,tp 16,,Irdeto,,Fox Business,https://www.lyngsat.com/tvchannels/us/Fox-Business.html,False,Fox Corporation,Eng,us,
555,Fox Deportes,HEVC/HD,501.0,DVB-S2,31250.0,3/4,4020 V,tp 16,,Irdeto,,Fox Deportes,https://www.lyngsat.com/tvchannels/us/Fox-Deportes.html,False,Fox Corporation,Eng Spa,us,
556,FS1 Alternate,HEVC/HD,601.0,DVB-S2,31250.0,3/4,4020 V,tp 16,,Irdeto,,FS1 Alternate,https://www.lyngsat.com/tvchannels/us/FS1-Alternate.html,False,Fox Corporation,Eng Spa,us,
561,(Fox Business feeds),,1101.0,DVB-S2,31250.0,3/4,4020 V,tp 16,,Irdeto,,,,False,Fox Corporation,Eng,,
562,Fox Sports Racing,HEVC/HD,1201.0,DVB-S2,31250.0,3/4,4020 V,tp 16,,Irdeto,,Fox Sports Racing,https://www.lyngsat.com/tvchannels/us/Fox-Sports-Racing.html,False,Fox Corporation,Eng Spa,us,
,,,,DVB-S2,15000.0,5/6,4030 H,tp 17,,,,,,False,Fox Corporation,,,
,,,,DVB-S2,30000.0,5/6,4160 H,tp 23,,PowerVu,,,,False,Fox Corporation,,,
101,Root Sports Northwest,MPEG-4/HD,1011.0,DVB-S2,15000.0,5/6,4030 H,tp 17,,Nagravision,,Root Sports Northwest,https://www.lyngsat.com/tvchannels/us/Root-Sports-Northwest.html,False,Fox Corporation,Eng Spa,us,
104,Root Sports Northwest Alternate,MPEG-4/HD,1041.0,DVB-S2,15000.0,5/6,4030 H,tp 17,,Nagravision,,Root Sports Northwest Alternate,https://www.lyngsat.com/tvchannels/us/Root-Sports-Northwest-Alternate.html,False,Fox Corporation,Eng,us,
107,AT&T SportsNet Southwest,MPEG-4/HD,1071.0,DVB-S2,15000.0,5/6,4030 H,tp 17,,,,AT&T SportsNet Southwest,https://www.lyngsat.com/tvchannels/us/ATandT-SportsNet-Southwest.html,False,Fox Corporation,Eng Spa,us,
108,AT&T SportsNet Southwest Alternate,MPEG-4/HD,1081.0,DVB-S2,15000.0,5/6,4030 H,tp 17,,,,AT&T SportsNet Southwest Alternate,https://www.lyngsat.com/tvchannels/us/ATandT-SportsNet-Southwest-Alternate.html,False,Fox Corporation,Eng,us,
111,Root Sports Northwest Plus,MPEG-4/HD,1111.0,DVB-S2,15000.0,5/6,4030 H,tp 17,,Nagravision,,Root Sports Northwest Plus,https://www.lyngsat.com/tvchannels/us/Root-Sports-Northwest-Plus.html,False,Fox Corporation,Eng,us,
,NHL Network,,,DVB-S,13333.0,7/8,4051 V,tp 18,,PowerVu,https://www.lyngsat.com/providers/us/NHL-Network.html,NHL Network,https://www.lyngsat.com/tvchannels/us/NHL-Network.html,True,NHL Network,,us,us
7,NHL Network,MPEG-4/HD,710.0,DVB-S,13333.0,7/8,4051 V,tp 18,,PowerVu,https://www.lyngsat.com/providers/us/NHL-Network.html,NHL Network,https://www.lyngsat.com/tvchannels/us/NHL-Network.html,True,NHL Network,Eng Spa,us,us
8,NHL Network Alternate,MPEG-4/HD,810.0,DVB-S,13333.0,7/8,4051 V,tp 18,,PowerVu,,NHL Network Alternate,https://www.lyngsat.com/tvchannels/us/NHL-Network-Alternate.html,False,NHL Network,Eng Spa,us,
1,Jewelry TV,?-?MPEG-4/SD,4130.0,DVB-S,3255.0,3/4,4062 V,tp 18,,,,,,False,NHL Network,Eng Eng,,
?,The Word Network,?-1MPEG-4/SD,1160.0,DVB-S,6620.0,1/2,4066 H,tp 19,,,,,,False,NHL Network,Eng,,
1,BYU TV,?-?MPEG-4/HD,81.0,DVB-S2,4250.0,2/3,4068 V,tp 18,,,,,,False,NHL Network,Eng Spa,,
2,BYU Radio,,,DVB-S2,4250.0,2/3,4068 V,tp 18,,,,BYU Radio,https://www.lyngsat.com/radiochannels/us/BYU-Radio.html,False,NHL Network,Eng,us,
2,BYU Radio,,,DVB-S2,4250.0,2/3,4068 V,tp 18,,,,BYU Radio,https://www.lyngsat.com/radiochannels/us/BYU-Radio.html,False,NHL Network,Eng,us,
,TCT,65535-1,,DVB-S2,5600.0,3/4,4074 V,tp 18,,,https://www.lyngsat.com/providers/us/TCT.html,TCT,https://www.lyngsat.com/tvchannels/us/TCT.html,True,TCT,,us,us
,TCT,65535-1,,DVB-S2,5600.0,3/4,4074 V,tp 18,,,https://www.lyngsat.com/providers/us/TCT.html,TCT,https://www.lyngsat.com/tvchannels/us/TCT.html,True,TCT,,us,us
,TCT,65535-1,,DVB-S2,5600.0,3/4,4074 V,tp 18,,,https://www.lyngsat.com/providers/us/TCT.html,TCT,https://www.lyngsat.com/tvchannels/us/TCT.html,True,TCT,,us,us
,TCT,65535-1,,DVB-S2,5600.0,3/4,4074 V,tp 18,,,https://www.lyngsat.com/providers/us/TCT.html,TCT,https://www.lyngsat.com/tvchannels/us/TCT.html,True,TCT,,us,us
1,TCT,MPEG-4/HD,49.0,DVB-S2,5600.0,3/4,4074 V,tp 18,,,https://www.lyngsat.com/providers/us/TCT.html,TCT,https://www.lyngsat.com/tvchannels/us/TCT.html,True,TCT,Eng,us,us
1,TCT,MPEG-4/HD,49.0,DVB-S2,5600.0,3/4,4074 V,tp 18,,,https://www.lyngsat.com/providers/us/TCT.html,TCT,https://www.lyngsat.com/tvchannels/us/TCT.html,True,TCT,Eng,us,us
1,TCT,MPEG-4/HD,49.0,DVB-S2,5600.0,3/4,4074 V,tp 18,,,https://www.lyngsat.com/providers/us/TCT.html,TCT,https://www.lyngsat.com/tvchannels/us/TCT.html,True,TCT,Eng,us,us
1,TCT,MPEG-4/HD,49.0,DVB-S2,5600.0,3/4,4074 V,tp 18,,,https://www.lyngsat.com/providers/us/TCT.html,TCT,https://www.lyngsat.com/tvchannels/us/TCT.html,True,TCT,Eng,us,us
2,TCT,MPEG-4/SD,81.0,DVB-S2,5600.0,3/4,4074 V,tp 18,,,https://www.lyngsat.com/providers/us/TCT.html,TCT,https://www.lyngsat.com/tvchannels/us/TCT.html,True,TCT,Eng,us,us
2,TCT,MPEG-4/SD,81.0,DVB-S2,5600.0,3/4,4074 V,tp 18,,,https://www.lyngsat.com/providers/us/TCT.html,TCT,https://www.lyngsat.com/tvchannels/us/TCT.html,True,TCT,Eng,us,us
2,TCT,MPEG-4/SD,81.0,DVB-S2,5600.0,3/4,4074 V,tp 18,,,https://www.lyngsat.com/providers/us/TCT.html,TCT,https://www.lyngsat.com/tvchannels/us/TCT.html,True,TCT,Eng,us,us
2,TCT,MPEG-4/SD,81.0,DVB-S2,5600.0,3/4,4074 V,tp 18,,,https://www.lyngsat.com/providers/us/TCT.html,TCT,https://www.lyngsat.com/tvchannels/us/TCT.html,True,TCT,Eng,us,us
4,SBN Domestic,MPEG-4/SD,97.0,DVB-S2,5600.0,3/4,4074 V,tp 18,,,,SBN Domestic,https://www.lyngsat.com/tvchannels/us/SBN-Domestic.html,False,TCT,Eng,us,
,The CW Plus,,,DVB-S2,21600.0,5/6,4084 H,tp 19,,Verimatrix,https://www.lyngsat.com/providers/us/The-CW-Plus.html,,,True,The CW Plus,,,us
1,The CW Plus East,MPEG-4/HD,257.0,DVB-S2,21600.0,5/6,4084 H,tp 19,,Verimatrix,,The CW Plus East,https://www.lyngsat.com/tvchannels/us/The-CW-Plus-East.html,False,The CW Plus,Eng,us,
2,The CW Plus Central,MPEG-4/HD,513.0,DVB-S2,21600.0,5/6,4084 H,tp 19,,Verimatrix,,The CW Plus Central,https://www.lyngsat.com/tvchannels/us/The-CW-Plus-Central.html,False,The CW Plus,Eng,us,
3,The CW Plus Mountain,MPEG-4/HD,769.0,DVB-S2,21600.0,5/6,4084 H,tp 19,,Verimatrix,,The CW Plus Mountain,https://www.lyngsat.com/tvchannels/us/The-CW-Plus-Mountain.html,False,The CW Plus,Eng,us,
4,The CW Plus Pacific,MPEG-4/HD,1025.0,DVB-S2,21600.0,5/6,4084 H,tp 19,,Verimatrix,,The CW Plus Pacific,https://www.lyngsat.com/tvchannels/us/The-CW-Plus-Pacific.html,False,The CW Plus,Eng,us,
6,The CW,MPEG-4/HD,1537.0,DVB-S2,21600.0,5/6,4084 H,tp 19,,,,The CW,https://www.lyngsat.com/tvchannels/us/The-CW.html,False,The CW Plus,Eng,us,
,(Fox feeds),,,DVB-S2,31250.0,3/4,4100 V,tp 20,,,,,,False,The CW Plus,,,
,Roberts Communications Network,,,DVB-S2,18333.0,5/6,4142 V,tp 22,,Digicipher,https://www.lyngsat.com/providers/us/Roberts-Communications-Network.html,,,True,Roberts Communications Network,,,us
1,Gem Shopping Network,MPEG-2/SD,101.0,DVB-S2,18333.0,5/6,4142 V,tp 22,,Digicipher,,Gem Shopping Network,https://www.lyngsat.com/tvchannels/us/Gem-Shopping-Network.html,False,Roberts Communications Network,Eng,us,
1,Gem Shopping Network,MPEG-2/SD,101.0,DVB-S2,18333.0,5/6,4142 V,tp 22,,Digicipher,,Gem Shopping Network,https://www.lyngsat.com/tvchannels/us/Gem-Shopping-Network.html,False,Roberts Communications Network,Eng,us,
5,Gem Shopping Network,MPEG-4/HD,257.0,DVB-S2,18333.0,5/6,4142 V,tp 22,,Digicipher,,Gem Shopping Network,https://www.lyngsat.com/tvchannels/us/Gem-Shopping-Network.html,False,Roberts Communications Network,Eng,us,
5,Gem Shopping Network,MPEG-4/HD,257.0,DVB-S2,18333.0,5/6,4142 V,tp 22,,Digicipher,,Gem Shopping Network,https://www.lyngsat.com/tvchannels/us/Gem-Shopping-Network.html,False,Roberts Communications Network,Eng,us,
2,FanDuel Racing,MPEG-2/SD,513.0,DVB-S2,18333.0,5/6,4142 V,tp 22,,Digicipher,,FanDuel Racing,https://www.lyngsat.com/tvchannels/us/FanDuel-Racing.html,False,Roberts Communications Network,Eng,us,
3,FanDuel TV,MPEG-4/HD,1281.0,DVB-S2,18333.0,5/6,4142 V,tp 22,,Digicipher,,FanDuel TV,https://www.lyngsat.com/tvchannels/us/FanDuel-TV.html,False,Roberts Communications Network,Eng,us,
3,FanDuel TV,MPEG-4/HD,1281.0,DVB-S2,18333.0,5/6,4142 V,tp 22,,Digicipher,,FanDuel TV,https://www.lyngsat.com/tvchannels/us/FanDuel-TV.html,False,Roberts Communications Network,Eng,us,
