SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
1.0,Media Sports Infos,?-?MPEG-4/SD,258.0,DVB-S2,1666.0,3/5,3970 R,,40.5-42,,,,,,,False,,Fre,,
,(feeds),,,DVB-S2,3200.0,3/5,3973 R,,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7500.0,5/6,4050 R,,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7200.0,3/4,4147 R,,,,,,,,,False,,,,
104.0,My Righteous TV,?-?MPEG-4/SD,97.0,DVB-S2,1000.0,3/4,3975 R,,40.5-42,,,,,,,False,,Eng,,
,Vicus Luxlink,,,DVB-S2,3750.0,3/4,3987 R,,40.5-42,,https://www.lyngsat.com/providers/de/Vicus-Luxlink.html,,,,,True,Vicus Luxlink,,,de
,Vicus Luxlink,,,DVB-S2,3750.0,3/4,3987 R,,40.5-42,,https://www.lyngsat.com/providers/de/Vicus-Luxlink.html,,,,,True,Vicus Luxlink,,,de
,Vicus Luxlink,,,DVB-S2,26000.0,5/6,11218 V,,0,,https://www.lyngsat.com/providers/de/Vicus-Luxlink.html,,,,,True,Vicus Luxlink,,,de
,Vicus Luxlink,,,DVB-S2,26000.0,5/6,11218 V,,0,,https://www.lyngsat.com/providers/de/Vicus-Luxlink.html,,,,,True,Vicus Luxlink,,,de
100.0,Clouds TV,MPEG-4/SD,1001.0,DVB-S2,3750.0,3/4,3987 R,,40.5-42,,,Clouds TV,https://www.lyngsat.com/tvchannels/tz/Clouds-TV.html,,,False,Vicus Luxlink,Eng,tz,
100.0,Clouds TV,MPEG-4/SD,1001.0,DVB-S2,3750.0,3/4,3987 R,,40.5-42,,,Clouds TV,https://www.lyngsat.com/tvchannels/tz/Clouds-TV.html,,,False,Vicus Luxlink,Eng,tz,
,Clouds TV,MPEG-4/SD,2251.0,DVB-S2,26000.0,5/6,11218 V,,0,,,Clouds TV,https://www.lyngsat.com/tvchannels/tz/Clouds-TV.html,,,False,Vicus Luxlink,Eng,tz,
,Clouds TV,MPEG-4/SD,2251.0,DVB-S2,26000.0,5/6,11218 V,,0,,,Clouds TV,https://www.lyngsat.com/tvchannels/tz/Clouds-TV.html,,,False,Vicus Luxlink,Eng,tz,
101.0,Wasafi TV,MPEG-4/SD,1011.0,DVB-S2,3750.0,3/4,3987 R,,40.5-42,,,Wasafi TV,https://www.lyngsat.com/tvchannels/tz/Wasafi-TV.html,,,False,Vicus Luxlink,,tz,
101.0,Wasafi TV,MPEG-4/SD,1011.0,DVB-S2,3750.0,3/4,3987 R,,40.5-42,,,Wasafi TV,https://www.lyngsat.com/tvchannels/tz/Wasafi-TV.html,,,False,Vicus Luxlink,,tz,
,Wasafi TV,MPEG-4/SD,2261.0,DVB-S2,26000.0,5/6,11218 V,,0,,,Wasafi TV,https://www.lyngsat.com/tvchannels/tz/Wasafi-TV.html,,,False,Vicus Luxlink,,tz,
,Wasafi TV,MPEG-4/SD,2261.0,DVB-S2,26000.0,5/6,11218 V,,0,,,Wasafi TV,https://www.lyngsat.com/tvchannels/tz/Wasafi-TV.html,,,False,Vicus Luxlink,,tz,
98.0,Wasafi FM,,,DVB-S2,3750.0,3/4,3987 R,,40.5-42,,,Wasafi FM,https://www.lyngsat.com/radiochannels/tz/Wasafi-FM.html,,,False,Vicus Luxlink,,tz,
98.0,Wasafi FM,,,DVB-S2,3750.0,3/4,3987 R,,40.5-42,,,Wasafi FM,https://www.lyngsat.com/radiochannels/tz/Wasafi-FM.html,,,False,Vicus Luxlink,,tz,
,Wasafi FM,,,DVB-S2,26000.0,5/6,11218 V,,0,,,Wasafi FM,https://www.lyngsat.com/radiochannels/tz/Wasafi-FM.html,,,False,Vicus Luxlink,,tz,
,Wasafi FM,,,DVB-S2,26000.0,5/6,11218 V,,0,,,Wasafi FM,https://www.lyngsat.com/radiochannels/tz/Wasafi-FM.html,,,False,Vicus Luxlink,,tz,
