SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
1.0,SSBC TV,65535-1MPEG-2/SD,308.0,DVB-S2,1600.0,3/4,3818 R,tp 3,,,,SSBC TV,https://www.lyngsat.com/tvchannels/ss/SSBC-TV.html,False,,Ara,ss,
3002.0,SSBC TV,MPEG-2/SD,3022.0,DVB-S,27500.0,7/8,3934 L,tp 8,,,,SSBC TV,https://www.lyngsat.com/tvchannels/ss/SSBC-TV.html,False,,Ara,ss,
1.0,Vision 4,0-1MPEG-4/HD,258.0,DVB-S2,1261.0,2/3,3851 L,tp 4,,,,,,False,,Fre,,
,DalSat Global,103-103,,DVB-S,4270.0,3/4,3857 L,tp 4,,,https://www.lyngsat.com/providers/so/DalSat-Global.html,,,True,DalSat Global,,,so
102.0,Ebru TV,MPEG-4/SD,211.0,DVB-S,4270.0,3/4,3857 L,tp 4,,,,Ebru TV,https://www.lyngsat.com/tvchannels/ke/Ebru-TV.html,False,DalSat Global,Eng,ke,
104.0,Shabelle TV,MPEG-4/SD,1042.0,DVB-S,4270.0,3/4,3857 L,tp 4,,,,Shabelle TV,https://www.lyngsat.com/tvchannels/so/Shabelle-TV.html,False,DalSat Global,Som,so,
107.0,Rejo Sports,MPEG-4/SD,44.0,DVB-S,4270.0,3/4,3857 L,tp 4,,,,Rejo Sports,https://www.lyngsat.com/tvchannels/so/Rejo-Sports.html,False,DalSat Global,Som,so,
106.0,Ebru Radio,,,DVB-S,4270.0,3/4,3857 L,tp 4,,,,Ebru Radio,https://www.lyngsat.com/radiochannels/ke/Ebru-Radio.html,False,DalSat Global,Som,ke,
1000.0,Eye Radio,?-?,,DVB-S,400.0,3/4,3860 L,tp 4,,,,,,False,DalSat Global,Eng,,
,Hit Radio,1-1,,DVB-S2,1150.0,3/4,3866 L,tp 4,,,https://www.lyngsat.com/providers/ma/Hit-Radio.html,,,True,Hit Radio,,,ma
1000.0,Hit Radio Côte d'Ivoire,,,DVB-S2,1150.0,3/4,3866 L,tp 4,,,,Hit Radio Côte d'Ivoire,https://www.lyngsat.com/radiochannels/ma/Hit-Radio-Cote-dIvoire.html,False,Hit Radio,Fre,ma,
3000.0,Hit Radio Congo,,,DVB-S2,1150.0,3/4,3866 L,tp 4,,,,Hit Radio Congo,https://www.lyngsat.com/radiochannels/ma/Hit-Radio-Congo.html,False,Hit Radio,Fre,ma,
4000.0,Hit Radio Gabon,,,DVB-S2,1150.0,3/4,3866 L,tp 4,,,,Hit Radio Gabon,https://www.lyngsat.com/radiochannels/ma/Hit-Radio-Gabon.html,False,Hit Radio,Fre,ma,
5000.0,Hit Radio Togo,,,DVB-S2,1150.0,3/4,3866 L,tp 4,,,,Hit Radio Togo,https://www.lyngsat.com/radiochannels/ma/Hit-Radio-Togo.html,False,Hit Radio,Fre,ma,
8000.0,Radio Azawan,,,DVB-S2,1150.0,3/4,3866 L,tp 4,,,,Radio Azawan,https://www.lyngsat.com/radiochannels/ma/Radio-Azawan.html,False,Hit Radio,Ara,ma,
8000.0,Radio Azawan,,,DVB-S2,1150.0,3/4,3866 L,tp 4,,,,Radio Azawan,https://www.lyngsat.com/radiochannels/ma/Radio-Azawan.html,False,Hit Radio,Ara,ma,
9000.0,Hit Radio Burkina Faso,,,DVB-S2,1150.0,3/4,3866 L,tp 4,,,,Hit Radio Burkina Faso,https://www.lyngsat.com/radiochannels/ma/Hit-Radio-Burkina-Faso.html,False,Hit Radio,Fre,ma,
10000.0,Hit Radio (Morocco),,,DVB-S2,1150.0,3/4,3866 L,tp 4,,,,Hit Radio (Morocco),https://www.lyngsat.com/radiochannels/ma/Hit-Radio.html,False,Hit Radio,Fre,ma,
10000.0,Hit Radio (Morocco),,,DVB-S2,1150.0,3/4,3866 L,tp 4,,,,Hit Radio (Morocco),https://www.lyngsat.com/radiochannels/ma/Hit-Radio.html,False,Hit Radio,Fre,ma,
12000.0,Hit Radio Niger,,,DVB-S2,1150.0,3/4,3866 L,tp 4,,,,Hit Radio Niger,https://www.lyngsat.com/radiochannels/ma/Hit-Radio-Niger.html,False,Hit Radio,Fre,ma,
,Arabsat,702-621,,DVB-S,27500.0,5/6,3884 R,tp 5,,,https://www.lyngsat.com/providers/sa/Arabsat.html,,,True,Arabsat,,,sa
5052.0,ERI TV 1,MPEG-2/SD,525.0,DVB-S,27500.0,5/6,3884 R,tp 5,,,,ERI TV 1,https://www.lyngsat.com/tvchannels/er/ERI-TV-1.html,False,Arabsat,,er,
5064.0,Ekhbariya TV,MPEG-2/SD,440.0,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Ekhbariya TV,https://www.lyngsat.com/tvchannels/sa/Ekhbariya-TV.html,False,Arabsat,Ara,sa,
5064.0,Ekhbariya TV,MPEG-2/SD,440.0,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Ekhbariya TV,https://www.lyngsat.com/tvchannels/sa/Ekhbariya-TV.html,False,Arabsat,Ara,sa,
5065.0,Thikrayat TV,MPEG-2/SD,441.0,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Thikrayat TV,https://www.lyngsat.com/tvchannels/sa/Thikrayat-TV.html,False,Arabsat,Ara,sa,
5065.0,Thikrayat TV,MPEG-2/SD,441.0,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Thikrayat TV,https://www.lyngsat.com/tvchannels/sa/Thikrayat-TV.html,False,Arabsat,Ara,sa,
5075.0,Elmouritaniya,MPEG-4/SD,39.0,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Elmouritaniya,https://www.lyngsat.com/tvchannels/mr/Elmouritaniya.html,False,Arabsat,Ara,mr,
5075.0,Elmouritaniya,MPEG-4/SD,39.0,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Elmouritaniya,https://www.lyngsat.com/tvchannels/mr/Elmouritaniya.html,False,Arabsat,Ara,mr,
5080.0,Canal Algérie 2,MPEG-2/SD,1200.0,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Canal Algérie 2,https://www.lyngsat.com/tvchannels/dz/Canal-Algerie-2.html,False,Arabsat,Ara,dz,
5645.0,Al Maghribia,MPEG-2/SD,526.0,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Al Maghribia,https://www.lyngsat.com/tvchannels/ma/Al-Maghribia.html,False,Arabsat,Ara,ma,
5645.0,Al Maghribia,MPEG-2/SD,526.0,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Al Maghribia,https://www.lyngsat.com/tvchannels/ma/Al-Maghribia.html,False,Arabsat,Ara,ma,
2.0,Dimtsi Hafash,,,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Dimtsi Hafash,https://www.lyngsat.com/radiochannels/er/Dimtsi-Hafash.html,False,Arabsat,,er,
2.0,Dimtsi Hafash,,,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Dimtsi Hafash,https://www.lyngsat.com/radiochannels/er/Dimtsi-Hafash.html,False,Arabsat,,er,
6.0,Dimtsi Hafash,,,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Dimtsi Hafash,https://www.lyngsat.com/radiochannels/er/Dimtsi-Hafash.html,False,Arabsat,Tir,er,
6.0,Dimtsi Hafash,,,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Dimtsi Hafash,https://www.lyngsat.com/radiochannels/er/Dimtsi-Hafash.html,False,Arabsat,Tir,er,
3.0,Radio Zara FM,,,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Radio Zara FM,https://www.lyngsat.com/radiochannels/er/Radio-Zara-FM.html,False,Arabsat,Tir,er,
3.0,Radio Zara FM,,,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Radio Zara FM,https://www.lyngsat.com/radiochannels/er/Radio-Zara-FM.html,False,Arabsat,Tir,er,
7.0,Radio Zara FM,,,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Radio Zara FM,https://www.lyngsat.com/radiochannels/er/Radio-Zara-FM.html,False,Arabsat,,er,
7.0,Radio Zara FM,,,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Radio Zara FM,https://www.lyngsat.com/radiochannels/er/Radio-Zara-FM.html,False,Arabsat,,er,
5068.0,Radio Coran (Mauritania),,,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Radio Coran (Mauritania),https://www.lyngsat.com/radiochannels/mr/Radio-Coran.html,False,Arabsat,Ara,mr,
5077.0,Radio Mauritanie,,,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Radio Mauritanie,https://www.lyngsat.com/radiochannels/mr/Radio-Mauritanie.html,False,Arabsat,Ara,mr,
5646.0,Ifrikya FM,,,DVB-S,27500.0,5/6,3884 R,tp 5,,,,Ifrikya FM,https://www.lyngsat.com/radiochannels/dz/Ifrikya-FM.html,False,Arabsat,Ara,dz,
,ASBU Bouquet,702-2600,,DVB-S,27500.0,7/8,3934 L,tp 8,,,https://www.lyngsat.com/providers/tn/ASBU-Bouquet.html,,,True,ASBU Bouquet,,,tn
3004.0,Oman TV,MPEG-2/SD,3024.0,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Oman TV,https://www.lyngsat.com/tvchannels/om/Oman-TV.html,False,ASBU Bouquet,Ara,om,
3004.0,Oman TV,MPEG-2/SD,3024.0,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Oman TV,https://www.lyngsat.com/tvchannels/om/Oman-TV.html,False,ASBU Bouquet,Ara,om,
3005.0,KTV 1,MPEG-2/SD,3025.0,DVB-S,27500.0,7/8,3934 L,tp 8,,,,KTV 1,https://www.lyngsat.com/tvchannels/kw/KTV-1.html,False,ASBU Bouquet,Ara,kw,
3005.0,KTV 1,MPEG-2/SD,3025.0,DVB-S,27500.0,7/8,3934 L,tp 8,,,,KTV 1,https://www.lyngsat.com/tvchannels/kw/KTV-1.html,False,ASBU Bouquet,Ara,kw,
3008.0,Saudi TV,MPEG-2/SD,3028.0,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Saudi TV,https://www.lyngsat.com/tvchannels/sa/Saudi-TV.html,False,ASBU Bouquet,Ara,sa,
3008.0,Saudi TV,MPEG-2/SD,3028.0,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Saudi TV,https://www.lyngsat.com/tvchannels/sa/Saudi-TV.html,False,ASBU Bouquet,Ara,sa,
3010.0,Sharjah TV,MPEG-2/SD,3083.0,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Sharjah TV,https://www.lyngsat.com/tvchannels/ae/Sharjah-TV.html,False,ASBU Bouquet,Ara,ae,
3010.0,Sharjah TV,MPEG-2/SD,3083.0,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Sharjah TV,https://www.lyngsat.com/tvchannels/ae/Sharjah-TV.html,False,ASBU Bouquet,Ara,ae,
3011.0,Quran TV (Saudi Arabia),MPEG-2/SD,3121.0,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Quran TV (Saudi Arabia),https://www.lyngsat.com/tvchannels/sa/Quran-TV.html,False,ASBU Bouquet,Ara,sa,
3011.0,Quran TV (Saudi Arabia),MPEG-2/SD,3121.0,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Quran TV (Saudi Arabia),https://www.lyngsat.com/tvchannels/sa/Quran-TV.html,False,ASBU Bouquet,Ara,sa,
3051.0,Sudan TV,MPEG-2/SD,3071.0,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Sudan TV,https://www.lyngsat.com/tvchannels/sd/Sudan-TV.html,False,ASBU Bouquet,Ara,sd,
3111.0,Sunna TV (Saudi Arabia),MPEG-2/SD,3221.0,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Sunna TV (Saudi Arabia),https://www.lyngsat.com/tvchannels/sa/Sunna-TV.html,False,ASBU Bouquet,Ara,sa,
3111.0,Sunna TV (Saudi Arabia),MPEG-2/SD,3221.0,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Sunna TV (Saudi Arabia),https://www.lyngsat.com/tvchannels/sa/Sunna-TV.html,False,ASBU Bouquet,Ara,sa,
3518.0,Alwatania TV,MPEG-2/SD,3041.0,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Alwatania TV,https://www.lyngsat.com/tvchannels/ly/Alwatania-TV.html,False,ASBU Bouquet,Ara,ly,
3518.0,Alwatania TV,MPEG-2/SD,3041.0,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Alwatania TV,https://www.lyngsat.com/tvchannels/ly/Alwatania-TV.html,False,ASBU Bouquet,Ara,ly,
3007.0,Holy Quran Radio (Oman),,,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Holy Quran Radio (Oman),https://www.lyngsat.com/radiochannels/om/Holy-Quran-Radio.html,False,ASBU Bouquet,Ara,om,
3012.0,Radio Al Bayane,,,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Radio Al Bayane,https://www.lyngsat.com/radiochannels/ci/Radio-Al-Bayane.html,False,ASBU Bouquet,Fre,ci,
3012.0,Radio Al Bayane,,,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Radio Al Bayane,https://www.lyngsat.com/radiochannels/ci/Radio-Al-Bayane.html,False,ASBU Bouquet,Fre,ci,
3412.0,Neda Radio,,,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Neda Radio,https://www.lyngsat.com/radiochannels/sa/Neda-Radio.html,False,ASBU Bouquet,Ara,sa,
3412.0,Neda Radio,,,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Neda Radio,https://www.lyngsat.com/radiochannels/sa/Neda-Radio.html,False,ASBU Bouquet,Ara,sa,
3504.0,Riyadh Radio,,,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Riyadh Radio,https://www.lyngsat.com/radiochannels/sa/Riyadh-Radio.html,False,ASBU Bouquet,Ara,sa,
3504.0,Riyadh Radio,,,DVB-S,27500.0,7/8,3934 L,tp 8,,,,Riyadh Radio,https://www.lyngsat.com/radiochannels/sa/Riyadh-Radio.html,False,ASBU Bouquet,Ara,sa,
