SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
1.0,CGN TV,?-?MPEG-2/SD,308.0,DVB-S,3340.0,2/3,11568 H,tp ICHD22,,,,,,False,,Kor,,
1.0,CGN TV,?-?MPEG-2/SD,308.0,DVB-S,3340.0,2/3,11605 H,tp ICHD23,,,,,,False,,Kor,,
,Freesat,?-1,,DVB-S2,40000.0,2/3,12224 H,tp SAHG21,0.0,,https://www.lyngsat.com/providers/lk/Freesat.html,,,True,Freesat,,,lk
1.0,Freesat promo,HEVC/SD,2001.0,DVB-S2,40000.0,2/3,12224 H,tp SAHG21,0.0,Unicas,,,,False,Freesat,,,
2.0,Sri Dalada Maligawa,HEVC/SD,2002.0,DVB-S2,40000.0,2/3,12224 H,tp SAHG21,0.0,,,Sri Dalada Maligawa,https://www.lyngsat.com/tvchannels/lk/Sri-Dalada-Maligawa.html,False,Freesat,,lk,
3.0,Rupavahini,HEVC/SD,2003.0,DVB-S2,40000.0,2/3,12224 H,tp SAHG21,0.0,Unicas,,Rupavahini,https://www.lyngsat.com/tvchannels/lk/Rupavahini.html,False,Freesat,Sin,lk,
3.0,Rupavahini,HEVC/SD,2003.0,DVB-S2,40000.0,2/3,12224 H,tp SAHG21,0.0,Unicas,,Rupavahini,https://www.lyngsat.com/tvchannels/lk/Rupavahini.html,False,Freesat,Sin,lk,
4.0,Nethra TV,HEVC/SD,2004.0,DVB-S2,40000.0,2/3,12224 H,tp SAHG21,0.0,Unicas,,Nethra TV,https://www.lyngsat.com/tvchannels/lk/Nethra-TV.html,False,Freesat,Tam,lk,
4.0,Nethra TV,HEVC/SD,2004.0,DVB-S2,40000.0,2/3,12224 H,tp SAHG21,0.0,Unicas,,Nethra TV,https://www.lyngsat.com/tvchannels/lk/Nethra-TV.html,False,Freesat,Tam,lk,
5.0,ITN (Sri Lanka),HEVC/SD,2005.0,DVB-S2,40000.0,2/3,12224 H,tp SAHG21,0.0,Unicas,,ITN (Sri Lanka),https://www.lyngsat.com/tvchannels/lk/ITN.html,False,Freesat,Sin,lk,
5.0,ITN (Sri Lanka),HEVC/SD,2005.0,DVB-S2,40000.0,2/3,12224 H,tp SAHG21,0.0,Unicas,,ITN (Sri Lanka),https://www.lyngsat.com/tvchannels/lk/ITN.html,False,Freesat,Sin,lk,
6.0,Vasantham TV,HEVC/SD,2006.0,DVB-S2,40000.0,2/3,12224 H,tp SAHG21,0.0,Unicas,,Vasantham TV,https://www.lyngsat.com/tvchannels/lk/Vasantham-TV.html,False,Freesat,Tam,lk,
6.0,Vasantham TV,HEVC/SD,2006.0,DVB-S2,40000.0,2/3,12224 H,tp SAHG21,0.0,Unicas,,Vasantham TV,https://www.lyngsat.com/tvchannels/lk/Vasantham-TV.html,False,Freesat,Tam,lk,
7.0,TNL TV,HEVC/SD,2007.0,DVB-S2,40000.0,2/3,12224 H,tp SAHG21,0.0,Unicas,,TNL TV,https://www.lyngsat.com/tvchannels/lk/TNL-TV.html,False,Freesat,,lk,
7.0,TNL TV,HEVC/SD,2007.0,DVB-S2,40000.0,2/3,12224 H,tp SAHG21,0.0,Unicas,,TNL TV,https://www.lyngsat.com/tvchannels/lk/TNL-TV.html,False,Freesat,,lk,
8.0,Sirasa TV,HEVC/SD,2008.0,DVB-S2,40000.0,2/3,12224 H,tp SAHG21,0.0,Unicas,,Sirasa TV,https://www.lyngsat.com/tvchannels/lk/Sirasa-TV.html,False,Freesat,Sin,lk,
9.0,Shakthi TV,HEVC/SD,2009.0,DVB-S2,40000.0,2/3,12224 H,tp SAHG21,0.0,Unicas,,Shakthi TV,https://www.lyngsat.com/tvchannels/lk/Shakthi-TV.html,False,Freesat,Tam,lk,
10.0,TV 1 (Sri Lanka),HEVC/SD,2010.0,DVB-S2,40000.0,2/3,12224 H,tp SAHG21,0.0,Unicas,,TV 1 (Sri Lanka),https://www.lyngsat.com/tvchannels/lk/TV-1.html,False,Freesat,,lk,
11.0,Swarnavahini,HEVC/SD,2011.0,DVB-S2,40000.0,2/3,12224 H,tp SAHG21,0.0,Unicas,,Swarnavahini,https://www.lyngsat.com/tvchannels/lk/Swarnavahini.html,False,Freesat,Sin,lk,
11.0,Swarnavahini,HEVC/SD,2011.0,DVB-S2,40000.0,2/3,12224 H,tp SAHG21,0.0,Unicas,,Swarnavahini,https://www.lyngsat.com/tvchannels/lk/Swarnavahini.html,False,Freesat,Sin,lk,
