SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
,NEP Connect,1-201,,DVB-S,27500,3/4,11727 H,tp B1,0-47,"Irdeto,PowerVu",https://www.lyngsat.com/providers/uk/NEP-Connect.html,,,,,True,NEP Connect,,,uk
,NEP Connect,1-201,,DVB-S,27500,3/4,11727 H,tp B1,0-47,"Irdeto,PowerVu",https://www.lyngsat.com/providers/uk/NEP-Connect.html,,,,,True,NEP Connect,,,uk
,NEP Connect,1-101,,DVB-S,27500,3/4,12418 H,tp B37,0-47,PowerVu,https://www.lyngsat.com/providers/uk/NEP-Connect.html,,,,,True,NEP Connect,,,uk
,NEP Connect,1-101,,DVB-S,27500,3/4,12418 H,tp B37,0-47,PowerVu,https://www.lyngsat.com/providers/uk/NEP-Connect.html,,,,,True,NEP Connect,,,uk
66.0,Ladbrokes 1,MPEG-2/SD,1310.0,DVB-S,27500,3/4,11727 H,tp B1,0-47,PowerVu,,Ladbrokes 1,https://www.lyngsat.com/tvchannels/uk/Ladbrokes-1.html,,,False,NEP Connect,Eng,uk,
95.0,Racing TVi,MPEG-4/SD,110.0,DVB-S,27500,3/4,11727 H,tp B1,0-47,Irdeto,,Racing TVi,https://www.lyngsat.com/tvchannels/uk/Racing-TVi.html,,,False,NEP Connect,Eng,uk,
136.0,SIS Two,MPEG-2/SD,1910.0,DVB-S,27500,3/4,11727 H,tp B1,0-47,PowerVu,,SIS Two,https://www.lyngsat.com/tvchannels/uk/SIS-Two.html,,,False,NEP Connect,Eng,uk,
160.0,Betfred TV 1,MPEG-4/SD,210.0,DVB-S,27500,3/4,11727 H,tp B1,0-47,Irdeto,,Betfred TV 1,https://www.lyngsat.com/tvchannels/uk/Betfred-TV-1.html,,,False,NEP Connect,Eng,uk,
162.0,Betfred TV 2,MPEG-4/SD,310.0,DVB-S,27500,3/4,11727 H,tp B1,0-47,Irdeto,,Betfred TV 2,https://www.lyngsat.com/tvchannels/uk/Betfred-TV-2.html,,,False,NEP Connect,Eng,uk,
163.0,Betfred TV 3,MPEG-4/SD,410.0,DVB-S,27500,3/4,11727 H,tp B1,0-47,Irdeto,,Betfred TV 3,https://www.lyngsat.com/tvchannels/uk/Betfred-TV-3.html,,,False,NEP Connect,Eng,uk,
,SES Ukraine,85-43,,DVB-S2,30000,3/4,11747 V,tp B2,0-47,,https://www.lyngsat.com/providers/lu/SES-Ukraine.html,,,,,True,SES Ukraine,,,lu
,SES Ukraine,85-43,,DVB-S2,30000,3/4,11747 V,tp B2,0-47,,https://www.lyngsat.com/providers/lu/SES-Ukraine.html,,,,,True,SES Ukraine,,,lu
,SES Ukraine,85-43,,DVB-S2,30000,3/4,11747 V,tp B2,0-47,,https://www.lyngsat.com/providers/lu/SES-Ukraine.html,,,,,True,SES Ukraine,,,lu
,SES Ukraine,85-43,,DVB-S2,30000,3/4,11747 V,tp B2,0-47,,https://www.lyngsat.com/providers/lu/SES-Ukraine.html,,,,,True,SES Ukraine,,,lu
,SES Ukraine,85-4219,,DVB-S2,30000,2/3,12073 H,tp B19,0-47,,https://www.lyngsat.com/providers/lu/SES-Ukraine.html,,,,,True,SES Ukraine,,,lu
,SES Ukraine,85-4219,,DVB-S2,30000,2/3,12073 H,tp B19,0-47,,https://www.lyngsat.com/providers/lu/SES-Ukraine.html,,,,,True,SES Ukraine,,,lu
,SES Ukraine,85-4219,,DVB-S2,30000,2/3,12073 H,tp B19,0-47,,https://www.lyngsat.com/providers/lu/SES-Ukraine.html,,,,,True,SES Ukraine,,,lu
,SES Ukraine,85-4219,,DVB-S2,30000,2/3,12073 H,tp B19,0-47,,https://www.lyngsat.com/providers/lu/SES-Ukraine.html,,,,,True,SES Ukraine,,,lu
,SES Ukraine,85-16,,DVB-S,27500,3/4,12130 V,tp B22,0-47,,https://www.lyngsat.com/providers/lu/SES-Ukraine.html,,,,,True,SES Ukraine,,,lu
,SES Ukraine,85-16,,DVB-S,27500,3/4,12130 V,tp B22,0-47,,https://www.lyngsat.com/providers/lu/SES-Ukraine.html,,,,,True,SES Ukraine,,,lu
,SES Ukraine,85-16,,DVB-S,27500,3/4,12130 V,tp B22,0-47,,https://www.lyngsat.com/providers/lu/SES-Ukraine.html,,,,,True,SES Ukraine,,,lu
