SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
,(feeds),,,DVB-S2,7200,3/4,11460 H,tp 1,,,,,,,,False,,,,
,(feeds),,,DVB-S2,3750,2/3,11460 V,tp 2,,,,,,,,False,,,,
,(feeds),,,DVB-S2,3214,3/4,11469 H,tp 1,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7200,3/4,11470 V,tp 2,,,,,,,,False,,,,
,(feeds),,,DVB-S,4444,3/4,11479 H,tp 1,,,,,,,,False,,,,
,(feeds),,,DVB-S2,6975,5/6,11480 V,tp 2,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7200,3/4,11488 V,tp 2,,,,,,,,False,,,,
,(feeds),,,DVB-S2,5000,5/6,11490 H,tp 1,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7200,3/4,11501 H,tp 3,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7200,3/4,11502 V,tp 4,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7200,3/4,11510 H,tp 3,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7200,3/4,11510 V,tp 4,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7200,3/4,11519 H,tp 3,,,,,,,,False,,,,
,(feeds),,,DVB-S2,3650,3/4,11527 H,tp 3,,,,,,,,False,,,,
,(feeds),,,DVB-S2,9874,3/4,11527 V,tp 4,,,,,,,,False,,,,
,(feeds),,,DVB-S,6111,3/4,11581 V,tp 8,,,,,,,,False,,,,
,(feeds),,,DVB-S2,4800,3/4,11586 H,tp 7,,,,,,,,False,,,,
,(feeds),,,DVB-S2,2400,2/3,11590 H,tp 7,,,,,,,,False,,,,
,(feeds),,,DVB-S2,4800,2/3,11596 H,tp 7,,,,,,,,False,,,,
,(feeds),,,DVB-S2,4500,2/3,11601 V,tp 8,,,,,,,,False,,,,
,(feeds),,,DVB-S2,2400,2/3,11602 H,tp 7,,,,,,,,False,,,,
,(feeds),,,DVB-S2,4800,3/4,11609 H,tp 7,,,,,,,,False,,,,
,(feeds),,,DVB-S2,4800,3/4,11620 V,tp 10,,,,,,,,False,,,,
,(feeds),,,DVB-S,6666,7/8,11630 H,tp 9,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7200,3/4,11631 V,tp 10,,,,,,,,False,,,,
,(feeds),,,DVB-S2,3630,2/3,11636 H,tp 9,,,,,,,,False,,,,
,(feeds),,,DVB-S2,6975,5/6,11640 V,tp 10,,,,,,,,False,,,,
,(feeds),,,DVB-S2,6975,5/6,11649 V,tp 10,,,,,,,,False,,,,
,(feeds),,,DVB-S2,5000,3/4,11659 H,tp 9,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7200,3/4,11661 V,tp 12,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7500,3/4,11670 H,tp 11,,,,,,,,False,,,,
,(feeds),,,DVB-S2,3750,3/4,11673 V,tp 12,,,,,,,,False,,,,
,(feeds),,,DVB-S2,6332,2/3,11679 H,tp 11,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7200,3/4,11680 V,tp 12,,,,,,,,False,,,,
,(feeds),,,DVB-S2,2750,3/4,11686 V,tp 12,,,,,,,,False,,,,
,(feeds),,,DVB-S2,9874,3/4,11687 H,tp 11,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7200,3/4,12511 V,tp 14,,,,,,,,False,,,,
,(feeds),,,DVB-S2,6975,5/6,12519 V,tp 14,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7200,3/4,12530 V,tp 14,,,,,,,,False,,,,
,(feeds),,,DVB-S2,3750,3/4,12540 V,tp 14,,,,,,,,False,,,,
,(feeds),,,DVB-S2,14400,3/4,12550 H,tp 15,,,,,,,,False,,,,
