SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
,(feeds),,,DVB-S2,4444.0,3/4,10955 H,tp 20,,,,,,,,False,,,,
,(feeds),,,DVB-S2,4444.0,5/6,10962 H,tp 20,,,,,,,,False,,,,
,(feeds),,,DVB-S2,6666.0,5/6,10970 H,tp 20,,,,,,,,False,,,,
,(feeds),,,DVB-S2,3000.0,5/6,10973 V,tp 8,,,,,,,,False,,,,
,(feeds),,,DVB-S2,2500.0,5/6,10976 H,tp 20,,,,,,,,False,,,,
,(feeds),,,DVB-S2,3333.0,5/6,10978 V,tp 8,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7500.0,5/6,10982 H,tp 20,,,,,,,,False,,,,
,(feeds),,,DVB-S2,4444.0,5/6,10985 V,tp 8,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7500.0,3/4,10999 V,tp 9,,,,,,,,False,,,,
,(feeds),,,DVB-S2,3333.0,5/6,11005 V,tp 9,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7500.0,3/4,11014 V,tp 9,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7500.0,3/4,11024 V,tp 9,,,,,,,,False,,,,
,(feeds),,,DVB-S2,4444.0,5/6,11038 H,tp 22,,,,,,,,False,,,,
,(feeds),,,DVB-S2,5444.0,3/4,11045 H,tp 22,,,,,,,,False,,,,
,(feeds),,,DVB-S2,4444.0,5/6,11062 H,tp 22,,,,,,,,False,,,,
,(feeds),,,DVB-S2,2222.0,5/6,11065 H,tp 22,,,,,,,,False,,,,
,(feeds),,,DVB-S2,4100.0,5/6,11069 H,tp 22,,,,,,,,False,,,,
,(feeds),,,DVB-S2,7500.0,3/4,11085 V,tp 11,,,,,,,,False,,,,
,(feeds),,,DVB-S2,5925.0,5/6,11095 V,tp 11,,,,,,,,False,,,,
,(feeds),,,DVB-S2,3333.0,5/6,11105 V,tp 11,,,,,,,,False,,,,
