SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
,Dunya Media Group,,,DVB-S2,12000.0,3/5,3718 V,,37-39,,https://www.lyngsat.com/providers/pk/Dunya-Media-Group.html,,,True,Dunya Media Group,,,pk
1,Dunya News,MPEG-4/HD,101.0,DVB-S2,12000.0,3/5,3718 V,,37-39,,,Dunya News,https://www.lyngsat.com/tvchannels/pk/Dunya-News.html,False,Dunya Media Group,Urd,pk,
1,Dunya News,MPEG-4/HD,101.0,DVB-S2,12000.0,3/5,3718 V,,37-39,,,Dunya News,https://www.lyngsat.com/tvchannels/pk/Dunya-News.html,False,Dunya Media Group,Urd,pk,
2,Lahore News,MPEG-4/HD,201.0,DVB-S2,12000.0,3/5,3718 V,,37-39,,,Lahore News,https://www.lyngsat.com/tvchannels/pk/Lahore-News.html,False,Dunya Media Group,,pk,
2,Lahore News,MPEG-4/HD,201.0,DVB-S2,12000.0,3/5,3718 V,,37-39,,,Lahore News,https://www.lyngsat.com/tvchannels/pk/Lahore-News.html,False,Dunya Media Group,,pk,
4,Dunya Entertainment,MPEG-4/SD,401.0,DVB-S2,12000.0,3/5,3718 V,,37-39,,,Dunya Entertainment,https://www.lyngsat.com/tvchannels/pk/Dunya-Entertainment.html,False,Dunya Media Group,,pk,
,,,,DVB-S2,12000.0,3/5,3730 V,,37-39,,,,,False,Dunya Media Group,,,
,,,,DVB-S2,7200.0,3/5,3740 V,,37-39,,,,,False,Dunya Media Group,,,
,,1-1,,DVB-S2,7700.0,3/4,3770 V,,37-39,,,,,False,Dunya Media Group,,,
,,,,DVB-S2,4000.0,3/4,3792 V,,37-39,BISS 1,,,,False,Dunya Media Group,,,
,,,,DVB-S2,6500.0,3/4,3834 H,,37-39,,,,,False,Dunya Media Group,,,
,,,,DVB-S2,4800.0,3/4,4024 H,,37-39,,,,,False,Dunya Media Group,,,
,,,,DVB-S2,3232.0,3/4,4047 V,,37-39,,,,,False,Dunya Media Group,,,
,,,,DVB-S2,3200.0,5/6,4064 V,,37-39,,,,,False,Dunya Media Group,,,
,,0-0,,DVB-S2,6150.0,3/4,4074 V,,37-39,,,,,False,Dunya Media Group,,,
,,.-.,,DVB-S2,2800.0,3/4,4101 V,,37-39,,,,,False,Dunya Media Group,,,
,,1-1,,DVB-S2,4800.0,5/6,4115 V,,37-39,,,,,False,Dunya Media Group,,,
,,65535-0,,DVB-S2,2490.0,3/5,4120 V,,37-39,,,,,False,Dunya Media Group,,,
,,65535-1,,DVB-S2,5000.0,3/4,4181 V,,37-39,,,,,False,Dunya Media Group,,,
,,,,DVB-S2,5000.0,3/4,4186 V,,37-39,,,,,False,Dunya Media Group,,,
1,92 News,MPEG-4/HD,92.0,DVB-S2,7200.0,3/5,3740 V,,37-39,,,92 News,https://www.lyngsat.com/tvchannels/pk/92-News.html,False,Dunya Media Group,,pk,
1,92 News,MPEG-4/HD,92.0,DVB-S2,7200.0,3/5,3740 V,,37-39,,,92 News,https://www.lyngsat.com/tvchannels/pk/92-News.html,False,Dunya Media Group,,pk,
2,11 News,MPEG-4/SD,93.0,DVB-S2,7200.0,3/5,3740 V,,37-39,,,11 News,https://www.lyngsat.com/tvchannels/pk/11-News.html,False,Dunya Media Group,,pk,
3,92 Entertainment,MPEG-2/SD,94.0,DVB-S2,7200.0,3/5,3740 V,,37-39,,,92 Entertainment,https://www.lyngsat.com/tvchannels/pk/92-Entertainment.html,False,Dunya Media Group,,pk,
1,9 News HD,?-?MPEG-4/HD,33.0,DVB-S2,1500.0,5/6,3745 V,,37-39,,,,,False,Dunya Media Group,,,
,VU TV Network,,,DVB-S2,7500.0,3/4,3754 V,,37-39,,https://www.lyngsat.com/providers/pk/VU-TV-Network.html,,,True,VU TV Network,,,pk
1,VU TV Network 1,MPEG-4/SD,33.0,DVB-S2,7500.0,3/4,3754 V,,37-39,,,VU TV Network 1,https://www.lyngsat.com/tvchannels/pk/VU-TV-Network-1.html,False,VU TV Network,Urd,pk,
2,VU TV Network 2,MPEG-4/SD,35.0,DVB-S2,7500.0,3/4,3754 V,,37-39,,,VU TV Network 2,https://www.lyngsat.com/tvchannels/pk/VU-TV-Network-2.html,False,VU TV Network,Urd,pk,
3,VU TV Network 3,MPEG-4/SD,40.0,DVB-S2,7500.0,3/4,3754 V,,37-39,,,VU TV Network 3,https://www.lyngsat.com/tvchannels/pk/VU-TV-Network-3.html,False,VU TV Network,Urd,pk,
4,VU TV Network 4,MPEG-4/SD,66.0,DVB-S2,7500.0,3/4,3754 V,,37-39,,,VU TV Network 4,https://www.lyngsat.com/tvchannels/pk/VU-TV-Network-4.html,False,VU TV Network,Urd,pk,
,Suno FM,1-1,,DVB-S,1003.0,1/2,3760 H,,37-39,,https://www.lyngsat.com/providers/pk/Suno-FM.html,Suno FM,https://www.lyngsat.com/radiochannels/pk/Suno-FM.html,True,Suno FM,,pk,pk
257,Suno FM,,,DVB-S,1003.0,1/2,3760 H,,37-39,,https://www.lyngsat.com/providers/pk/Suno-FM.html,Suno FM,https://www.lyngsat.com/radiochannels/pk/Suno-FM.html,True,Suno FM,,pk,pk
258,Suno FM GB,,,DVB-S,1003.0,1/2,3760 H,,37-39,,,Suno FM GB,https://www.lyngsat.com/radiochannels/pk/Suno-FM-GB.html,False,Suno FM,,pk,
1,Suno News HD,?-?MPEG-4/HD,33.0,DVB-S2,4100.0,3/5,3762 V,,37-39,,,,,False,Suno FM,Urd,,
1,24 News HD,MPEG-4/SD,257.0,DVB-S2,7700.0,3/4,3770 V,,37-39,,,24 News HD,https://www.lyngsat.com/tvchannels/pk/24-News-HD.html,False,Suno FM,,pk,
1,24 News HD,MPEG-4/SD,257.0,DVB-S2,7700.0,3/4,3770 V,,37-39,,,24 News HD,https://www.lyngsat.com/tvchannels/pk/24-News-HD.html,False,Suno FM,,pk,
2,City 42,MPEG-4/SD,261.0,DVB-S2,7700.0,3/4,3770 V,,37-39,,,City 42,https://www.lyngsat.com/tvchannels/pk/City-42.html,False,Suno FM,Urd,pk,
2,City 42,MPEG-4/SD,261.0,DVB-S2,7700.0,3/4,3770 V,,37-39,,,City 42,https://www.lyngsat.com/tvchannels/pk/City-42.html,False,Suno FM,Urd,pk,
3,City 41,MPEG-4/SD,266.0,DVB-S2,7700.0,3/4,3770 V,,37-39,,,City 41,https://www.lyngsat.com/tvchannels/pk/City-41.html,False,Suno FM,Urd,pk,
4,Rohi TV,MPEG-4/SD,271.0,DVB-S2,7700.0,3/4,3770 V,,37-39,,,Rohi TV,https://www.lyngsat.com/tvchannels/pk/Rohi-TV.html,False,Suno FM,Lah,pk,
6,City 21,MPEG-4/SD,281.0,DVB-S2,7700.0,3/4,3770 V,,37-39,,,City 21,https://www.lyngsat.com/tvchannels/pk/City-21.html,False,Suno FM,,pk,
,AJK TV,MPEG-2/SD,308.0,DVB-S,2600.0,3/4,3778 V,,37-39,,,,,False,Suno FM,,,
1,Green Entertainment,?-1MPEG-4/HD,101.0,DVB-S2,6348.0,3/5,3783 V,,37-39,,,,,False,Suno FM,,,
1,Aan TV,MPEG-4/HD,106.0,DVB-S2,4000.0,3/4,3792 V,,37-39,,,Aan TV,https://www.lyngsat.com/tvchannels/pk/Aan-TV.html,False,Suno FM,,pk,
2,Planet 6 tests,MPEG-4/SD,36.0,DVB-S2,4000.0,3/4,3792 V,,37-39,BISS 1,,,,False,Suno FM,,,
3,M-News,MPEG-4/SD,33.0,DVB-S2,4000.0,3/4,3792 V,,37-39,,,M-News,https://www.lyngsat.com/tvchannels/--/M-News.html,False,Suno FM,,--,
4,M-Life,HEVC/SD,39.0,DVB-S2,4000.0,3/4,3792 V,,37-39,BISS 1,,M-Life,https://www.lyngsat.com/tvchannels/--/M-Life.html,False,Suno FM,,--,
5,M-Sports,HEVC/SD,42.0,DVB-S2,4000.0,3/4,3792 V,,37-39,BISS 1,,M-Sports,https://www.lyngsat.com/tvchannels/--/M-Sports.html,False,Suno FM,,--,
6,Me TV,HEVC/SD,45.0,DVB-S2,4000.0,3/4,3792 V,,37-39,BISS 1,,Me TV,https://www.lyngsat.com/tvchannels/--/Me-TV.html,False,Suno FM,,--,
,TeleNest,1-1,,DVB-S2,5500.0,3/4,3799 V,,37-39,,https://www.lyngsat.com/providers/pk/TeleNest.html,,,True,TeleNest,,,pk
,TeleNest,1-1,,DVB-S2,5500.0,3/4,3799 V,,37-39,,https://www.lyngsat.com/providers/pk/TeleNest.html,,,True,TeleNest,,,pk
,TeleNest,,,DVB-S2,6944.0,3/4,3969 V,,37-39,,https://www.lyngsat.com/providers/pk/TeleNest.html,,,True,TeleNest,,,pk
,TeleNest,,,DVB-S2,6944.0,3/4,3969 V,,37-39,,https://www.lyngsat.com/providers/pk/TeleNest.html,,,True,TeleNest,,,pk
15,Kohenoor News,MPEG-4/SD,156.0,DVB-S2,5500.0,3/4,3799 V,,37-39,,,Kohenoor News,https://www.lyngsat.com/tvchannels/pk/Kohenoor-News.html,False,TeleNest,Urd,pk,
15,Kohenoor News,MPEG-4/SD,156.0,DVB-S2,5500.0,3/4,3799 V,,37-39,,,Kohenoor News,https://www.lyngsat.com/tvchannels/pk/Kohenoor-News.html,False,TeleNest,Urd,pk,
20,V Entertainment,MPEG-4/SD,261.0,DVB-S2,5500.0,3/4,3799 V,,37-39,,,V Entertainment,https://www.lyngsat.com/tvchannels/pk/V-Entertainment.html,False,TeleNest,,pk,
25,Filmazia Punjabi,MPEG-4/SD,266.0,DVB-S2,5500.0,3/4,3799 V,,37-39,,,Filmazia Punjabi,https://www.lyngsat.com/tvchannels/pk/Filmazia-Punjabi.html,False,TeleNest,,pk,
30,Filmazia Pashto,MPEG-4/SD,271.0,DVB-S2,5500.0,3/4,3799 V,,37-39,,,Filmazia Pashto,https://www.lyngsat.com/tvchannels/pk/Filmazia-Pashto.html,False,TeleNest,Pus,pk,
35,Filmazia,MPEG-4/SD,276.0,DVB-S2,5500.0,3/4,3799 V,,37-39,,,Filmazia,https://www.lyngsat.com/tvchannels/pk/Filmazia.html,False,TeleNest,,pk,
40,Filmazia Gaane,MPEG-4/SD,281.0,DVB-S2,5500.0,3/4,3799 V,,37-39,,,Filmazia Gaane,https://www.lyngsat.com/tvchannels/pk/Filmazia-Gaane.html,False,TeleNest,,pk,
50,Pakistan 1,MPEG-4/SD,291.0,DVB-S2,5500.0,3/4,3799 V,,37-39,,,Pakistan 1,https://www.lyngsat.com/tvchannels/pk/Pakistan-1.html,False,TeleNest,,pk,
55,South Asia Global TV,MPEG-4/SD,296.0,DVB-S2,5500.0,3/4,3799 V,,37-39,,,South Asia Global TV,https://www.lyngsat.com/tvchannels/pk/South-Asia-Global-TV.html,False,TeleNest,Eng,pk,
55,South Asia Global TV,MPEG-4/SD,296.0,DVB-S2,5500.0,3/4,3799 V,,37-39,,,South Asia Global TV,https://www.lyngsat.com/tvchannels/pk/South-Asia-Global-TV.html,False,TeleNest,Eng,pk,
60,[Hadi TV 1 info card],MPEG-4/SD,302.0,DVB-S2,5500.0,3/4,3799 V,,37-39,,,,,False,TeleNest,,,
,Geo TV Network,,,DVB-S2,16855.0,3/5,3813 V,,37-39,Conax,https://www.lyngsat.com/providers/pk/Geo-TV-Network.html,,,True,Geo TV Network,,,pk
1050,Geo News,MPEG-4/HD,101.0,DVB-S2,16855.0,3/5,3813 V,,37-39,,,Geo News,https://www.lyngsat.com/tvchannels/pk/Geo-News.html,False,Geo TV Network,Urd,pk,
1050,Geo News,MPEG-4/HD,101.0,DVB-S2,16855.0,3/5,3813 V,,37-39,,,Geo News,https://www.lyngsat.com/tvchannels/pk/Geo-News.html,False,Geo TV Network,Urd,pk,
1060,Geo TV,MPEG-4/HD,102.0,DVB-S2,16855.0,3/5,3813 V,,37-39,Conax,,Geo TV,https://www.lyngsat.com/tvchannels/pk/Geo-TV.html,False,Geo TV Network,Urd,pk,
1070,Geo Kahani,MPEG-4/HD,103.0,DVB-S2,16855.0,3/5,3813 V,,37-39,Conax,,Geo Kahani,https://www.lyngsat.com/tvchannels/pk/Geo-Kahani.html,False,Geo TV Network,,pk,
1070,Geo Kahani,MPEG-4/HD,103.0,DVB-S2,16855.0,3/5,3813 V,,37-39,Conax,,Geo Kahani,https://www.lyngsat.com/tvchannels/pk/Geo-Kahani.html,False,Geo TV Network,,pk,
1080,Geo Super,MPEG-4/HD,104.0,DVB-S2,16855.0,3/5,3813 V,,37-39,Conax,,Geo Super,https://www.lyngsat.com/tvchannels/pk/Geo-Super.html,False,Geo TV Network,Urd,pk,
1090,Geo Tez,MPEG-4/HD,105.0,DVB-S2,16855.0,3/5,3813 V,,37-39,,,Geo Tez,https://www.lyngsat.com/tvchannels/pk/Geo-Tez.html,False,Geo TV Network,Urd,pk,
1090,Geo Tez,MPEG-4/HD,105.0,DVB-S2,16855.0,3/5,3813 V,,37-39,,,Geo Tez,https://www.lyngsat.com/tvchannels/pk/Geo-Tez.html,False,Geo TV Network,Urd,pk,
1100,Geo Middle East,MPEG-4/HD,106.0,DVB-S2,16855.0,3/5,3813 V,,37-39,Conax,,Geo Middle East,https://www.lyngsat.com/tvchannels/pk/Geo-Middle-East.html,False,Geo TV Network,Urd,pk,
,Gourmet News Network,MPEG-4/HD,33.0,DVB-S2,4000.0,3/5,3832 V,,37-39,,,,,False,Geo TV Network,Urd,,
