SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
,(VTV feeds),,,DVB-S,3000,3/4,3475 V,tp 2V,,,,,,,,False,,,,
,(feeds),,,DVB-S,1600,3/4,3493 H,tp 2H,,,,,,,,False,,,,
,(feeds),,,DVB-S2,3500,3/4,3569 V,tp 5V,,,,,,,,False,,,,
,[PANP 2 test card],MPEG-2/SD,308.0,DVB-S,1550,3/4,3798 H,,,,,,,,,False,,,,
801.0,VTC Digital promo,MPEG-4/SD,601.0,DVB-S2,28800,3/4,10968 H,tp 1,,,,,,,,False,,Vie,,
805.0,Quang Ninh TV 1,MPEG-4/HD,605.0,DVB-S2,28800,3/4,10968 H,tp 1,,,,Quang Ninh TV 1,https://www.lyngsat.com/tvchannels/vn/Quang-Ninh-TV-1.html,,,False,,Vie,vn,
806.0,Quang Ninh TV 3,MPEG-4/HD,606.0,DVB-S2,28800,3/4,10968 H,tp 1,,,,Quang Ninh TV 3,https://www.lyngsat.com/tvchannels/vn/Quang-Ninh-TV-3.html,,,False,,Vie,vn,
807.0,Quoc Hoi TV,MPEG-4/HD,607.0,DVB-S2,28800,3/4,10968 H,tp 1,,,,Quoc Hoi TV,https://www.lyngsat.com/tvchannels/vn/Quoc-Hoi-TV.html,,,False,,Vie,vn,
819.0,Nhan Dan TV,MPEG-4/HD,619.0,DVB-S2,28800,3/4,10968 H,tp 1,,,,Nhan Dan TV,https://www.lyngsat.com/tvchannels/vn/Nhan-Dan-TV.html,,,False,,Vie,vn,
819.0,Nhan Dan TV,MPEG-4/HD,619.0,DVB-S2,28800,3/4,10968 H,tp 1,,,,Nhan Dan TV,https://www.lyngsat.com/tvchannels/vn/Nhan-Dan-TV.html,,,False,,Vie,vn,
820.0,V News,MPEG-4/HD,620.0,DVB-S2,28800,3/4,10968 H,tp 1,,,,V News,https://www.lyngsat.com/tvchannels/vn/V-News.html,,,False,,Vie,vn,
820.0,V News,MPEG-4/HD,620.0,DVB-S2,28800,3/4,10968 H,tp 1,,,,V News,https://www.lyngsat.com/tvchannels/vn/V-News.html,,,False,,Vie,vn,
821.0,Vinh Long TV 1,MPEG-4/HD,621.0,DVB-S2,28800,3/4,10968 H,tp 1,,,,Vinh Long TV 1,https://www.lyngsat.com/tvchannels/vn/Vinh-Long-TV-1.html,,,False,,Vie,vn,
821.0,Vinh Long TV 1,MPEG-4/HD,621.0,DVB-S2,28800,3/4,10968 H,tp 1,,,,Vinh Long TV 1,https://www.lyngsat.com/tvchannels/vn/Vinh-Long-TV-1.html,,,False,,Vie,vn,
822.0,Vinh Long TV 2,MPEG-4/HD,622.0,DVB-S2,28800,3/4,10968 H,tp 1,,,,Vinh Long TV 2,https://www.lyngsat.com/tvchannels/vn/Vinh-Long-TV-2.html,,,False,,Vie,vn,
822.0,Vinh Long TV 2,MPEG-4/HD,622.0,DVB-S2,28800,3/4,10968 H,tp 1,,,,Vinh Long TV 2,https://www.lyngsat.com/tvchannels/vn/Vinh-Long-TV-2.html,,,False,,Vie,vn,
823.0,Hai Phong TV,MPEG-4/HD,623.0,DVB-S2,28800,3/4,10968 H,tp 1,,,,Hai Phong TV,https://www.lyngsat.com/tvchannels/vn/Hai-Phong-TV.html,,,False,,Vie,vn,
823.0,Hai Phong TV,MPEG-4/HD,623.0,DVB-S2,28800,3/4,10968 H,tp 1,,,,Hai Phong TV,https://www.lyngsat.com/tvchannels/vn/Hai-Phong-TV.html,,,False,,Vie,vn,
824.0,THP+,MPEG-4/HD,624.0,DVB-S2,28800,3/4,10968 H,tp 1,,,,THP+,https://www.lyngsat.com/tvchannels/vn/THP-.html,,,False,,Vie,vn,
824.0,THP+,MPEG-4/HD,624.0,DVB-S2,28800,3/4,10968 H,tp 1,,,,THP+,https://www.lyngsat.com/tvchannels/vn/THP-.html,,,False,,Vie,vn,
826.0,Phu Tho TV,MPEG-4/HD,626.0,DVB-S2,28800,3/4,10968 H,tp 1,,,,Phu Tho TV,https://www.lyngsat.com/tvchannels/vn/Phu-Tho-TV.html,,,False,,Vie,vn,
826.0,Phu Tho TV,MPEG-4/HD,626.0,DVB-S2,28800,3/4,10968 H,tp 1,,,,Phu Tho TV,https://www.lyngsat.com/tvchannels/vn/Phu-Tho-TV.html,,,False,,Vie,vn,
861.0,Phu Tho Radio,,,DVB-S2,28800,3/4,10968 H,tp 1,,,,Phu Tho Radio,https://www.lyngsat.com/radiochannels/vn/Phu-Tho-Radio.html,,,False,,Vie,vn,
862.0,Quang Ninh Radio 1,,,DVB-S2,28800,3/4,10968 H,tp 1,,,,Quang Ninh Radio 1,https://www.lyngsat.com/radiochannels/vn/Quang-Ninh-Radio-1.html,,,False,,Vie,vn,
1003.0,SCJ TV Shopping,MPEG-4/SD,3103.0,DVB-S2,14400,3/4,11008 H,tp 2,,,,SCJ TV Shopping,https://www.lyngsat.com/tvchannels/kr/SCJ-TV-Shopping.html,,,False,,Vie,kr,
1006.0,[test card],MPEG-4/SD,3106.0,DVB-S2,14400,3/4,11008 H,tp 2,,,,,,,,False,,,,
1011.0,[test card],MPEG-4/SD,3111.0,DVB-S2,14400,3/4,11008 H,tp 2,,,,,,,,False,,,,
1627.0,[test card],MPEG-4/SD,227.0,DVB-S2,23200,3/4,11472 H,tp 7,,,,,,,,False,,,,
1009.0,An Ninh TV,MPEG-4/HD,3109.0,DVB-S2,14400,3/4,11008 H,tp 2,,,,An Ninh TV,https://www.lyngsat.com/tvchannels/vn/An-Ninh-TV.html,,,False,,Vie,vn,
