SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
59232.0,TV Assembleia Paraná,8323-177MPEG-2/SD,610.0,DVB-S2,2083.0,2/3,4510 V,tp C2,0.0,,,,,False,,Por,,
,Record Cabrália,,,DVB-S2,3750.0,3/4,4511 H,tp C1,0.0,,https://www.lyngsat.com/providers/br/Record-Cabralia.html,Record Cabrália,https://www.lyngsat.com/tvchannels/br/Record-Cabralia.html,True,Record Cabrália,,br,br
,Record Cabrália,,,DVB-S2,3750.0,3/4,4511 H,tp C1,0.0,,https://www.lyngsat.com/providers/br/Record-Cabralia.html,Record Cabrália,https://www.lyngsat.com/tvchannels/br/Record-Cabralia.html,True,Record Cabrália,,br,br
,Record Cabrália,,,DVB-S2,3750.0,3/4,4511 H,tp C1,0.0,,https://www.lyngsat.com/providers/br/Record-Cabralia.html,Record Cabrália,https://www.lyngsat.com/tvchannels/br/Record-Cabralia.html,True,Record Cabrália,,br,br
,Record Cabrália,,,DVB-S2,3750.0,3/4,4511 H,tp C1,0.0,,https://www.lyngsat.com/providers/br/Record-Cabralia.html,Record Cabrália,https://www.lyngsat.com/tvchannels/br/Record-Cabralia.html,True,Record Cabrália,,br,br
,Record Cabrália,,,DVB-S2,3750.0,3/4,4511 H,tp C1,0.0,,https://www.lyngsat.com/providers/br/Record-Cabralia.html,Record Cabrália,https://www.lyngsat.com/tvchannels/br/Record-Cabralia.html,True,Record Cabrália,,br,br
,Record Cabrália,,,DVB-S2,3750.0,3/4,4511 H,tp C1,0.0,,https://www.lyngsat.com/providers/br/Record-Cabralia.html,Record Cabrália,https://www.lyngsat.com/tvchannels/br/Record-Cabralia.html,True,Record Cabrália,,br,br
,Record Cabrália,,,DVB-S2,3750.0,3/4,4511 H,tp C1,0.0,,https://www.lyngsat.com/providers/br/Record-Cabralia.html,Record Cabrália,https://www.lyngsat.com/tvchannels/br/Record-Cabralia.html,True,Record Cabrália,,br,br
,Record Cabrália,,,DVB-S2,3750.0,3/4,4511 H,tp C1,0.0,,https://www.lyngsat.com/providers/br/Record-Cabralia.html,Record Cabrália,https://www.lyngsat.com/tvchannels/br/Record-Cabralia.html,True,Record Cabrália,,br,br
,Record Cabrália,MPEG-4/HD,273.0,DVB-S2,3750.0,3/4,4511 H,tp C1,0.0,,https://www.lyngsat.com/providers/br/Record-Cabralia.html,Record Cabrália,https://www.lyngsat.com/tvchannels/br/Record-Cabralia.html,True,Record Cabrália,Por,br,br
,Record Cabrália,MPEG-4/HD,273.0,DVB-S2,3750.0,3/4,4511 H,tp C1,0.0,,https://www.lyngsat.com/providers/br/Record-Cabralia.html,Record Cabrália,https://www.lyngsat.com/tvchannels/br/Record-Cabralia.html,True,Record Cabrália,Por,br,br
,Record Cabrália,MPEG-4/HD,273.0,DVB-S2,3750.0,3/4,4511 H,tp C1,0.0,,https://www.lyngsat.com/providers/br/Record-Cabralia.html,Record Cabrália,https://www.lyngsat.com/tvchannels/br/Record-Cabralia.html,True,Record Cabrália,Por,br,br
,Record Cabrália,MPEG-4/HD,273.0,DVB-S2,3750.0,3/4,4511 H,tp C1,0.0,,https://www.lyngsat.com/providers/br/Record-Cabralia.html,Record Cabrália,https://www.lyngsat.com/tvchannels/br/Record-Cabralia.html,True,Record Cabrália,Por,br,br
,Record Cabrália,MPEG-4/HD,273.0,DVB-S2,3750.0,3/4,4511 H,tp C1,0.0,,https://www.lyngsat.com/providers/br/Record-Cabralia.html,Record Cabrália,https://www.lyngsat.com/tvchannels/br/Record-Cabralia.html,True,Record Cabrália,Por,br,br
,Record Cabrália,MPEG-4/HD,273.0,DVB-S2,3750.0,3/4,4511 H,tp C1,0.0,,https://www.lyngsat.com/providers/br/Record-Cabralia.html,Record Cabrália,https://www.lyngsat.com/tvchannels/br/Record-Cabralia.html,True,Record Cabrália,Por,br,br
