SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
1000,Himalaya TV,?-?MPEG-4/HD,1001.0,DVB-S2,2915.0,3/4,3639 H,tp 1H,36-40,,,,,,,False,,Nep,,
,Sahara Samay,,,DVB-S,14100.0,3/4,3652 V,tp 1V,36-40,,https://www.lyngsat.com/providers/in/Sahara-Samay.html,,,,,True,Sahara Samay,,,in
1,Sahara One,MPEG-2/SD,512.0,DVB-S,14100.0,3/4,3652 V,tp 1V,36-40,,,Sahara One,https://www.lyngsat.com/tvchannels/in/Sahara-One.html,,,False,Sahara Samay,Hin,in,
2,Samay National,MPEG-2/SD,513.0,DVB-S,14100.0,3/4,3652 V,tp 1V,36-40,,,Samay National,https://www.lyngsat.com/tvchannels/in/Samay-National.html,,,False,Sahara Samay,Hin,in,
3,Samay Rajasthan,MPEG-2/SD,514.0,DVB-S,14100.0,3/4,3652 V,tp 1V,36-40,,,Samay Rajasthan,https://www.lyngsat.com/tvchannels/in/Samay-Rajasthan.html,,,False,Sahara Samay,Hin,in,
4,Samay Maharashtra/Gujarat,MPEG-2/SD,515.0,DVB-S,14100.0,3/4,3652 V,tp 1V,36-40,,,Samay Maharashtra/Gujarat,https://www.lyngsat.com/tvchannels/in/Samay-Maharashtra-Gujarat.html,,,False,Sahara Samay,Hin,in,
5,Samay UP/Uttarakhand,MPEG-2/SD,516.0,DVB-S,14100.0,3/4,3652 V,tp 1V,36-40,,,Samay UP/Uttarakhand,https://www.lyngsat.com/tvchannels/in/Samay-UP-Uttarakhand.html,,,False,Sahara Samay,Hin,in,
6,Samay Bihar/Jharkhand,MPEG-2/SD,517.0,DVB-S,14100.0,3/4,3652 V,tp 1V,36-40,,,Samay Bihar/Jharkhand,https://www.lyngsat.com/tvchannels/in/Samay-Bihar-Jharkhand.html,,,False,Sahara Samay,Hin,in,
7,Aalami Samay,MPEG-2/SD,518.0,DVB-S,14100.0,3/4,3652 V,tp 1V,36-40,,,Aalami Samay,https://www.lyngsat.com/tvchannels/in/Aalami-Samay.html,,,False,Sahara Samay,Urd,in,
8,Samay MP/Chhattisgarh,MPEG-2/SD,519.0,DVB-S,14100.0,3/4,3652 V,tp 1V,36-40,,,Samay MP/Chhattisgarh,https://www.lyngsat.com/tvchannels/in/Samay-MP-Chhattisgarh.html,,,False,Sahara Samay,Hin,in,
9,Filmy,MPEG-2/SD,520.0,DVB-S,14100.0,3/4,3652 V,tp 1V,36-40,,,Filmy,https://www.lyngsat.com/tvchannels/in/Filmy.html,,,False,Sahara Samay,Hin,in,
12,Firangi,MPEG-2/SD,523.0,DVB-S,14100.0,3/4,3652 V,tp 1V,36-40,,,Firangi,https://www.lyngsat.com/tvchannels/in/Firangi.html,,,False,Sahara Samay,,in,
,,,,DVB-S,14100.0,3/4,3656 H,tp 1H,36-40,,,,,,,False,Sahara Samay,,,
,,,,DVB-S2,3333.0,3/4,3663 V,tp 1V,36-40,,,,,,,False,Sahara Samay,,,
,,,,DVB-S2,15000.0,3/4,3709 V,tp 2V,36-40,Irdeto,,,,,,False,Sahara Samay,,,
,,1-2,,DVB-S,26000.0,7/8,3760 H,tp 4H,36-40,,,,,,,False,Sahara Samay,,,
,,,,DVB-S2,27500.0,3/4,3860 V,tp 6V,36-40,,,,,,,False,Sahara Samay,,,
1,Afghan TV (Pakistan),MPEG-4/SD,51.0,DVB-S2,3333.0,3/4,3663 V,tp 1V,36-40,,,Afghan TV (Pakistan),https://www.lyngsat.com/tvchannels/pk/Afghan-TV.html,,,False,Sahara Samay,,pk,
1,Afghan TV (Pakistan),MPEG-4/SD,51.0,DVB-S2,3333.0,3/4,3663 V,tp 1V,36-40,,,Afghan TV (Pakistan),https://www.lyngsat.com/tvchannels/pk/Afghan-TV.html,,,False,Sahara Samay,,pk,
2,Total Sports,MPEG-4/SD,109.0,DVB-S2,3333.0,3/4,3663 V,tp 1V,36-40,,,Total Sports,https://www.lyngsat.com/tvchannels/--/Total-Sports.html,,,False,Sahara Samay,,--,
3,Prime Movies HD,MPEG-4/SD,55.0,DVB-S2,3333.0,3/4,3663 V,tp 1V,36-40,,,Prime Movies HD,https://www.lyngsat.com/tvchannels/pk/Prime-Movies-HD.html,,,False,Sahara Samay,,pk,
4,Movies2Day,MPEG-4/SD,65.0,DVB-S2,3333.0,3/4,3663 V,tp 1V,36-40,,,Movies2Day,https://www.lyngsat.com/tvchannels/--/Movies2Day.html,,,False,Sahara Samay,,--,
5,Pitaara,MPEG-4/SD,70.0,DVB-S2,3333.0,3/4,3663 V,tp 1V,36-40,,,Pitaara,https://www.lyngsat.com/tvchannels/in/Pitaara.html,,,False,Sahara Samay,,in,
7,Jan HD,MPEG-4/SD,77.0,DVB-S2,3333.0,3/4,3663 V,tp 1V,36-40,,,Jan HD,https://www.lyngsat.com/tvchannels/--/Jan-HD.html,,,False,Sahara Samay,,--,
9,Star Max,MPEG-4/SD,83.0,DVB-S2,3333.0,3/4,3663 V,tp 1V,36-40,,,Star Max,https://www.lyngsat.com/tvchannels/pk/Star-Max.html,,,False,Sahara Samay,,pk,
10,Look TV (Pakistan),MPEG-4/SD,86.0,DVB-S2,3333.0,3/4,3663 V,tp 1V,36-40,,,Look TV (Pakistan),https://www.lyngsat.com/tvchannels/pk/Look-TV.html,,,False,Sahara Samay,,pk,
12,FilmAsia,MPEG-4/SD,92.0,DVB-S2,3333.0,3/4,3663 V,tp 1V,36-40,,,FilmAsia,https://www.lyngsat.com/tvchannels/pk/FilmAsia.html,,,False,Sahara Samay,,pk,
13,TV 99 News HD,MPEG-4/SD,100.0,DVB-S2,3333.0,3/4,3663 V,tp 1V,36-40,,,TV 99 News HD,https://www.lyngsat.com/tvchannels/pk/TV-99-News-HD.html,,,False,Sahara Samay,,pk,
14,BTV Mehak Malik Dance,MPEG-4/SD,165.0,DVB-S2,3333.0,3/4,3663 V,tp 1V,36-40,,,BTV Mehak Malik Dance,https://www.lyngsat.com/tvchannels/pk/BTV-Mehak-Malik-Dance.html,,,False,Sahara Samay,,pk,
14,BTV Mehak Malik Dance,MPEG-4/SD,165.0,DVB-S2,3333.0,3/4,3663 V,tp 1V,36-40,,,BTV Mehak Malik Dance,https://www.lyngsat.com/tvchannels/pk/BTV-Mehak-Malik-Dance.html,,,False,Sahara Samay,,pk,
1,Jesus Christ TV Pakistan,?-?MPEG-2/SD,257.0,DVB-S,2593.0,3/4,3668 V,tp 1V,36-40,,,,,,,False,Sahara Samay,,,
1,Ritmu TV,?-?MPEG-4/SD,256.0,DVB-S2,5000.0,3/5,3675 V,tp 2V,36-40,,,,,,,False,Sahara Samay,Ara,,
1,Colors Bangla,MPEG-4/SD,1001.0,DVB-S2,15000.0,3/4,3709 V,tp 2V,36-40,Irdeto,,Colors Bangla,https://www.lyngsat.com/tvchannels/in/Colors-Bangla.html,,,False,Sahara Samay,Ben,in,
2,Colors Bangla Cinema,MPEG-4/SD,1021.0,DVB-S2,15000.0,3/4,3709 V,tp 2V,36-40,Irdeto,,Colors Bangla Cinema,https://www.lyngsat.com/tvchannels/in/Colors-Bangla-Cinema.html,,,False,Sahara Samay,Ben,in,
3,MTV Beats,MPEG-4/SD,1041.0,DVB-S2,15000.0,3/4,3709 V,tp 2V,36-40,Irdeto,,MTV Beats,https://www.lyngsat.com/tvchannels/us/MTV-Beats.html,,,False,Sahara Samay,Eng,us,
4,VH1 India,MPEG-4/SD,1061.0,DVB-S2,15000.0,3/4,3709 V,tp 2V,36-40,Irdeto,,VH1 India,https://www.lyngsat.com/tvchannels/us/VH1-India.html,,,False,Sahara Samay,Eng,us,
5,Colors Infinity,MPEG-4/SD,1081.0,DVB-S2,15000.0,3/4,3709 V,tp 2V,36-40,Irdeto,,Colors Infinity,https://www.lyngsat.com/tvchannels/in/Colors-Infinity.html,,,False,Sahara Samay,Eng,in,
6,Comedy Central India,MPEG-4/SD,1101.0,DVB-S2,15000.0,3/4,3709 V,tp 2V,36-40,Irdeto,,Comedy Central India,https://www.lyngsat.com/tvchannels/us/Comedy-Central-India.html,,,False,Sahara Samay,Eng,us,
7,Colors,MPEG-4/SD,1121.0,DVB-S2,15000.0,3/4,3709 V,tp 2V,36-40,Irdeto,,Colors,https://www.lyngsat.com/tvchannels/in/Colors.html,,,False,Sahara Samay,Hin,in,
8,Colors Rishtey Asia,MPEG-4/SD,1141.0,DVB-S2,15000.0,3/4,3709 V,tp 2V,36-40,Irdeto,,Colors Rishtey Asia,https://www.lyngsat.com/tvchannels/in/Colors-Rishtey-Asia.html,,,False,Sahara Samay,Hin,in,
9,Nickelodeon India,MPEG-4/SD,1161.0,DVB-S2,15000.0,3/4,3709 V,tp 2V,36-40,Irdeto,,Nickelodeon India,https://www.lyngsat.com/tvchannels/us/Nickelodeon-India.html,,,False,Sahara Samay,Hin Ben,us,
10,Nick Jr Asia,MPEG-4/SD,1181.0,DVB-S2,15000.0,3/4,3709 V,tp 2V,36-40,Irdeto,,Nick Jr Asia,https://www.lyngsat.com/tvchannels/us/Nick-Jr-Asia.html,,,False,Sahara Samay,Eng Hin,us,
11,History TV 18,MPEG-4/SD,1201.0,DVB-S2,15000.0,3/4,3709 V,tp 2V,36-40,Irdeto,,History TV 18,https://www.lyngsat.com/tvchannels/us/History-TV-18.html,,,False,Sahara Samay,Eng Hin,us,
12,Sonic Nickelodeon,MPEG-4/SD,1221.0,DVB-S2,15000.0,3/4,3709 V,tp 2V,36-40,Irdeto,,Sonic Nickelodeon,https://www.lyngsat.com/tvchannels/us/Sonic-Nickelodeon.html,,,False,Sahara Samay,,us,
,Shanghai Media Group,,,DVB-S,8167.0,3/4,3715 H,tp 3H,36-40,,https://www.lyngsat.com/providers/cn/Shanghai-Media-Group.html,,,,,True,Shanghai Media Group,,,cn
745,Xing Kong China,MPEG-2/SD,514.0,DVB-S,8167.0,3/4,3715 H,tp 3H,36-40,,,Xing Kong China,https://www.lyngsat.com/tvchannels/cn/Xing-Kong-China.html,,,False,Shanghai Media Group,Chi,cn,
747,Channel V,MPEG-2/SD,515.0,DVB-S,8167.0,3/4,3715 H,tp 3H,36-40,,,Channel V,https://www.lyngsat.com/tvchannels/hk/Channel-V.html,,,False,Shanghai Media Group,Chi,hk,
748,Xing Kong International,MPEG-4/SD,513.0,DVB-S,8167.0,3/4,3715 H,tp 3H,36-40,Irdeto,,Xing Kong International,https://www.lyngsat.com/tvchannels/cn/Xing-Kong-International.html,,,False,Shanghai Media Group,Chi,cn,
,ABP,,,DVB-S2,8165.0,2/3,3725 H,tp 3H,36-40,,https://www.lyngsat.com/providers/in/ABP.html,,,,,True,ABP,,,in
,ABP,,,DVB-S2,8165.0,2/3,3725 H,tp 3H,36-40,,https://www.lyngsat.com/providers/in/ABP.html,,,,,True,ABP,,,in
,ABP,,,DVB-S2,8165.0,2/3,4156 H,tp 14H,36-40,Irdeto,https://www.lyngsat.com/providers/in/ABP.html,,,,,True,ABP,,,in
