SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
,BBS,,,DVB-S2,4444,5/6,11232 V,,,,https://www.lyngsat.com/providers/bt/BBS.html,,,True,BBS,,,bt
1.0,BBS TV (Bhutan),MPEG-4/SD,102.0,DVB-S2,4444,5/6,11232 V,,,,,BBS TV (Bhutan),https://www.lyngsat.com/tvchannels/bt/BBS-TV.html,False,BBS,,bt,
2.0,BBS Channel 2,MPEG-4/SD,202.0,DVB-S2,4444,5/6,11232 V,,,,,BBS Channel 2,https://www.lyngsat.com/tvchannels/bt/BBS-Channel-2.html,False,BBS,,bt,
2.0,BBS Channel 2,MPEG-4/SD,202.0,DVB-S2,4444,5/6,11232 V,,,,,BBS Channel 2,https://www.lyngsat.com/tvchannels/bt/BBS-Channel-2.html,False,BBS,,bt,
2.0,BBS Channel 2,MPEG-4/SD,202.0,DVB-S2,4444,5/6,11232 V,,,,,BBS Channel 2,https://www.lyngsat.com/tvchannels/bt/BBS-Channel-2.html,False,BBS,,bt,
1.0,BBS Channel 2,MPEG-4/SD,801.0,DVB-S2,9000,3/4,11293 V,,,,,BBS Channel 2,https://www.lyngsat.com/tvchannels/bt/BBS-Channel-2.html,False,BBS,,bt,
1.0,BBS Channel 2,MPEG-4/SD,801.0,DVB-S2,9000,3/4,11293 V,,,,,BBS Channel 2,https://www.lyngsat.com/tvchannels/bt/BBS-Channel-2.html,False,BBS,,bt,
1.0,BBS Channel 2,MPEG-4/SD,801.0,DVB-S2,9000,3/4,11293 V,,,,,BBS Channel 2,https://www.lyngsat.com/tvchannels/bt/BBS-Channel-2.html,False,BBS,,bt,
1.0,BBS Channel 2,MPEG-4/SD,801.0,DVB-S2,9000,3/4,11326 V,,,,,BBS Channel 2,https://www.lyngsat.com/tvchannels/bt/BBS-Channel-2.html,False,BBS,,bt,
1.0,BBS Channel 2,MPEG-4/SD,801.0,DVB-S2,9000,3/4,11326 V,,,,,BBS Channel 2,https://www.lyngsat.com/tvchannels/bt/BBS-Channel-2.html,False,BBS,,bt,
