SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
,,702-1,,DVB-S2,30000.0,3/4,10730 H,,,BISS 1,,,,,,False,,,,
1.0,RIK Sat,MPEG-2/SD,108.0,DVB-S2,30000.0,3/4,10730 H,,,,,RIK Sat,https://www.lyngsat.com/tvchannels/cy/RIK-Sat.html,,,False,,Gre,cy,
1.0,RIK Sat,MPEG-2/SD,108.0,DVB-S2,30000.0,3/4,10730 H,,,,,RIK Sat,https://www.lyngsat.com/tvchannels/cy/RIK-Sat.html,,,False,,Gre,cy,
6.0,4E,MPEG-4/SD,1151.0,DVB-S2,30000.0,3/4,10730 H,,,,,4E,https://www.lyngsat.com/tvchannels/gr/4E.html,,,False,,Gre,gr,
6.0,4E,MPEG-4/SD,1151.0,DVB-S2,30000.0,3/4,10730 H,,,,,4E,https://www.lyngsat.com/tvchannels/gr/4E.html,,,False,,Gre,gr,
11.0,Eurobet Canale Arancione,HEVC,7201.0,DVB-S2,30000.0,3/4,10730 H,,,BISS 1,,Eurobet Canale Arancione,https://www.lyngsat.com/tvchannels/it/Eurobet-Canale-Arancione.html,,,False,,Ita,it,
12.0,Eurobet Canale Nero,HEVC,7301.0,DVB-S2,30000.0,3/4,10730 H,,,BISS 1,,Eurobet Canale Nero,https://www.lyngsat.com/tvchannels/it/Eurobet-Canale-Nero.html,,,False,,Ita,it,
13.0,Eurobet mosaic,HEVC,7401.0,DVB-S2,30000.0,3/4,10730 H,,,BISS 1,,Eurobet mosaic,https://www.lyngsat.com/tvchannels/it/Eurobet-mosaic.html,,,False,,Ita,it,
14.0,Eurobet Canale Verde,HEVC,7501.0,DVB-S2,30000.0,3/4,10730 H,,,BISS 1,,Eurobet Canale Verde,https://www.lyngsat.com/tvchannels/it/Eurobet-Canale-Verde.html,,,False,,Ita,it,
15.0,Eurobet Canale Azzurro,HEVC,7601.0,DVB-S2,30000.0,3/4,10730 H,,,BISS 1,,Eurobet Canale Azzurro,https://www.lyngsat.com/tvchannels/it/Eurobet-Canale-Azzurro.html,,,False,,Ita,it,
