SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
,CTV,,,DVB-S2,15000.0,3/4,4030 V,tp 8B,0.0,,https://www.lyngsat.com/providers/ca/CTV.html,,,,,True,CTV,,,ca
1.0,CTV British Columbia,MPEG-4/HD,4097.0,DVB-S2,15000.0,3/4,4030 V,tp 8B,0.0,,,CTV British Columbia,https://www.lyngsat.com/tvchannels/ca/CTV-British-Columbia.html,,,False,CTV,Eng,ca,
2.0,CTV 2 Vancouver Island,MPEG-4/HD,1793.0,DVB-S2,15000.0,3/4,4030 V,tp 8B,0.0,,,CTV 2 Vancouver Island,https://www.lyngsat.com/tvchannels/ca/CTV-2-Vancouver-Island.html,,,False,CTV,Eng,ca,
3.0,(CTV feeds),,2049.0,DVB-S2,15000.0,3/4,4030 V,tp 8B,0.0,,,,,,,False,CTV,,,
,,3-301,,DVB-S,23800.0,3/4,4096 V,tp 10B,0.0,,,,,,,False,CTV,,,
,,0-1148,,DVB-S,21000.0,1/2,4144 V,tp 11B,0.0,Digicipher,,,,,,False,CTV,,,
2.0,[test card],MPEG-2/SD,110.0,DVB-S,23800.0,3/4,4096 V,tp 10B,0.0,,,,,,,False,CTV,,,
500.0,Legislative Assembly TV Nunavut,MPEG-2/SD,200.0,DVB-S,23800.0,3/4,4096 V,tp 10B,0.0,,,Legislative Assembly TV Nunavut,https://www.lyngsat.com/tvchannels/ca/Legislative-Assembly-TV-Nunavut.html,,,False,CTV,Eng,ca,
500.0,Legislative Assembly TV Nunavut,MPEG-2/SD,200.0,DVB-S,23800.0,3/4,4096 V,tp 10B,0.0,,,Legislative Assembly TV Nunavut,https://www.lyngsat.com/tvchannels/ca/Legislative-Assembly-TV-Nunavut.html,,,False,CTV,Eng,ca,
510.0,Canal M (Canada),,,DVB-S,23800.0,3/4,4096 V,tp 10B,0.0,,,Canal M (Canada),https://www.lyngsat.com/radiochannels/ca/Canal-M.html,,,False,CTV,Fre,ca,
