SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
1.0,TNV Tatarstan,1-1MPEG-2/SD,320.0,DVB-S,4340.0,3/4,12174 L,tp ER25,0.0,,,,,,,False,,Rus,,
1.0,Bolgar Radiosi,,,DVB-S,4340.0,3/4,12174 L,tp ER25,0.0,,,Bolgar Radiosi,https://www.lyngsat.com/radiochannels/ru/Bolgar-Radiosi.html,,,False,,Rus,ru,
1.0,Bolgar Radiosi,,,DVB-S,4340.0,3/4,12174 L,tp ER25,0.0,,,Bolgar Radiosi,https://www.lyngsat.com/radiochannels/ru/Bolgar-Radiosi.html,,,False,,Rus,ru,
40.0,Radio 1 (Russia),,,DVB-S2,22500.0,3/4,12190 L,tp ER25,0.0,,,Radio 1 (Russia),https://www.lyngsat.com/radiochannels/ru/Radio-1.html,,,False,,Rus,ru,
40.0,Radio 1 (Russia),,,DVB-S2,22500.0,3/4,12190 L,tp ER25,0.0,,,Radio 1 (Russia),https://www.lyngsat.com/radiochannels/ru/Radio-1.html,,,False,,Rus,ru,
27000.0,Trikolor Infokanal,MPEG-4/SD,271.0,DVB-S,27500.0,3/4,12226 L,tp ER27,0.0,,,Trikolor Infokanal,https://www.lyngsat.com/tvchannels/ru/Trikolor-Infokanal.html,,,False,,Rus,ru,
27105.0,Promo TV,MPEG-4/SD,1051.0,DVB-S,27500.0,3/4,12226 L,tp ER27,0.0,,,Promo TV,https://www.lyngsat.com/tvchannels/ru/Promo-TV.html,,,False,,Rus,ru,
50000.0,[Trikolor info card],MPEG-4/SD,5892.0,DVB-S,27500.0,3/4,12226 L,tp ER27,0.0,,,,,,,False,,Rus,,
50001.0,[Trikolor info card],MPEG-4/SD,5899.0,DVB-S,27500.0,3/4,12226 L,tp ER27,0.0,,,,,,,False,,Rus,,
194.0,UBC TV,MPEG-4/SD,2194.0,DVB-S2,27500.0,3/4,12265 V,tp EA29,0.0,,,UBC TV,https://www.lyngsat.com/tvchannels/ug/UBC-TV.html,,,False,,,ug,
