SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
,RSCC,,,DVB-S2,,,3595 R,,39.7-41.7,,https://www.lyngsat.com/providers/ru/RSCC.html,,,True,RSCC,,,ru
,RSCC,,,DVB-S2,,,3595 R,,39.7-41.7,,https://www.lyngsat.com/providers/ru/RSCC.html,,,True,RSCC,,,ru
,RSCC,1-13,,DVB-S2,11121.0,1/2,3875 R,tp 10,,,https://www.lyngsat.com/providers/ru/RSCC.html,,,True,RSCC,,,ru
,RSCC,1-13,,DVB-S2,11121.0,1/2,3875 R,tp 10,,,https://www.lyngsat.com/providers/ru/RSCC.html,,,True,RSCC,,,ru
1.0,NTV Mir,MPEG-4/SD,201.0,DVB-S2,,,3595 R,,39.7-41.7,,,NTV Mir,https://www.lyngsat.com/tvchannels/ru/NTV-Mir.html,False,RSCC,Rus,ru,
12.0,Sputnik International,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC,,ru,
12.0,Sputnik International,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC,,ru,
12.0,Sputnik International,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC,,ru,
12.0,Sputnik International,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC,,ru,
12.0,Sputnik International,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC,,ru,
12.0,Sputnik International,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC,,ru,
12.0,Sputnik International,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC,,ru,
12.0,Sputnik International,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC,,ru,
12.0,Sputnik International,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC,,ru,
13.0,Sputnik International,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC,,ru,
13.0,Sputnik International,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC,,ru,
13.0,Sputnik International,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC,,ru,
13.0,Sputnik International,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC,,ru,
13.0,Sputnik International,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC,,ru,
13.0,Sputnik International,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC,,ru,
13.0,Sputnik International,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC,,ru,
13.0,Sputnik International,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC,,ru,
13.0,Sputnik International,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC,,ru,
