SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
,American Forces Network,18-101,,DVB-S2,11000.0,1/2,4126 L,tp CG1,,"PowerVu,Verimatrix",https://www.lyngsat.com/providers/us/American-Forces-Network.html,,,,,True,American Forces Network,,,us
302.0,AFN Prime Atlantic,MPEG-4/SD,2160.0,DVB-S2,11000.0,1/2,4126 L,tp CG1,,"PowerVu,Verimatrix",,AFN Prime Atlantic,https://www.lyngsat.com/tvchannels/us/AFN-Prime-Atlantic.html,,,False,American Forces Network,Eng,us,
303.0,AFN News,MPEG-4/SD,2260.0,DVB-S2,11000.0,1/2,4126 L,tp CG1,,"PowerVu,Verimatrix",,AFN News,https://www.lyngsat.com/tvchannels/us/AFN-News.html,,,False,American Forces Network,Eng,us,
304.0,AFN Sports,MPEG-4/SD,2360.0,DVB-S2,11000.0,1/2,4126 L,tp CG1,,"PowerVu,Verimatrix",,AFN Sports,https://www.lyngsat.com/tvchannels/us/AFN-Sports.html,,,False,American Forces Network,Eng,us,
305.0,AFN Sports 2,MPEG-4/SD,2370.0,DVB-S2,11000.0,1/2,4126 L,tp CG1,,"PowerVu,Verimatrix",,AFN Sports 2,https://www.lyngsat.com/tvchannels/us/AFN-Sports-2.html,,,False,American Forces Network,Eng,us,
320.0,AFN The Eagle Atlantic,,,DVB-S2,11000.0,1/2,4126 L,tp CG1,,"PowerVu,Verimatrix",,AFN The Eagle Atlantic,https://www.lyngsat.com/radiochannels/us/AFN-The-Eagle-Atlantic.html,,,False,American Forces Network,Eng,us,
321.0,AFN The Voice,,,DVB-S2,11000.0,1/2,4126 L,tp CG1,,"PowerVu,Verimatrix",,AFN The Voice,https://www.lyngsat.com/radiochannels/us/AFN-The-Voice.html,,,False,American Forces Network,Eng,us,
322.0,AFN Music Service 1,,,DVB-S2,11000.0,1/2,4126 L,tp CG1,,"PowerVu,Verimatrix",,AFN Music Service 1,https://www.lyngsat.com/radiochannels/us/AFN-Music-Service-1.html,,,False,American Forces Network,Eng,us,
323.0,AFN Music Service 2,,,DVB-S2,11000.0,1/2,4126 L,tp CG1,,"PowerVu,Verimatrix",,AFN Music Service 2,https://www.lyngsat.com/radiochannels/us/AFN-Music-Service-2.html,,,False,American Forces Network,Eng,us,
,Anuvu,100-1,,DVB-S2,30000.0,3/4,4132 R,tp CG2,,PowerVu,https://www.lyngsat.com/providers/us/Anuvu.html,,,,,True,Anuvu,,,us
100.0,[MTN info card],MPEG-4/SD,6177.0,DVB-S2,30000.0,3/4,4132 R,tp CG2,,,,,,,,False,Anuvu,Eng,,
101.0,MTN Special Events,MPEG-4/HD,4897.0,DVB-S2,30000.0,3/4,4132 R,tp CG2,,PowerVu,,MTN Special Events,https://www.lyngsat.com/tvchannels/us/MTN-Special-Events.html,,,False,Anuvu,Eng,us,
101.0,MTN Special Events,MPEG-4/HD,4897.0,DVB-S2,30000.0,3/4,4132 R,tp CG2,,PowerVu,,MTN Special Events,https://www.lyngsat.com/tvchannels/us/MTN-Special-Events.html,,,False,Anuvu,Eng,us,
200.0,MTN Special Events,MPEG-4/SD,4401.0,DVB-S2,30000.0,3/4,4132 R,tp CG2,,PowerVu,,MTN Special Events,https://www.lyngsat.com/tvchannels/us/MTN-Special-Events.html,,,False,Anuvu,Eng,us,
200.0,MTN Special Events,MPEG-4/SD,4401.0,DVB-S2,30000.0,3/4,4132 R,tp CG2,,PowerVu,,MTN Special Events,https://www.lyngsat.com/tvchannels/us/MTN-Special-Events.html,,,False,Anuvu,Eng,us,
102.0,MSNBC International,MPEG-4/SD,4129.0,DVB-S2,30000.0,3/4,4132 R,tp CG2,,PowerVu,,MSNBC International,https://www.lyngsat.com/tvchannels/us/MSNBC-International.html,,,False,Anuvu,Eng,us,
103.0,Fox News Channel,MPEG-4/SD,4385.0,DVB-S2,30000.0,3/4,4132 R,tp CG2,,PowerVu,,Fox News Channel,https://www.lyngsat.com/tvchannels/us/Fox-News-Channel.html,,,False,Anuvu,Eng,us,
104.0,CNBC US,MPEG-4/SD,4641.0,DVB-S2,30000.0,3/4,4132 R,tp CG2,,PowerVu,,CNBC US,https://www.lyngsat.com/tvchannels/us/CNBC-US.html,,,False,Anuvu,Eng,us,
105.0,Sky News International,MPEG-4/SD,5153.0,DVB-S2,30000.0,3/4,4132 R,tp CG2,,PowerVu,,Sky News International,https://www.lyngsat.com/tvchannels/uk/Sky-News-International.html,,,False,Anuvu,Eng,uk,
105.0,Sky News International,MPEG-4/SD,5153.0,DVB-S2,30000.0,3/4,4132 R,tp CG2,,PowerVu,,Sky News International,https://www.lyngsat.com/tvchannels/uk/Sky-News-International.html,,,False,Anuvu,Eng,uk,
106.0,BBC News,MPEG-4/SD,5409.0,DVB-S2,30000.0,3/4,4132 R,tp CG2,,PowerVu,,BBC News,https://www.lyngsat.com/tvchannels/uk/BBC-News.html,,,False,Anuvu,Eng,uk,
107.0,Prime Journey,MPEG-4/SD,5665.0,DVB-S2,30000.0,3/4,4132 R,tp CG2,,PowerVu,,Prime Journey,https://www.lyngsat.com/tvchannels/--/Prime-Journey.html,,,False,Anuvu,Eng,--,
108.0,Sky Sports News UK,MPEG-4/SD,5921.0,DVB-S2,30000.0,3/4,4132 R,tp CG2,,PowerVu,,Sky Sports News UK,https://www.lyngsat.com/tvchannels/uk/Sky-Sports-News-UK.html,,,False,Anuvu,Eng,uk,
109.0,Sport 24,MPEG-4/HD,6433.0,DVB-S2,30000.0,3/4,4132 R,tp CG2,,PowerVu,,Sport 24,https://www.lyngsat.com/tvchannels/uk/Sport-24.html,,,False,Anuvu,Eng,uk,
