SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
,TRBNA,,,DVB-S2,19210.0,1/2,11050 H,tp BCC3,44-46,BISS,https://www.lyngsat.com/providers/am/TRBNA.html,,,True,TRBNA,,,am
1.0,Armenia 1 TV,MPEG-4/SD,1100.0,DVB-S2,19210.0,1/2,11050 H,tp BCC3,44-46,BISS,,Armenia 1 TV,https://www.lyngsat.com/tvchannels/am/Armenia-1-TV.html,False,TRBNA,Arm,am,
2.0,Shoghakat TV,MPEG-4/SD,1200.0,DVB-S2,19210.0,1/2,11050 H,tp BCC3,44-46,BISS,,Shoghakat TV,https://www.lyngsat.com/tvchannels/am/Shoghakat-TV.html,False,TRBNA,Arm,am,
3.0,Armenia TV Satellite,MPEG-4/SD,1300.0,DVB-S2,19210.0,1/2,11050 H,tp BCC3,44-46,BISS,,Armenia TV Satellite,https://www.lyngsat.com/tvchannels/am/Armenia-TV-Satellite.html,False,TRBNA,Arm,am,
4.0,Shant TV,MPEG-4/SD,1400.0,DVB-S2,19210.0,1/2,11050 H,tp BCC3,44-46,BISS,,Shant TV,https://www.lyngsat.com/tvchannels/am/Shant-TV.html,False,TRBNA,Arm,am,
5.0,H2,MPEG-4/SD,1500.0,DVB-S2,19210.0,1/2,11050 H,tp BCC3,44-46,BISS,,H2,https://www.lyngsat.com/tvchannels/am/H2.html,False,TRBNA,Arm,am,
6.0,Kentron TV,MPEG-4/SD,1600.0,DVB-S2,19210.0,1/2,11050 H,tp BCC3,44-46,BISS,,Kentron TV,https://www.lyngsat.com/tvchannels/am/Kentron-TV.html,False,TRBNA,Arm,am,
7.0,Fast Sports (Armenia),MPEG-4/SD,1700.0,DVB-S2,19210.0,1/2,11050 H,tp BCC3,44-46,BISS,,Fast Sports (Armenia),https://www.lyngsat.com/tvchannels/am/Fast-Sports.html,False,TRBNA,Arm,am,
14.0,RTR Planeta,MPEG-4/SD,1800.0,DVB-S2,19210.0,1/2,11050 H,tp BCC3,44-46,BISS,,RTR Planeta,https://www.lyngsat.com/tvchannels/ru/RTR-Planeta.html,False,TRBNA,Rus,ru,
14.0,RTR Planeta,MPEG-4/SD,1800.0,DVB-S2,19210.0,1/2,11050 H,tp BCC3,44-46,BISS,,RTR Planeta,https://www.lyngsat.com/tvchannels/ru/RTR-Planeta.html,False,TRBNA,Rus,ru,
9.0,Public Radio of Armenia,,,DVB-S2,19210.0,1/2,11050 H,tp BCC3,44-46,,,Public Radio of Armenia,https://www.lyngsat.com/radiochannels/am/Public-Radio-of-Armenia.html,False,TRBNA,Arm,am,
9.0,Public Radio of Armenia,,,DVB-S2,19210.0,1/2,11050 H,tp BCC3,44-46,,,Public Radio of Armenia,https://www.lyngsat.com/radiochannels/am/Public-Radio-of-Armenia.html,False,TRBNA,Arm,am,
10.0,Yerevan FM,,,DVB-S2,19210.0,1/2,11050 H,tp BCC3,44-46,,,Yerevan FM,https://www.lyngsat.com/radiochannels/am/Yerevan-FM.html,False,TRBNA,Arm,am,
10.0,Yerevan FM,,,DVB-S2,19210.0,1/2,11050 H,tp BCC3,44-46,,,Yerevan FM,https://www.lyngsat.com/radiochannels/am/Yerevan-FM.html,False,TRBNA,Arm,am,
11.0,Radio Arevik,,,DVB-S2,19210.0,1/2,11050 H,tp BCC3,44-46,,,Radio Arevik,https://www.lyngsat.com/radiochannels/am/Radio-Arevik.html,False,TRBNA,Arm,am,
11.0,Radio Arevik,,,DVB-S2,19210.0,1/2,11050 H,tp BCC3,44-46,,,Radio Arevik,https://www.lyngsat.com/radiochannels/am/Radio-Arevik.html,False,TRBNA,Arm,am,
,,1-6,,DVB-S2,29984.0,3/4,11057 V,tp BAA4,0,,,,,False,TRBNA,,,
