SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
1,UNTV,4-4248MPEG-4/SD,36.0,DVB-S2,7500.0,2/3,3706 H,,,,,,,,,False,,Tgl,,
2,Radio La Verdad,,,DVB-S2,7500.0,2/3,3706 H,,,,,Radio La Verdad,https://www.lyngsat.com/radiochannels/ph/Radio-La-Verdad.html,,,False,,Tgl,ph,
2,Radio La Verdad,,,DVB-S2,7500.0,2/3,3706 H,,,,,Radio La Verdad,https://www.lyngsat.com/radiochannels/ph/Radio-La-Verdad.html,,,False,,Tgl,ph,
3,Wish 107.5,,,DVB-S2,7500.0,2/3,3706 H,,,,,Wish 107.5,https://www.lyngsat.com/radiochannels/ph/Wish-1075.html,,,False,,Tgl,ph,
3,Wish 107.5,,,DVB-S2,7500.0,2/3,3706 H,,,,,Wish 107.5,https://www.lyngsat.com/radiochannels/ph/Wish-1075.html,,,False,,Tgl,ph,
1,Ang Dating Daan,0-1MPEG-2/SD,55.0,DVB-S,4287.0,1/2,3714 H,,,Viewcrypt,,,,,,False,,Tgl,,
,(feeds),,,DVB-S2,3255.0,1/2,3734 V,tp 1C,,,,,,,,False,,,,
,RTM Sabah,,,DVB-S2,4444.0,2/3,3864 V,,,,https://www.lyngsat.com/providers/my/RTM-Sabah.html,,,,,True,RTM Sabah,,,my
1,(RTM Sabah feeds),,101.0,DVB-S2,4444.0,2/3,3864 V,,,,,,,,,False,RTM Sabah,,,
302,[RTM Sabah test card],MPEG-2/SD,200.0,DVB-S2,4444.0,2/3,3864 V,,,,,,,,,False,RTM Sabah,,,
302,Sabah FM,,,DVB-S2,4444.0,2/3,3864 V,,,,,Sabah FM,https://www.lyngsat.com/radiochannels/my/Sabah-FM.html,,,False,RTM Sabah,May,my,
302,Sabah FM,,,DVB-S2,4444.0,2/3,3864 V,,,,,Sabah FM,https://www.lyngsat.com/radiochannels/my/Sabah-FM.html,,,False,RTM Sabah,May,my,
302,Sabah FM,,,DVB-S2,4444.0,2/3,3864 V,,,,,Sabah FM,https://www.lyngsat.com/radiochannels/my/Sabah-FM.html,,,False,RTM Sabah,May,my,
