SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country
,(feeds),,,DVB-S,,,3659 H,tp 11,,,,,,False,,,,
,(feeds),,,DVB-S,,,3668 H,tp 11,,,,,,False,,,,
,(feeds),,,DVB-S,5000.0,3/4,3948 H,tp 16,,,,,,False,,,,
,SBT Rio Grande,,,DVB-S2,5000.0,3/4,3942 V,tp 6,0.0,BISS,https://www.lyngsat.com/providers/br/SBT-Rio-Grande.html,SBT Rio Grande,https://www.lyngsat.com/tvchannels/br/SBT-Rio-Grande.html,True,SBT Rio Grande,,br,br
,SBT Rio Grande,,,DVB-S2,5000.0,3/4,3942 V,tp 6,0.0,BISS,https://www.lyngsat.com/providers/br/SBT-Rio-Grande.html,SBT Rio Grande,https://www.lyngsat.com/tvchannels/br/SBT-Rio-Grande.html,True,SBT Rio Grande,,br,br
,SBT Rio Grande,MPEG-4/1seg,257.0,DVB-S2,5000.0,3/4,3942 V,tp 6,0.0,,https://www.lyngsat.com/providers/br/SBT-Rio-Grande.html,SBT Rio Grande,https://www.lyngsat.com/tvchannels/br/SBT-Rio-Grande.html,True,SBT Rio Grande,Por,br,br
,SBT Rio Grande,MPEG-4/1seg,257.0,DVB-S2,5000.0,3/4,3942 V,tp 6,0.0,,https://www.lyngsat.com/providers/br/SBT-Rio-Grande.html,SBT Rio Grande,https://www.lyngsat.com/tvchannels/br/SBT-Rio-Grande.html,True,SBT Rio Grande,Por,br,br
51776.0,SBT Rio Grande,MPEG-4/HD,1110.0,DVB-S2,5000.0,3/4,3942 V,tp 6,0.0,BISS,https://www.lyngsat.com/providers/br/SBT-Rio-Grande.html,SBT Rio Grande,https://www.lyngsat.com/tvchannels/br/SBT-Rio-Grande.html,True,SBT Rio Grande,Por,br,br
51776.0,SBT Rio Grande,MPEG-4/HD,1110.0,DVB-S2,5000.0,3/4,3942 V,tp 6,0.0,BISS,https://www.lyngsat.com/providers/br/SBT-Rio-Grande.html,SBT Rio Grande,https://www.lyngsat.com/tvchannels/br/SBT-Rio-Grande.html,True,SBT Rio Grande,Por,br,br
,Assembleia Legislativa TV,MPEG-2/HD,337.0,DVB-S2,3750.0,2/3,3960 H,tp 16,0.0,,,,,False,SBT Rio Grande,Por,,
