SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider,Languages,Provider_Country
1.0,Türksat promo,65281-1MPEG-2/SD,1001.0,DVB-S,2220,1/2,10960 H,,,,,False,,,
,(feeds),,,DVB-S2,2500,5/6,10995 H,,,,,False,,,
,(feeds),,,DVB-S2,2500,5/6,11000 H,,,,,False,,,
,(feeds),,,DVB-S2,2490,5/6,11004 H,,,,,False,,,
,(feeds),,,DVB-S2,2480,5/6,11014 H,,,,,False,,,
,(feeds),,,DVB-S2,2480,5/6,11026 H,,,,,False,,,
,(feeds),,,DVB-S2,2500,5/6,11029 H,,,,,False,,,
1.0,Türksat promo,65281-1MPEG-2/SD,1001.0,DVB-S,2220,1/2,11196 V,,,,,False,,,
