SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country
,VTV,,,3418 H,tp 15A,0.0,Director,https://www.lyngsat.com/providers/vn/VTV.html,,,True,VTV,2/3,19200.0,DVB-S2,,
1.0,VTV 1,MPEG-4/SD,1011.0,3418 H,tp 15A,0.0,,,VTV 1,https://www.lyngsat.com/tvchannels/vn/VTV-1.html,False,VTV,2/3,19200.0,DVB-S2,Vie,vn
1.0,VTV 1,MPEG-4/SD,1011.0,3418 H,tp 15A,0.0,,,VTV 1,https://www.lyngsat.com/tvchannels/vn/VTV-1.html,False,VTV,2/3,19200.0,DVB-S2,Vie,vn
1.0,VTV 1,MPEG-4/SD,1011.0,3418 H,tp 15A,0.0,,,VTV 1,https://www.lyngsat.com/tvchannels/vn/VTV-1.html,False,VTV,2/3,19200.0,DVB-S2,Vie,vn
1.0,VTV 1,MPEG-4/SD,1011.0,3418 H,tp 15A,0.0,,,VTV 1,https://www.lyngsat.com/tvchannels/vn/VTV-1.html,False,VTV,2/3,19200.0,DVB-S2,Vie,vn
11.0,VTV 1,MPEG-4/HD,1111.0,3418 H,tp 15A,0.0,Director,,VTV 1,https://www.lyngsat.com/tvchannels/vn/VTV-1.html,False,VTV,2/3,19200.0,DVB-S2,Vie Vie,vn
11.0,VTV 1,MPEG-4/HD,1111.0,3418 H,tp 15A,0.0,Director,,VTV 1,https://www.lyngsat.com/tvchannels/vn/VTV-1.html,False,VTV,2/3,19200.0,DVB-S2,Vie Vie,vn
11.0,VTV 1,MPEG-4/HD,1111.0,3418 H,tp 15A,0.0,Director,,VTV 1,https://www.lyngsat.com/tvchannels/vn/VTV-1.html,False,VTV,2/3,19200.0,DVB-S2,Vie Vie,vn
11.0,VTV 1,MPEG-4/HD,1111.0,3418 H,tp 15A,0.0,Director,,VTV 1,https://www.lyngsat.com/tvchannels/vn/VTV-1.html,False,VTV,2/3,19200.0,DVB-S2,Vie Vie,vn
2.0,VTV 2,MPEG-4/SD,1021.0,3418 H,tp 15A,0.0,Director,,VTV 2,https://www.lyngsat.com/tvchannels/vn/VTV-2.html,False,VTV,2/3,19200.0,DVB-S2,Vie,vn
2.0,VTV 2,MPEG-4/SD,1021.0,3418 H,tp 15A,0.0,Director,,VTV 2,https://www.lyngsat.com/tvchannels/vn/VTV-2.html,False,VTV,2/3,19200.0,DVB-S2,Vie,vn
