SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country
,Edusat,,,3720 V,tp 1,,,https://www.lyngsat.com/providers/mx/Edusat.html,,,True,Edusat,3/4,27000.0,DVB-S2,,
1.0,Telesecundaria,MPEG-2/SD,33.0,3720 V,tp 1,,,,Telesecundaria,https://www.lyngsat.com/tvchannels/mx/Telesecundaria.html,False,Edusat,3/4,27000.0,DVB-S2,Spa,mx
2.0,Capacita TV,MPEG-2/SD,32.0,3720 V,tp 1,,,,Capacita TV,https://www.lyngsat.com/tvchannels/mx/Capacita-TV.html,False,Edusat,3/4,27000.0,DVB-S2,Spa,mx
3.0,ILCE Canal 13 Innova Conocimiento,MPEG-2/SD,37.0,3720 V,tp 1,,,,ILCE Canal 13 Innova Conocimiento,https://www.lyngsat.com/tvchannels/mx/ILCE-Canal-13-Innova-Conocimiento.html,False,Edusat,3/4,27000.0,DVB-S2,Spa,mx
5.0,Espacio Universitario,MPEG-2/SD,38.0,3720 V,tp 1,,,,Espacio Universitario,https://www.lyngsat.com/tvchannels/mx/Espacio-Universitario.html,False,Edusat,3/4,27000.0,DVB-S2,Spa,mx
5.0,Espacio Universitario,MPEG-2/SD,38.0,3720 V,tp 1,,,,Espacio Universitario,https://www.lyngsat.com/tvchannels/mx/Espacio-Universitario.html,False,Edusat,3/4,27000.0,DVB-S2,Spa,mx
,Espacio Universitario,MPEG-4/HD,481.0,3766 H,tp 4,,,,Espacio Universitario,https://www.lyngsat.com/tvchannels/mx/Espacio-Universitario.html,False,Edusat,3/4,5200.0,DVB-S2,Spa,mx
,Espacio Universitario,MPEG-4/HD,481.0,3766 H,tp 4,,,,Espacio Universitario,https://www.lyngsat.com/tvchannels/mx/Espacio-Universitario.html,False,Edusat,3/4,5200.0,DVB-S2,Spa,mx
6.0,Canal 22 Nacional,MPEG-2/SD,39.0,3720 V,tp 1,,,,Canal 22 Nacional,https://www.lyngsat.com/tvchannels/mx/Canal-22-Nacional.html,False,Edusat,3/4,27000.0,DVB-S2,Spa,mx
7.0,Telebachillerato,MPEG-2/SD,35.0,3720 V,tp 1,,,,Telebachillerato,https://www.lyngsat.com/tvchannels/mx/Telebachillerato.html,False,Edusat,3/4,27000.0,DVB-S2,Spa,mx
8.0,Canal Iberoamericano,MPEG-2/SD,40.0,3720 V,tp 1,,,,Canal Iberoamericano,https://www.lyngsat.com/tvchannels/mx/Canal-Iberoamericano.html,False,Edusat,3/4,27000.0,DVB-S2,Spa,mx
8.0,Canal Iberoamericano,MPEG-2/SD,40.0,3720 V,tp 1,,,,Canal Iberoamericano,https://www.lyngsat.com/tvchannels/mx/Canal-Iberoamericano.html,False,Edusat,3/4,27000.0,DVB-S2,Spa,mx
,Canal Iberoamericano,MPEG-4/HD,481.0,3773 H,tp 4,,,,Canal Iberoamericano,https://www.lyngsat.com/tvchannels/mx/Canal-Iberoamericano.html,False,Edusat,3/4,5200.0,DVB-S2,Spa,mx
,Canal Iberoamericano,MPEG-4/HD,481.0,3773 H,tp 4,,,,Canal Iberoamericano,https://www.lyngsat.com/tvchannels/mx/Canal-Iberoamericano.html,False,Edusat,3/4,5200.0,DVB-S2,Spa,mx
,Canal Iberoamericano,MPEG-2/SD,257.0,3779 H,tp 4,,,,Canal Iberoamericano,https://www.lyngsat.com/tvchannels/mx/Canal-Iberoamericano.html,False,Edusat,3/4,3600.0,DVB-S3,Spa,mx
,Canal Iberoamericano,MPEG-2/SD,257.0,3779 H,tp 4,,,,Canal Iberoamericano,https://www.lyngsat.com/tvchannels/mx/Canal-Iberoamericano.html,False,Edusat,3/4,3600.0,DVB-S3,Spa,mx
9.0,Tele México,MPEG-2/SD,41.0,3720 V,tp 1,,,,Tele México,https://www.lyngsat.com/tvchannels/mx/Tele-Mexico.html,False,Edusat,3/4,27000.0,DVB-S2,Spa,mx
