SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country
,Dunya Media Group,,,3718 V,,37-39,,https://www.lyngsat.com/providers/pk/Dunya-Media-Group.html,,,True,Dunya Media Group,3/5,12000.0,DVB-S2,,
1,Dunya News,MPEG-4/HD,101.0,3718 V,,37-39,,,Dunya News,https://www.lyngsat.com/tvchannels/pk/Dunya-News.html,False,Dunya Media Group,3/5,12000.0,DVB-S2,Urd,pk
1,Dunya News,MPEG-4/HD,101.0,3718 V,,37-39,,,Dunya News,https://www.lyngsat.com/tvchannels/pk/Dunya-News.html,False,Dunya Media Group,3/5,12000.0,DVB-S2,Urd,pk
2,Lahore News,MPEG-4/HD,201.0,3718 V,,37-39,,,Lahore News,https://www.lyngsat.com/tvchannels/pk/Lahore-News.html,False,Dunya Media Group,3/5,12000.0,DVB-S2,,pk
2,Lahore News,MPEG-4/HD,201.0,3718 V,,37-39,,,Lahore News,https://www.lyngsat.com/tvchannels/pk/Lahore-News.html,False,Dunya Media Group,3/5,12000.0,DVB-S2,,pk
4,Dunya Entertainment,MPEG-4/SD,401.0,3718 V,,37-39,,,Dunya Entertainment,https://www.lyngsat.com/tvchannels/pk/Dunya-Entertainment.html,False,Dunya Media Group,3/5,12000.0,DVB-S2,,pk
,,,,3730 V,,37-39,,,,,False,Dunya Media Group,,,,,
,,,,3740 V,,37-39,,,,,False,Dunya Media Group,3/5,7200.0,DVB-S2,,
,,1-1,,3770 V,,37-39,,,,,False,Dunya Media Group,3/4,7700.0,DVB-S2,,
,,,,3792 V,,37-39,BISS 1,,,,False,Dunya Media Group,3/4,4000.0,DVB-S2,,
,,,,3834 H,,37-39,,,,,False,Dunya Media Group,3/4,6500.0,DVB-S2,,
,,,,4024 H,,37-39,,,,,False,Dunya Media Group,,,,,
,,,,4047 V,,37-39,,,,,False,Dunya Media Group,,,,,
,,,,4064 V,,37-39,,,,,False,Dunya Media Group,5/6,3200.0,DVB-S2,,
,,0-0,,4074 V,,37-39,,,,,False,Dunya Media Group,3/4,6150.0,DVB-S2,,
,,.-.,,4101 V,,37-39,,,,,False,Dunya Media Group,3/4,2800.0,DVB-S2,,
,,1-1,,4115 V,,37-39,,,,,False,Dunya Media Group,5/6,4800.0,DVB-S2,,
,,65535-0,,4120 V,,37-39,,,,,False,Dunya Media Group,3/5,2490.0,DVB-S2,,
,,65535-1,,4181 V,,37-39,,,,,False,Dunya Media Group,3/4,5000.0,DVB-S2,,
,,,,4186 V,,37-39,,,,,False,Dunya Media Group,,,,,
1,92 News,MPEG-4/HD,92.0,3740 V,,37-39,,,92 News,https://www.lyngsat.com/tvchannels/pk/92-News.html,False,Dunya Media Group,3/5,7200.0,DVB-S2,,pk
1,92 News,MPEG-4/HD,92.0,3740 V,,37-39,,,92 News,https://www.lyngsat.com/tvchannels/pk/92-News.html,False,Dunya Media Group,3/5,7200.0,DVB-S2,,pk
2,11 News,MPEG-4/SD,93.0,3740 V,,37-39,,,11 News,https://www.lyngsat.com/tvchannels/pk/11-News.html,False,Dunya Media Group,3/5,7200.0,DVB-S2,,pk
3,92 Entertainment,MPEG-2/SD,94.0,3740 V,,37-39,,,92 Entertainment,https://www.lyngsat.com/tvchannels/pk/92-Entertainment.html,False,Dunya Media Group,3/5,7200.0,DVB-S2,,pk
1,9 News HD,?-?MPEG-4/HD,33.0,3745 V,,37-39,,,,,False,Dunya Media Group,5/6,1500.0,DVB-S2,,
,VU TV Network,,,3754 V,,37-39,,https://www.lyngsat.com/providers/pk/VU-TV-Network.html,,,True,VU TV Network,3/4,7500.0,DVB-S2,,
1,VU TV Network 1,MPEG-4/SD,33.0,3754 V,,37-39,,,VU TV Network 1,https://www.lyngsat.com/tvchannels/pk/VU-TV-Network-1.html,False,VU TV Network,3/4,7500.0,DVB-S2,Urd,pk
2,VU TV Network 2,MPEG-4/SD,35.0,3754 V,,37-39,,,VU TV Network 2,https://www.lyngsat.com/tvchannels/pk/VU-TV-Network-2.html,False,VU TV Network,3/4,7500.0,DVB-S2,Urd,pk
