SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country
,(feeds),,,3706 H,tp 2C,,,,,,False,,3/4,27500.0,DVB-S2,,
,(feeds),,,3736 H,tp 2C,,,,,,False,,3/4,27200.0,DVB-S2,,
,(feeds),,,3808 H,tp 6C,,,,,,False,,3/4,26000.0,DVB-S2,,
,(feeds),,,3812 H,tp 6C,,,,,,False,,3/4,2000.0,DVB-S2,,
,(feeds),,,3817 H,tp 6C,,,,,,False,,3/4,2000.0,DVB-S2,,
,(feeds),,225.0,4000 V,tp 15C,0.0,Digicipher,,,,False,,5/6,30000.0,DVB-S2,,
,(feeds),,241.0,4000 V,tp 15C,0.0,Digicipher,,,,False,,5/6,30000.0,DVB-S2,,
1001.0,(feeds),,1000.0,4080 V,tp 19C,0.0,Irdeto,,,,False,,5/6,30000.0,DVB-S2,,
,,1-301,,3720 V,tp 1C,0.0,PowerVu,,,,False,,8/9,30000.0,DVB-S2,,
,,,,3760 H,tp 4C,0.0,Digicipher,,,,False,,5/6,30000.0,DVB-S2,,
,,,,3791 H,tp 6C,0.0,,,,,False,,,,,,
,,,,3798 H,tp 6C,0.0,,,,,False,,,,,,
,,?-4,,4000 V,tp 15C,0.0,Digicipher,,,,False,,5/6,30000.0,DVB-S2,,
,,1-101,,4040 H,tp 18C,0.0,PowerVu,,,,False,,5/6,30000.0,DVB-S2,,
,,5003-102,,4080 V,tp 19C,0.0,,,,,False,,5/6,30000.0,DVB-S2,,
121.0,Cinecanal Oeste,MPEG-4/HD,1120.0,3720 V,tp 1C,0.0,PowerVu,,Cinecanal Oeste,https://www.lyngsat.com/tvchannels/us/Cinecanal-Oeste.html,False,,8/9,30000.0,DVB-S2,Spa,us
122.0,Star Channel Brasil,MPEG-4/HD,1110.0,3720 V,tp 1C,0.0,PowerVu,,Star Channel Brasil,https://www.lyngsat.com/tvchannels/us/Star-Channel-Brasil.html,False,,8/9,30000.0,DVB-S2,Por,us
123.0,Cinecanal Brasil,MPEG-4/HD,4130.0,3720 V,tp 1C,0.0,PowerVu,,Cinecanal Brasil,https://www.lyngsat.com/tvchannels/us/Cinecanal-Brasil.html,False,,8/9,30000.0,DVB-S2,Por,us
124.0,FX Brasil,MPEG-4/HD,1230.0,3720 V,tp 1C,0.0,PowerVu,,FX Brasil,https://www.lyngsat.com/tvchannels/us/FX-Brasil.html,False,,8/9,30000.0,DVB-S2,Por,us
125.0,National Geographic Brasil,MPEG-4/HD,4930.0,3720 V,tp 1C,0.0,PowerVu,,National Geographic Brasil,https://www.lyngsat.com/tvchannels/us/National-Geographic-Brasil.html,False,,8/9,30000.0,DVB-S2,Por,us
300.0,Baby TV Latin America,MPEG-4/SD,3260.0,3720 V,tp 1C,0.0,PowerVu,,Baby TV Latin America,https://www.lyngsat.com/tvchannels/uk/Baby-TV-Latin-America.html,False,,8/9,30000.0,DVB-S2,Spa Por Spa Por,uk
370.0,Disney Channel México,MPEG-4/HD,1240.0,3720 V,tp 1C,0.0,PowerVu,,Disney Channel México,https://www.lyngsat.com/tvchannels/us/Disney-Channel-Mexico.html,False,,8/9,30000.0,DVB-S2,Spa Eng,us
520.0,Disney Junior México,MPEG-4/HD,3560.0,3720 V,tp 1C,0.0,PowerVu,,Disney Junior México,https://www.lyngsat.com/tvchannels/us/Disney-Junior-Mexico.html,False,,8/9,30000.0,DVB-S2,Spa Eng,us
