SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages
,(feeds),,,11731 H,tp 2,,,,False,,5/6,15000,DVB-S2,
,(feeds),,,11749 H,tp 2,,,,False,,5/6,13000,DVB-S2,
,(feeds),,,11756 V,tp 3,,,,False,,3/4,6113,DVB-S6,
,(feeds),,,11766 V,tp 3,,,,False,,411,4,DVB-S4,
,(feeds),,,11766 H,tp 4,,,,False,,3/4,6113,DVB-S6,
,(feeds),,,11800 V,tp 5,,,,False,,5/6,29268,DVB-S2,
,(feeds),,,11830 V,tp 7,,,,False,,620,6,DVB-S6,
,(feeds),,,11834 H,tp 6,,,,False,,235,13,DVB-S1,
,(feeds),,,11845 V,tp 7,,,,False,,3/4,6110,DVB-S6,
,(feeds),,,11887 H,tp 10,,,,False,,5/6,7500,DVB-S2,
,(feeds),,,11896 H,tp 10,,,,False,,5/6,7500,DVB-S2,
,(feeds),,,11904 H,tp 10,,,,False,,3/4,7500,DVB-S2,
,(feeds),,,11931 H,tp 12,,,,False,,3/4,13000,DVB-S2,
,(feeds),,,11949 H,tp 12,,,,False,,3/4,13000,DVB-S1,
,(feeds),,,12000 V,tp 15,,,,False,,5/6,29268,DVB-S2,
,(feeds),,,12036 V,tp 17,,,,False,,5/6,7500,DVB-S2,
,(New York Lottery feeds),,,12095 H,tp 20,,,,False,,3/4,3979,DVB-S3,
,(feeds),,,12173 V,tp 23,,,,False,,3/5,6634,DVB-S2,
