SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country
,Ddish TV,511-2,,11493 V,,,"Nagravision,Tongfang",,,,False,,5/6,43200.0,DVB-S2,,
,Ddish TV,,,11553 V,,,"Nagravision,Tongfang",,,,False,,5/6,43200.0,DVB-S2,,
,Ddish TV,511-3,,11613 V,,,"Nagravision,Tongfang",,,,False,,5/6,43200.0,DVB-S2,,
,Ddish TV,512-4,,11654 V,,,"Nagravision,Tongfang",,,,False,,3/5,14000.0,DVB-S2,,
1001.0,MNB,MPEG-4/HD,1001.0,11493 V,,,,,MNB,https://www.lyngsat.com/tvchannels/mn/MNB.html,False,,5/6,43200.0,DVB-S2,Mon,mn
1001.0,MNB,MPEG-4/HD,1001.0,11493 V,,,,,MNB,https://www.lyngsat.com/tvchannels/mn/MNB.html,False,,5/6,43200.0,DVB-S2,Mon,mn
1036.0,BBS TV (Mongolia),MPEG-4/SD,4220.0,11493 V,,,,,BBS TV (Mongolia),https://www.lyngsat.com/tvchannels/mn/BBS-TV.html,False,,5/6,43200.0,DVB-S2,Mon,mn
,G Sat,,,12270 V,,0.0,Conax,,,,False,,3/4,30000.0,DVB-S2,,
,G Sat,,,12310 V,,0.0,Conax,,,,False,,3/4,30000.0,DVB-S2,,
,(feeds),,,12303 H,,,,,,,False,,3/5,1020.0,DVB-S2,,
,(feeds),,,12306 H,,,,,,,False,,5/6,1100.0,DVB-S2,,
,(feeds),,,12311 H,,,,,,,False,,5/6,1000.0,DVB-S2,,
,(feeds),,,12312 H,,,,,,,False,,5/6,1030.0,DVB-S2,,
,(feeds),,,12315 H,,,,,,,False,,5/6,1060.0,DVB-S2,,
,(feeds),,,12317 H,,,,,,,False,,3/4,2000.0,DVB-S2,,
,(feeds),,,12383 H,,,BISS,,,,False,,5/6,4500.0,DVB-S2,,
1.0,G Sat promo,MPEG-4/SD,1001.0,12310 V,,0.0,,,,,False,,3/4,30000.0,DVB-S2,Tgl,
