SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country
,,1918-8031,,3826 R,tp 3C,40,,,,,False,,4/5,13830.0,DVB-S2,,
,,42-1,,11137 H,tp BEM9,51-52,Verimatrix (B),,,,False,,5/6,27500.0,DVB-S2,,
,,2048-73,,11137 V,tp BEM10,51-52,,,,,False,,3/4,27500.0,DVB-S2,,
,,2048-74,,11179 V,tp BEM12,51-52,,,,,False,,5/6,27500.0,DVB-S2,,
,,,,11512 V,tp DAE4,52,,,,,False,,,,,,
361.0,Tele Congo,MPEG-4/SD,138.0,3826 R,tp 3C,40,,,Tele Congo,https://www.lyngsat.com/tvchannels/cg/Tele-Congo.html,False,,4/5,13830.0,DVB-S2,Fre,cg
108.0,Tele Congo,65535-1MPEG-4/SD,138.0,3977 R,tp 7C,40,,,Tele Congo,https://www.lyngsat.com/tvchannels/cg/Tele-Congo.html,False,,2/3,3410.0,DVB-S2,Fre,cg
364.0,Equidia Pro 1,MPEG-4/SD,1511.0,3826 R,tp 3C,40,Viaccess,,Equidia Pro 1,https://www.lyngsat.com/tvchannels/fr/Equidia-Pro-1.html,False,,4/5,13830.0,DVB-S2,Fre Eng Ger,fr
362.0,Radio Congo,,,3826 R,tp 3C,40,,,Radio Congo,https://www.lyngsat.com/radiochannels/cg/Radio-Congo.html,False,,4/5,13830.0,DVB-S2,Fre,cg
362.0,Radio Congo,,,3826 R,tp 3C,40,,,Radio Congo,https://www.lyngsat.com/radiochannels/cg/Radio-Congo.html,False,,4/5,13830.0,DVB-S2,Fre,cg
108.0,Radio Congo,,,3977 R,tp 7C,40,,,Radio Congo,https://www.lyngsat.com/radiochannels/cg/Radio-Congo.html,False,,2/3,3410.0,DVB-S2,Fre,cg
108.0,Radio Congo,,,3977 R,tp 7C,40,,,Radio Congo,https://www.lyngsat.com/radiochannels/cg/Radio-Congo.html,False,,2/3,3410.0,DVB-S2,Fre,cg
,CRTV,1-1,,3832 L,tp 4C,40,,https://www.lyngsat.com/providers/cm/CRTV.html,CRTV,https://www.lyngsat.com/tvchannels/cm/CRTV.html,True,CRTV,2/3,7585.0,DVB-S2,,cm
1.0,CRTV,MPEG-4/SD,125.0,3832 L,tp 4C,40,,https://www.lyngsat.com/providers/cm/CRTV.html,CRTV,https://www.lyngsat.com/tvchannels/cm/CRTV.html,True,CRTV,2/3,7585.0,DVB-S2,Fre,cm
2.0,CRTV News,MPEG-4/HD,225.0,3832 L,tp 4C,40,,,CRTV News,https://www.lyngsat.com/tvchannels/cm/CRTV-News.html,False,CRTV,2/3,7585.0,DVB-S2,Fre,cm
3.0,CRTV Sports and Entertainment,MPEG-4/HD,325.0,3832 L,tp 4C,40,,,CRTV Sports and Entertainment,https://www.lyngsat.com/tvchannels/cm/CRTV-Sports-and-Entertainment.html,False,CRTV,2/3,7585.0,DVB-S2,Fre,cm
1.0,CRTV National Radio,,,3832 L,tp 4C,40,,,CRTV National Radio,https://www.lyngsat.com/radiochannels/cm/CRTV-National-Radio.html,False,CRTV,2/3,7585.0,DVB-S2,Fre,cm
,(CRTV feeds),,,3840 L,tp 4C,,,,,,False,CRTV,5/6,5000.0,DVB-S2,,
,TopStar,136-8,,3850 R,tp 3C,40,,https://www.lyngsat.com/providers/zm/TopStar.html,,,True,TopStar,3/4,16330.0,DVB-S2,,
3.0,Mozo TV,MPEG-4/SD,1000.0,3850 R,tp 3C,40,,,Mozo TV,https://www.lyngsat.com/tvchannels/zm/Mozo-TV.html,False,TopStar,3/4,16330.0,DVB-S2,Eng,zm
6.0,Zanis TV,HEVC/SD,1006.0,3850 R,tp 3C,40,,,Zanis TV,https://www.lyngsat.com/tvchannels/zm/Zanis-TV.html,False,TopStar,3/4,16330.0,DVB-S2,Eng,zm
9.0,ZNBC TV 4,MPEG-4/SD,2009.0,3850 R,tp 3C,40,,,ZNBC TV 4,https://www.lyngsat.com/tvchannels/zm/ZNBC-TV-4.html,False,TopStar,3/4,16330.0,DVB-S2,Eng,zm
88.0,Revelation TV (Zambia),MPEG-4/SD,1088.0,3850 R,tp 3C,40,,,Revelation TV (Zambia),https://www.lyngsat.com/tvchannels/zm/Revelation-TV.html,False,TopStar,3/4,16330.0,DVB-S2,Eng,zm
89.0,Crown TV (Zambia),MPEG-4/SD,4098.0,3850 R,tp 3C,40,,,Crown TV (Zambia),https://www.lyngsat.com/tvchannels/zm/Crown-TV.html,False,TopStar,3/4,16330.0,DVB-S2,Eng,zm
91.0,Sun FM TV,MPEG-4/SD,1091.0,3850 R,tp 3C,40,,,Sun FM TV,https://www.lyngsat.com/tvchannels/zm/Sun-FM-TV.html,False,TopStar,3/4,16330.0,DVB-S2,Eng,zm
92.0,Beats TV,MPEG-4/SD,1092.0,3850 R,tp 3C,40,,,Beats TV,https://www.lyngsat.com/tvchannels/zm/Beats-TV.html,False,TopStar,3/4,16330.0,DVB-S2,Eng,zm
95.0,Millennium TV (Zambia),MPEG-4/SD,1095.0,3850 R,tp 3C,40,,,Millennium TV (Zambia),https://www.lyngsat.com/tvchannels/zm/Millennium-TV.html,False,TopStar,3/4,16330.0,DVB-S2,Eng,zm
98.0,Q TV (Zambia),MPEG-4/SD,1098.0,3850 R,tp 3C,40,,,Q TV (Zambia),https://www.lyngsat.com/tvchannels/zm/Q-TV.html,False,TopStar,3/4,16330.0,DVB-S2,Eng,zm
