SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country
,Beta Digital,1-1033,,10964 H,tp 33,0.0,,https://www.lyngsat.com/providers/ie/Beta-Digital.html,,,True,Beta Digital,2/3,22000,DVB-S2,,
10100*,TLC Germany,MPEG-4/HD,255.0,10964 H,tp 33,0.0,"Marlin,Nagravision,Videoguard",,TLC Germany,https://www.lyngsat.com/tvchannels/us/TLC-Germany.html,False,Beta Digital,2/3,22000,DVB-S2,Ger,us
10101,1-2-3 TV,MPEG-4/HD,511.0,10964 H,tp 33,0.0,,,1-2-3 TV,https://www.lyngsat.com/tvchannels/de/1-2-3-TV.html,False,Beta Digital,2/3,22000,DVB-S2,Ger,de
10101,1-2-3 TV,MPEG-4/HD,511.0,10964 H,tp 33,0.0,,,1-2-3 TV,https://www.lyngsat.com/tvchannels/de/1-2-3-TV.html,False,Beta Digital,2/3,22000,DVB-S2,Ger,de
10102,Handystar,MPEG-4/HD,767.0,10964 H,tp 33,0.0,,,Handystar,https://www.lyngsat.com/tvchannels/de/Handystar.html,False,Beta Digital,2/3,22000,DVB-S2,Ger,de
10103*,MTV Germany,MPEG-4/HD,1023.0,10964 H,tp 33,0.0,"Marlin,Nagravision,Videoguard",,MTV Germany,https://www.lyngsat.com/tvchannels/us/MTV-Germany.html,False,Beta Digital,2/3,22000,DVB-S2,Ger,us
10104,Channel 21 (Germany),MPEG-4/HD,1279.0,10964 H,tp 33,0.0,,,Channel 21 (Germany),https://www.lyngsat.com/tvchannels/de/Channel-21.html,False,Beta Digital,2/3,22000,DVB-S2,Ger,de
10104,Channel 21 (Germany),MPEG-4/HD,1279.0,10964 H,tp 33,0.0,,,Channel 21 (Germany),https://www.lyngsat.com/tvchannels/de/Channel-21.html,False,Beta Digital,2/3,22000,DVB-S2,Ger,de
10105,QVC Style Deutschland,MPEG-4/HD,1535.0,10964 H,tp 33,0.0,,,QVC Style Deutschland,https://www.lyngsat.com/tvchannels/us/QVC-Style-Deutschland.html,False,Beta Digital,2/3,22000,DVB-S2,Ger,us
10105,QVC Style Deutschland,MPEG-4/HD,1535.0,10964 H,tp 33,0.0,,,QVC Style Deutschland,https://www.lyngsat.com/tvchannels/us/QVC-Style-Deutschland.html,False,Beta Digital,2/3,22000,DVB-S2,Ger,us
10108,[Bild info card],MPEG-4/HD,2303.0,10964 H,tp 33,0.0,,,,,False,Beta Digital,2/3,22000,DVB-S2,Ger,
,Movistar+,1-1034,,10979 V,tp 34,0.0,"Mediaguard,Nagravision",,,,False,Beta Digital,5/6,22000,DVB-S2,,
,Movistar+,1-1038,,11038 V,tp 38,0.0,"Mediaguard,Nagravision",,,,False,Beta Digital,5/6,22000,DVB-S2,,
,Movistar+,1-1042,,11097 V,tp 42,0.0,"Mediaguard,Nagravision",,,,False,Beta Digital,5/6,22000,DVB-S2,,
,SES,1-1035,,10994 H,tp 35,0.0,"Marlin,Nagravision,TVkey,Videoguard",https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,5/6,22000,DVB-S2,,
,SES,1-1035,,10994 H,tp 35,0.0,"Marlin,Nagravision,TVkey,Videoguard",https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,5/6,22000,DVB-S2,,
,SES,1-1035,,10994 H,tp 35,0.0,"Marlin,Nagravision,TVkey,Videoguard",https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,5/6,22000,DVB-S2,,
,SES,1-1035,,10994 H,tp 35,0.0,"Marlin,Nagravision,TVkey,Videoguard",https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,5/6,22000,DVB-S2,,
,SES,1-1035,,10994 H,tp 35,0.0,"Marlin,Nagravision,TVkey,Videoguard",https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,5/6,22000,DVB-S2,,
,SES,1-1035,,10994 H,tp 35,0.0,"Marlin,Nagravision,TVkey,Videoguard",https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,5/6,22000,DVB-S2,,
,SES,1-1043,,11112 H,tp 43,0.0,"Conax,Irdeto,Nagravision,Viaccess,Videoguard",https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1043,,11112 H,tp 43,0.0,"Conax,Irdeto,Nagravision,Viaccess,Videoguard",https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1043,,11112 H,tp 43,0.0,"Conax,Irdeto,Nagravision,Viaccess,Videoguard",https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1043,,11112 H,tp 43,0.0,"Conax,Irdeto,Nagravision,Viaccess,Videoguard",https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1043,,11112 H,tp 43,0.0,"Conax,Irdeto,Nagravision,Viaccess,Videoguard",https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1043,,11112 H,tp 43,0.0,"Conax,Irdeto,Nagravision,Viaccess,Videoguard",https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1006,,11288 V,tp 6,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1006,,11288 V,tp 6,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1006,,11288 V,tp 6,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1006,,11288 V,tp 6,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1006,,11288 V,tp 6,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1006,,11288 V,tp 6,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1023,,11553 H,tp 23,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1023,,11553 H,tp 23,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1023,,11553 H,tp 23,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1023,,11553 H,tp 23,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1023,,11553 H,tp 23,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1023,,11553 H,tp 23,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1091,,12226 H,tp 91,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,3/4,27500,DVB-S2,,
,SES,1-1091,,12226 H,tp 91,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,3/4,27500,DVB-S2,,
,SES,1-1091,,12226 H,tp 91,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,3/4,27500,DVB-S2,,
,SES,1-1091,,12226 H,tp 91,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,3/4,27500,DVB-S2,,
,SES,1-1091,,12226 H,tp 91,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,3/4,27500,DVB-S2,,
,SES,1-1091,,12226 H,tp 91,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,3/4,27500,DVB-S2,,
,SES,1-1109,,12574 H,tp 109,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1109,,12574 H,tp 109,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1109,,12574 H,tp 109,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
,SES,1-1109,,12574 H,tp 109,0.0,,https://www.lyngsat.com/providers/lu/SES.html,,,True,SES,2/3,22000,DVB-S2,,
